,Ages,Gender,Income,Race,Government,County,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
17022,17.0,0.0,2.0,2.0,0.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
17023,57.5,1.0,3.0,2.0,1.0,1,1.0,18,24,0,1,17,0,,NaN,0,0
17024,42.5,1.0,2.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
17025,22.5,0.0,2.0,7.0,0.0,1,1.0,14,312,7,1,17,0,,NaN,30,19
17026,15.0,0.0,3.0,7.0,0.0,1,0.0,16,0,0,0,0,0,0.0,75,0,0
17027,57.5,0.0,4.0,1.0,0.0,1,1.0,21,104,6,0,0,0,0.0,NaN,0,0
17028,42.5,1.0,2.0,7.0,0.0,3,1.0,16,0,0,1,38,0,0.0,NaN,0,0
17029,12.0,0.0,4.0,1.0,0.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
17030,70.0,1.0,4.0,5.0,0.0,3,1.0,14,0,0,0,0,0,,NaN,0,24
17031,13.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17032,18.0,0.0,1.0,1.0,0.0,2,1.0,13,36,0,0,0,0,0.0,NaN,0,0
17033,17.0,0.0,4.0,1.0,0.0,3,1.0,15,2,0,0,0,0,0.0,0,0,0
17034,27.5,1.0,4.0,2.0,0.0,1,1.0,0,156,7,0,0,0,,NaN,0,0
17035,27.5,0.0,4.0,1.0,0.0,1,1.0,21,48,0,1,19,0,,NaN,0,0
17036,57.5,1.0,4.0,5.0,0.0,3,0.0,0,0,0,0,0,0,0.0,NaN,0,0
17037,15.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17038,24.5,0.0,2.0,2.0,0.0,1,1.0,14,36,2,0,0,0,0.0,NaN,0,0
17039,32.5,0.0,4.0,7.0,0.0,1,1.0,18,24,2,0,0,0,0.0,NaN,0,0
17040,13.0,0.0,4.0,1.0,0.0,1,1.0,18,15,1,1,13,4,,NaN,4,0
17041,14.0,0.0,4.0,1.0,0.0,1,0.0,12,0,0,0,0,0,0.0,0,0,0
17042,42.5,0.0,4.0,1.0,0.0,2,1.0,0,104,1,0,0,0,0.0,NaN,0,0
17043,12.0,1.0,3.0,1.0,0.0,2,1.0,0,0,0,0,0,0,0.0,0,0,0
17044,16.0,1.0,2.0,7.0,0.0,1,1.0,21,NaN,NaN,1,15,NaN,,NaN,5,0
17045,16.0,0.0,4.0,1.0,0.0,2,1.0,14,202,10,1,14,120,,NaN,0,0
17046,22.5,1.0,2.0,1.0,0.0,1,1.0,14,144,4,0,0,0,,NaN,0,0
17047,19.0,1.0,2.0,1.0,0.0,1,1.0,NaN,10,2,0,0,0,,NaN,0,0
17048,70.0,0.0,1.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,NaN,0,0
17049,18.0,1.0,4.0,7.0,0.0,2,1.0,0,Not sure,4,1,15,260,,NaN,2,0
17050,12.0,1.0,3.0,2.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17051,22.5,1.0,1.0,1.0,0.0,1,1.0,18,8,0,0,0,0,0.0,NaN,0,0
17052,12.0,1.0,1.0,2.0,1.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
17053,12.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17054,12.0,1.0,2.0,1.0,1.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
17055,21.0,1.0,4.0,1.0,0.0,1,1.0,17,Not sure,0,1,NaN,Not sure,,NaN,1,0
17056,14.0,0.0,3.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
17057,13.0,1.0,2.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,25,0,0
17058,70.0,0.0,2.0,1.0,0.0,2,0.0,13,0,0,0,0,0,0.0,NaN,0,0
17059,17.0,1.0,2.0,1.0,0.0,1,1.0,14,40,0,1,16,0,0.0,25,0,0
17060,24.5,0.0,4.0,1.0,0.0,2,1.0,8,264,0,0,0,0,,NaN,30,13
17061,16.0,0.0,3.0,6.0,0.0,2,1.0,0,156,2,1,12,104,,NaN,0,0
17062,42.5,0.0,4.0,2.0,0.0,1,1.0,21,156,2,1,17,0,0.0,NaN,0,0
17063,42.5,1.0,2.0,5.0,0.0,3,1.0,13,0,0,1,17,0,,NaN,0,15
17064,17.0,1.0,1.0,1.0,1.0,3,1.0,0,0,0,0,0,0,0.0,0,0,0
17065,15.0,0.0,4.0,1.0,0.0,1,1.0,0,3,1,0,0,0,0.0,25,0,0
17066,19.0,1.0,4.0,1.0,0.0,1,1.0,16,104,8,1,17,Not sure,,NaN,0,0
17067,42.5,1.0,2.0,1.0,1.0,1,1.0,14,0,0,1,17,0,,NaN,30,18
17068,18.0,1.0,2.0,6.0,1.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
17069,57.5,1.0,3.0,7.0,0.0,3,1.0,16,312,3,1,25,0,,NaN,0,17
17070,42.5,0.0,4.0,5.0,0.0,1,1.0,14,4,0,0,0,0,0.0,NaN,0,0
17071,42.5,0.0,1.0,7.0,0.0,1,0.0,14,0,0,0,0,0,0.0,NaN,0,0
17072,42.5,0.0,2.0,1.0,0.0,1,1.0,0,10,0,1,22,0,,NaN,0,0
17073,32.5,0.0,2.0,1.0,1.0,1,1.0,17,0,0,1,17,0,,NaN,30,18
17074,16.0,0.0,2.0,2.0,1.0,2,0.0,16,0,0,0,0,0,,NaN,0,0
17075,15.0,0.0,4.0,1.0,0.0,2,1.0,14,1,0,0,0,0,0.0,0,0,0
17076,57.5,0.0,3.0,1.0,0.0,3,1.0,18,3,0,1,17,0,,NaN,0,20
17077,57.5,0.0,2.0,7.0,0.0,2,1.0,0,12,NaN,0,0,0,,NaN,0,0
17078,32.5,1.0,4.0,7.0,1.0,3,1.0,0,Not sure,0,0,0,0,,NaN,Not sure,0
17079,18.0,1.0,2.0,7.0,0.0,1,0.0,15,0,0,0,0,0,0.0,NaN,0,0
17080,12.0,1.0,1.0,7.0,1.0,1,0.0,0,0,0,0,0,0,0.0,75,0,0
17081,42.5,0.0,4.0,1.0,0.0,2,1.0,14,52,1,1,22,0,,NaN,0,0
17082,18.0,1.0,4.0,6.0,0.0,3,1.0,21,52,18,1,16,1,,NaN,1,0
17083,15.0,1.0,2.0,5.0,0.0,2,0.0,17,0,0,0,0,0,0.0,0,0,0
17084,32.5,0.0,4.0,1.0,1.0,1,1.0,18,24,0,1,14,0,,NaN,0,22
17085,15.0,1.0,1.0,5.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
17086,12.0,0.0,4.0,1.0,0.0,1,0.0,15,0,0,0,0,0,0.0,0,0,0
17087,20.0,1.0,3.0,1.0,0.0,2,1.0,22,36,0,1,15,0,,NaN,10,16
17088,12.0,0.0,4.0,1.0,0.0,2,0.0,14,0,0,0,0,0,0.0,0,0,0
17089,32.5,0.0,3.0,1.0,1.0,2,1.0,20,104,1,1,16,156,,NaN,0,16
17090,15.0,1.0,2.0,7.0,0.0,2,0.0,14,0,0,0,0,0,0.0,0,0,0
17091,57.5,0.0,4.0,1.0,0.0,2,1.0,18,260,2,0,0,0,0.0,NaN,0,0
17092,18.0,0.0,1.0,7.0,0.0,1,0.0,17,0,0,0,0,0,0.0,NaN,0,0
17093,27.5,0.0,4.0,1.0,0.0,2,1.0,0,0,0,1,12,0,,NaN,30,14
17094,24.5,1.0,3.0,7.0,1.0,2,1.0,0,264,1,1,14,0,,NaN,30,21
17095,18.0,0.0,2.0,7.0,0.0,1,1.0,0,52,1,1,17,30,0.0,NaN,0,0
17096,15.0,1.0,3.0,1.0,0.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
17097,32.5,0.0,2.0,1.0,0.0,3,1.0,19,0,0,1,12,0,,NaN,1,17
17098,42.5,0.0,3.0,1.0,0.0,2,1.0,0,156,2,0,0,0,,NaN,0,18
17099,32.5,1.0,2.0,1.0,1.0,1,1.0,18,7,1,1,20,2,,NaN,0,0
17100,24.5,0.0,3.0,1.0,0.0,3,1.0,18,0,0,0,0,0,,NaN,0,0
17101,22.5,0.0,1.0,7.0,1.0,3,1.0,0,3,NaN,0,0,0,0.0,NaN,0,0
17102,42.5,0.0,3.0,1.0,0.0,2,1.0,13,156,2,1,15,6,,NaN,30,15
17103,42.5,0.0,4.0,1.0,0.0,3,1.0,0,48,2,0,0,0,,NaN,0,0
17104,42.5,1.0,4.0,1.0,0.0,1,1.0,14,48,1,1,18,0,,NaN,0,0
17105,57.5,0.0,2.0,1.0,0.0,2,1.0,11,24,1,0,0,0,,NaN,0,0
17106,57.5,0.0,3.0,1.0,0.0,2,1.0,12,36,1,1,18,0,,NaN,30,18
17107,21.0,0.0,1.0,2.0,1.0,1,1.0,17,60,2,1,16,260,0.0,NaN,0,0
17108,24.5,1.0,1.0,7.0,1.0,2,1.0,0,260,2,1,22,5,,NaN,0,0
17109,19.0,0.0,1.0,2.0,0.0,1,1.0,14,149,3,1,16,104,,NaN,0,18
17110,18.0,1.0,3.0,1.0,0.0,3,1.0,16,52,2,1,16,52,,NaN,10,17
17111,20.0,1.0,4.0,1.0,1.0,3,1.0,15,52,4,1,16,0,0.0,NaN,0,0
17112,57.5,0.0,4.0,1.0,0.0,1,1.0,16,5,1,0,0,0,,NaN,0,0
17113,22.5,0.0,2.0,4.0,1.0,3,1.0,16,144,0,1,11,0,,NaN,4,13
17114,15.0,0.0,4.0,2.0,0.0,1,0.0,12,0,0,0,0,0,0.0,0,0,0
17115,12.0,1.0,4.0,1.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17116,19.0,0.0,1.0,7.0,0.0,1,1.0,21,7,6,0,0,0,0.0,NaN,0,0
17117,16.0,0.0,1.0,1.0,1.0,1,1.0,0,3,0,1,14,0,,NaN,10,NaN
17118,42.5,0.0,2.0,2.0,0.0,1,1.0,17,48,3,1,14,6,,NaN,30,21
17119,24.5,0.0,1.0,7.0,1.0,1,1.0,30,15,1,0,0,0,,NaN,0,0
17120,27.5,1.0,1.0,1.0,0.0,2,1.0,21,104,5,1,18,20,,NaN,0,0
17121,24.5,0.0,1.0,1.0,0.0,1,1.0,16,12,4,1,18,104,,NaN,20,0
17122,57.5,1.0,4.0,1.0,0.0,2,1.0,15,104,2,1,16,0,,NaN,0,17
17123,42.5,1.0,2.0,7.0,0.0,3,1.0,18,1,0,1,12,0,,NaN,30,15
17124,42.5,0.0,4.0,1.0,0.0,1,1.0,12,15,1,0,0,0,0.0,NaN,0,0
17125,70.0,0.0,1.0,1.0,0.0,1,1.0,20,10,0,0,0,0,0.0,NaN,0,0
17126,32.5,0.0,1.0,7.0,1.0,2,0.0,21,0,0,0,0,0,0.0,NaN,0,0
17127,13.0,1.0,1.0,1.0,0.0,1,0.0,21,0,0,0,0,0,,NaN,0,0
17128,21.0,0.0,1.0,1.0,0.0,2,1.0,21,208,2,1,14,364,,NaN,0,0
17129,17.0,0.0,2.0,1.0,0.0,2,1.0,16,6,0,1,14,2,,NaN,0,16
17130,27.5,0.0,2.0,7.0,1.0,1,1.0,11,104,NaN,0,0,0,,NaN,0,18
17131,20.0,0.0,2.0,1.0,0.0,2,1.0,17,19,0,0,0,0,,NaN,11,0
17132,42.5,0.0,4.0,1.0,0.0,1,1.0,25,120,2,1,17,0,,NaN,30,15
17133,20.0,1.0,1.0,5.0,0.0,3,0.0,0,0,0,0,0,0,0.0,NaN,0,0
17134,27.5,0.0,2.0,1.0,1.0,1,1.0,14,208,7,0,0,0,,NaN,30,17
17135,16.0,0.0,2.0,6.0,1.0,2,1.0,15,1,0,1,15,104,0.0,0,0,0
17136,42.5,1.0,2.0,2.0,1.0,2,0.0,13,0,0,0,0,0,,NaN,30,18
17137,14.0,1.0,2.0,1.0,0.0,2,0.0,19,0,0,0,0,0,0.0,0,0,0
17138,42.5,0.0,1.0,1.0,1.0,3,1.0,0,156,2,1,20,0,,NaN,0,18
17139,15.0,0.0,2.0,7.0,0.0,2,0.0,14,0,0,1,15,14,0.0,25,0,0
17140,22.5,1.0,4.0,7.0,0.0,1,1.0,0,104,4,0,0,0,0.0,NaN,0,0
17141,18.0,1.0,1.0,1.0,0.0,2,0.0,14,0,0,0,0,0,0.0,NaN,0,0
17142,15.0,1.0,2.0,6.0,1.0,3,0.0,14,0,0,0,0,0,0.0,0,0,0
17143,24.5,0.0,1.0,1.0,0.0,1,1.0,16,96,2,1,17,156,0.0,NaN,0,0
17144,16.0,1.0,4.0,1.0,0.0,1,1.0,20,24,0,1,14,12,,NaN,0,0
17145,14.0,0.0,3.0,1.0,0.0,2,0.0,21,0,0,0,0,0,0.0,0,0,0
17146,18.0,1.0,4.0,1.0,0.0,2,1.0,0,1,0,0,0,0,0.0,NaN,0,0
17147,17.0,0.0,4.0,7.0,0.0,2,1.0,0,0,0,1,16,3,0.0,0,0,0
17148,13.0,1.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,25,0,0
17149,16.0,1.0,3.0,7.0,0.0,1,0.0,26,0,0,0,0,0,0.0,0,0,0
17150,18.0,1.0,2.0,1.0,0.0,1,1.0,0,NaN,NaN,1,18,3,0.0,NaN,0,0
17151,70.0,1.0,2.0,1.0,0.0,1,1.0,21,260,1,0,0,0,,NaN,0,0
17152,57.5,1.0,3.0,1.0,0.0,2,1.0,15,48,2,1,23,0,,NaN,30,20
17153,13.0,0.0,3.0,1.0,0.0,2,0.0,11,0,0,0,0,0,0.0,0,0,0
17154,57.5,0.0,3.0,1.0,0.0,1,1.0,20,260,2,1,18,0,,NaN,0,0
17155,42.5,1.0,3.0,1.0,0.0,1,1.0,0,156,NaN,0,0,0,,NaN,0,0
17156,70.0,0.0,2.0,1.0,0.0,3,1.0,0,9,0,1,28,10,,NaN,30,19
17157,20.0,0.0,4.0,6.0,0.0,1,1.0,12,120,2,1,16,0,,NaN,0,0
17158,14.0,1.0,1.0,6.0,1.0,2,1.0,20,2,0,1,13,0,,NaN,0,0
17159,21.0,1.0,1.0,1.0,0.0,1,1.0,NaN,120,4,1,16,216,,NaN,17,18
17160,24.5,0.0,1.0,1.0,1.0,2,1.0,11,24,1,1,21,0,,NaN,0,0
17161,15.0,1.0,4.0,1.0,0.0,1,0.0,28,0,0,0,0,0,0.0,0,0,0
17162,22.5,1.0,2.0,7.0,1.0,1,1.0,14,3,0,1,19,0,0.0,NaN,0,0
17163,12.0,1.0,2.0,7.0,1.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
17164,42.5,0.0,1.0,1.0,0.0,1,1.0,14,24,3,1,16,0,,NaN,0,0
17165,22.5,0.0,1.0,1.0,0.0,2,1.0,0,104,7,1,16,4,,NaN,0,0
17166,21.0,1.0,3.0,7.0,0.0,3,1.0,15,20,3,1,18,5,0.0,NaN,0,0
17167,21.0,0.0,3.0,1.0,1.0,2,1.0,35,52,2,1,15,0,,NaN,0,0
17168,15.0,0.0,4.0,1.0,0.0,1,1.0,14,3,0,1,14,4,0.0,25,0,0
17169,42.5,1.0,4.0,1.0,0.0,3,1.0,16,48,6,1,17,0,,NaN,0,0
17170,57.5,1.0,2.0,1.0,0.0,1,1.0,0,0,0,1,16,10,,NaN,0,16
17171,42.5,0.0,2.0,7.0,0.0,1,1.0,21,0,0,0,0,0,0.0,NaN,0,0
17172,19.0,0.0,2.0,1.0,0.0,1,1.0,20,3,1,0,0,0,0.0,NaN,0,0
17173,15.0,1.0,4.0,1.0,0.0,1,1.0,15,0,0,1,13,0,,NaN,0,13
17174,19.0,0.0,3.0,1.0,0.0,2,1.0,0,180,2,0,0,0,,NaN,3,0
17175,27.5,0.0,4.0,1.0,0.0,2,1.0,19,15,4,0,0,0,,NaN,0,0
17176,22.5,1.0,2.0,6.0,0.0,2,1.0,16,120,6,1,16,0,,NaN,20,15
17177,13.0,1.0,2.0,1.0,0.0,2,0.0,26,0,0,0,0,0,0.0,0,0,0
17178,14.0,0.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0,0.0,25,0,0
17179,27.5,0.0,4.0,6.0,1.0,1,1.0,22,24,3,1,14,0,,NaN,20,12
17180,42.5,0.0,2.0,7.0,0.0,1,1.0,16,0,0,0,0,0,,NaN,0,0
17181,42.5,1.0,4.0,1.0,0.0,2,1.0,10,60,2,1,15,0,,NaN,0,15
17182,12.0,1.0,4.0,2.0,0.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
17183,19.0,1.0,1.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
17184,17.0,1.0,1.0,2.0,1.0,1,0.0,19,0,0,0,0,0,0.0,0,0,0
17185,15.0,1.0,2.0,2.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
17186,14.0,1.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,0,0,0
17187,16.0,1.0,4.0,7.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
17188,12.0,1.0,4.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,0,0,0
17189,16.0,0.0,1.0,1.0,0.0,2,0.0,17,0,0,0,0,0,0.0,0,0,0
17190,17.0,1.0,2.0,1.0,1.0,2,0.0,14,0,0,0,0,0,0.0,25,0,0
17191,16.0,1.0,4.0,7.0,0.0,3,1.0,8,48,5,1,15,10,,NaN,0,0
17192,17.0,1.0,1.0,4.0,0.0,2,0.0,9,0,0,0,0,0,0.0,0,0,0
17193,21.0,0.0,1.0,1.0,1.0,1,1.0,0,1,0,0,0,0,,NaN,0,0
17194,32.5,1.0,3.0,1.0,0.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
17195,42.5,0.0,2.0,1.0,1.0,2,1.0,18,20,1,1,16,208,,NaN,30,15
17196,57.5,1.0,4.0,1.0,0.0,1,1.0,0,52,2,1,18,0,,NaN,0,0
17197,27.5,1.0,2.0,7.0,0.0,2,1.0,19,0,0,1,13,156,,NaN,30,21
17198,70.0,0.0,3.0,1.0,0.0,1,1.0,0,365,1,1,24,0,,NaN,0,18
17199,70.0,0.0,1.0,7.0,0.0,2,1.0,0,0,0,0,0,0,0.0,NaN,0,0
17200,22.5,0.0,1.0,2.0,1.0,3,1.0,17,1,0,0,0,0,0.0,NaN,0,0
17201,18.0,0.0,1.0,7.0,0.0,2,1.0,13,5,3,1,13,312,0.0,NaN,0,0
17202,17.0,1.0,2.0,1.0,0.0,3,1.0,17,120,0,1,14,364,,NaN,20,0
17203,12.0,1.0,3.0,1.0,0.0,2,0.0,12,0,0,0,0,0,,NaN,0,0
17204,42.5,0.0,2.0,1.0,0.0,2,1.0,0,48,2,1,13,0,,NaN,0,16
17205,19.0,0.0,1.0,1.0,0.0,1,1.0,21,144,2,0,0,0,0.0,NaN,0,0
17206,24.5,1.0,3.0,1.0,0.0,3,1.0,0,48,2,1,15,364,,NaN,30,15
17207,17.0,0.0,2.0,1.0,0.0,1,1.0,19,208,1,1,16,208,,NaN,6,0
17208,14.0,1.0,2.0,2.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
17209,57.5,0.0,1.0,1.0,1.0,2,1.0,12,260,2,1,20,0,,NaN,30,20
17210,24.5,0.0,2.0,1.0,0.0,3,1.0,16,52,3,1,21,12,,NaN,27,17
17211,13.0,0.0,4.0,2.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
17212,22.5,1.0,2.0,1.0,1.0,1,1.0,17,48,2,0,0,0,,NaN,0,0
17213,22.5,0.0,2.0,1.0,0.0,3,1.0,19,2,4,0,0,0,0.0,NaN,0,0
17214,20.0,0.0,4.0,7.0,0.0,2,1.0,15,5,0,0,0,0,0.0,NaN,0,0
17215,15.0,0.0,1.0,7.0,0.0,3,0.0,NaN,0,0,0,0,0,0.0,0,0,0
17216,16.0,0.0,2.0,2.0,1.0,3,0.0,15,0,0,0,0,0,0.0,0,0,0
17217,22.5,1.0,1.0,3.0,0.0,2,1.0,0,208,9,1,16,36,,NaN,0,16
17218,20.0,0.0,1.0,1.0,1.0,3,1.0,0,36,3,0,0,0,,NaN,0,0
17219,14.0,0.0,1.0,7.0,1.0,2,0.0,14,0,0,0,0,0,0.0,25,0,0
17220,70.0,1.0,3.0,1.0,1.0,2,1.0,21,52,1,1,20,0,,NaN,0,18
17221,57.5,0.0,4.0,1.0,0.0,2,1.0,15,52,1,0,0,0,,NaN,0,0
17222,57.5,1.0,1.0,1.0,0.0,3,1.0,0,208,NaN,0,0,0,,NaN,30,10
17223,17.0,0.0,1.0,2.0,1.0,1,0.0,18,0,0,0,0,0,0.0,0,0,0
17224,42.5,0.0,4.0,5.0,0.0,2,1.0,0,12,0,1,21,0,0.0,NaN,0,0
17225,13.0,1.0,1.0,1.0,1.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
17226,22.5,1.0,4.0,1.0,0.0,1,1.0,16,156,12,1,18,52,,NaN,4,0
17227,18.0,0.0,1.0,2.0,0.0,2,1.0,13,0,0,0,0,0,0.0,NaN,0,0
17228,27.5,1.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,NaN,0,0
17229,13.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17230,42.5,1.0,4.0,1.0,0.0,2,1.0,19,10,1,1,16,0,,NaN,0,0
17231,19.0,1.0,1.0,1.0,0.0,3,1.0,16,84,7,1,17,260,,NaN,10,18
17232,16.0,0.0,1.0,2.0,1.0,2,1.0,21,36,1,1,10,52,,NaN,5,0
17233,15.0,1.0,4.0,1.0,0.0,1,0.0,20,0,0,0,0,0,0.0,0,0,0
17234,24.5,1.0,1.0,7.0,0.0,1,0.0,15,0,0,1,21,0,,NaN,20,22
17235,42.5,0.0,4.0,7.0,0.0,1,1.0,0,1,0,0,0,0,,NaN,0,0
17236,22.5,0.0,1.0,1.0,0.0,1,1.0,17,104,3,1,19,7,0.0,NaN,0,0
17237,21.0,0.0,1.0,1.0,0.0,1,1.0,0,156,2,1,18,180,,NaN,30,18
17238,42.5,0.0,2.0,1.0,0.0,1,1.0,6,0,0,1,13,0,,NaN,0,0
17239,42.5,1.0,3.0,7.0,0.0,1,1.0,16,156,3,1,17,0,,NaN,10,23
17240,24.5,1.0,2.0,1.0,0.0,1,1.0,20,12,0,1,15,0,0.0,NaN,0,0
17241,13.0,1.0,4.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
17242,20.0,0.0,1.0,1.0,0.0,2,1.0,11,24,3,1,19,0,0.0,NaN,0,0
17243,42.5,1.0,3.0,1.0,0.0,2,1.0,20,104,5,1,16,0,,NaN,30,22
17244,70.0,1.0,3.0,1.0,0.0,1,1.0,18,60,1,0,0,0,,NaN,0,18
17245,15.0,1.0,4.0,1.0,0.0,3,0.0,16,0,0,0,0,0,0.0,25,0,0
17246,16.0,1.0,1.0,6.0,1.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
17247,42.5,1.0,4.0,1.0,0.0,1,1.0,0,156,2,0,0,0,,NaN,0,0
17248,15.0,1.0,1.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
17249,17.0,0.0,4.0,1.0,0.0,2,1.0,0,48,3,0,0,0,0.0,0,0,0
17250,57.5,1.0,3.0,7.0,0.0,2,0.0,13,0,0,0,0,0,0.0,NaN,0,0
17251,22.5,0.0,1.0,1.0,0.0,2,1.0,14,0,0,0,0,0,,NaN,4,19
17252,14.0,1.0,4.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
17253,13.0,0.0,2.0,5.0,0.0,3,0.0,0,0,0,0,0,0,0.0,25,0,0
17254,16.0,1.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17255,20.0,1.0,3.0,1.0,1.0,2,1.0,17,35,3,1,15,0,,NaN,30,17
17256,12.0,1.0,4.0,6.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
17257,27.5,0.0,1.0,1.0,1.0,3,1.0,0,0,0,1,14,0,,NaN,30,14
17258,15.0,1.0,2.0,6.0,1.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
17259,42.5,0.0,1.0,1.0,0.0,3,1.0,20,1,1,1,16,0,,NaN,30,15
17260,42.5,0.0,4.0,1.0,0.0,2,1.0,15,48,3,1,18,0,,NaN,0,18
17261,57.5,1.0,4.0,1.0,0.0,2,1.0,0,156,3,1,18,0,0.0,NaN,0,0
17262,16.0,0.0,4.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
17263,22.5,1.0,1.0,1.0,1.0,2,1.0,16,156,2,1,21,0,0.0,NaN,0,0
17264,42.5,1.0,4.0,1.0,0.0,1,1.0,18,52,3,1,17,0,,NaN,0,16
17265,70.0,1.0,2.0,1.0,0.0,2,1.0,18,100,2,0,0,0,0.0,NaN,0,0
17266,17.0,1.0,1.0,7.0,0.0,3,1.0,23,0,0,0,0,0,0.0,0,0,0
17267,21.0,1.0,2.0,1.0,0.0,1,1.0,0,81,3,0,0,0,,NaN,1,0
17268,27.5,0.0,2.0,6.0,0.0,2,1.0,16,48,3,1,16,5,,NaN,30,18
17269,19.0,1.0,2.0,7.0,1.0,3,1.0,14,0,0,0,0,0,0.0,NaN,0,0
17270,12.0,0.0,3.0,1.0,0.0,1,0.0,12,0,0,0,0,0,0.0,0,0,0
17271,70.0,0.0,2.0,2.0,1.0,2,1.0,0,18,0,1,24,0,,NaN,0,22
17272,32.5,0.0,2.0,7.0,0.0,2,1.0,14,24,NaN,1,27,0,,NaN,30,27
17273,16.0,0.0,4.0,5.0,0.0,3,1.0,14,0,0,0,0,0,0.0,25,0,0
17274,12.0,1.0,2.0,1.0,0.0,2,0.0,16,0,0,0,0,0,,NaN,0,0
17275,32.5,0.0,4.0,1.0,0.0,2,1.0,18,15,0,1,17,0,,NaN,0,0
17276,22.5,0.0,3.0,7.0,0.0,3,1.0,0,48,4,1,19,0,0.0,NaN,0,0
17277,14.0,0.0,4.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
17278,18.0,1.0,4.0,5.0,0.0,2,0.0,13,0,0,0,0,0,0.0,NaN,0,0
17279,12.0,0.0,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
17280,42.5,1.0,4.0,1.0,0.0,1,1.0,20,52,4,1,16,240,,NaN,30,18
17281,70.0,0.0,1.0,1.0,0.0,3,0.0,15,0,0,0,0,0,0.0,NaN,0,0
17282,22.5,0.0,4.0,7.0,0.0,2,1.0,15,5,0,0,0,0,0.0,NaN,0,0
17283,70.0,1.0,4.0,1.0,0.0,1,1.0,0,52,3,0,0,0,,NaN,0,16
17284,24.5,0.0,4.0,1.0,0.0,1,1.0,16,12,1,1,19,0,,NaN,0,0
17285,27.5,1.0,1.0,2.0,0.0,2,1.0,18,104,5,1,9,364,,NaN,30,12
17286,32.5,0.0,4.0,7.0,0.0,2,1.0,0,52,NaN,0,0,0,0.0,NaN,0,0
17287,18.0,1.0,1.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,NaN,0,0
17288,57.5,0.0,4.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,NaN,0,0
17289,16.0,0.0,3.0,1.0,0.0,3,1.0,18,NaN,1,1,15,0,,NaN,0,0
17290,21.0,1.0,4.0,5.0,0.0,2,1.0,16,2,0,0,0,0,0.0,NaN,0,0
17291,24.5,0.0,4.0,1.0,0.0,1,1.0,16,36,3,0,0,0,0.0,NaN,0,0
17292,57.5,0.0,4.0,1.0,0.0,1,1.0,0,0,0,1,21,0,,NaN,0,18
