,Ages,Gender,Income,Race,Government,County,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
37496,12.0,1.0,1.0,6.0,1.0,2,0.0,15,0,0,0,0,0,0.0,0,0,0
37497,22.5,0.0,2.0,1.0,1.0,1,1.0,14,0,0,0,0,0,,NaN,0,16
37498,20.0,0.0,4.0,2.0,0.0,1,1.0,0,52,NaN,0,0,0,,NaN,3,0
37499,13.0,0.0,4.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37500,22.5,1.0,2.0,2.0,0.0,3,1.0,16,52,1,0,0,0,0.0,NaN,0,0
37501,42.5,0.0,3.0,1.0,0.0,1,1.0,16,20,1,0,0,0,,NaN,0,0
37502,15.0,1.0,4.0,1.0,0.0,2,0.0,13,0,0,0,0,0,0.0,25,0,0
37503,70.0,1.0,2.0,1.0,0.0,1,1.0,0,104,2,1,19,0,,NaN,0,16
37504,12.0,0.0,3.0,1.0,0.0,2,0.0,19,0,0,0,0,0,0.0,0,0,0
37505,32.5,1.0,4.0,7.0,0.0,1,1.0,15,48,0,1,16,0,,NaN,0,0
37506,57.5,0.0,2.0,7.0,1.0,1,1.0,0,0,0,0,0,0,0.0,NaN,0,0
37507,18.0,1.0,4.0,1.0,1.0,2,0.0,0,0,0,1,17,2,0.0,NaN,0,0
37508,27.5,1.0,2.0,1.0,0.0,2,1.0,16,12,10,1,17,312,,NaN,0,0
37509,16.0,0.0,2.0,7.0,1.0,1,1.0,15,11,NaN,1,13,156,,NaN,0,0
37510,15.0,1.0,2.0,1.0,1.0,3,1.0,0,0,0,0,0,0,0.0,0,0,0
37511,12.0,1.0,1.0,7.0,1.0,2,1.0,NaN,0,0,0,0,0,0.0,0,0,0
37512,24.5,0.0,2.0,1.0,0.0,2,1.0,26,48,2,1,13,24,,NaN,30,16
37513,18.0,1.0,1.0,7.0,1.0,1,1.0,18,35,0,1,16,208,0.0,NaN,0,0
37514,17.0,0.0,2.0,2.0,0.0,2,1.0,18,0,0,0,0,0,0.0,0,0,0
37515,22.5,1.0,1.0,1.0,1.0,2,1.0,0,108,1,0,0,0,,NaN,30,17
37516,42.5,0.0,2.0,2.0,0.0,2,0.0,19,0,0,0,0,0,0.0,NaN,0,0
37517,16.0,0.0,1.0,6.0,1.0,3,1.0,15,5,4,1,14,5,,NaN,4,13
37518,42.5,1.0,4.0,1.0,0.0,1,1.0,32,15,1,0,0,0,0.0,NaN,0,0
37519,19.0,1.0,1.0,1.0,0.0,3,0.0,16,0,0,0,0,0,,NaN,30,18
37520,32.5,1.0,2.0,1.0,0.0,1,1.0,19,104,4,1,15,260,,NaN,30,15
37521,42.5,0.0,4.0,1.0,0.0,2,1.0,15,312,2,0,0,0,0.0,NaN,0,0
37522,16.0,1.0,4.0,1.0,0.0,2,1.0,0,48,3,0,0,0,,NaN,0,0
37523,16.0,0.0,2.0,1.0,0.0,3,1.0,14,30,6,1,14,6,,NaN,20,0
37524,17.0,0.0,4.0,1.0,0.0,2,1.0,18,30,0,0,0,0,0.0,0,0,0
37525,22.5,1.0,2.0,1.0,0.0,1,1.0,0,24,0,1,18,0,0.0,NaN,0,0
37526,19.0,0.0,1.0,7.0,0.0,1,1.0,0,0,0,0,0,0,0.0,NaN,0,0
37527,12.0,1.0,2.0,1.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37528,70.0,0.0,3.0,1.0,1.0,3,1.0,14,60,1,0,0,0,,NaN,0,0
37529,42.5,1.0,3.0,5.0,0.0,1,1.0,23,36,2,0,0,0,0.0,NaN,0,0
37530,16.0,1.0,4.0,7.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
37531,42.5,0.0,2.0,1.0,1.0,1,1.0,0,36,0,0,0,0,,NaN,0,0
37532,57.5,0.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0,0,,NaN,0,0
37533,27.5,1.0,2.0,1.0,0.0,1,1.0,25,120,2,1,15,0,0.0,NaN,0,0
37534,57.5,0.0,4.0,6.0,0.0,2,1.0,0,45,0,1,19,0,,NaN,2,17
37535,21.0,0.0,2.0,1.0,1.0,1,1.0,14,156,2,1,16,0,,NaN,30,16
37536,42.5,1.0,4.0,1.0,0.0,3,1.0,17,208,3,1,17,0,,NaN,0,0
37537,70.0,1.0,3.0,1.0,0.0,3,1.0,7,30,1,1,24,0,,NaN,0,16
37538,12.0,0.0,3.0,7.0,0.0,1,0.0,15,0,0,0,0,0,0.0,0,0,0
37539,19.0,1.0,2.0,2.0,1.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
37540,22.5,1.0,4.0,5.0,0.0,2,1.0,16,120,7,0,0,0,,NaN,0,0
37541,17.0,1.0,1.0,6.0,1.0,1,1.0,20,52,1,1,9,12,,NaN,0,0
37542,12.0,1.0,2.0,1.0,0.0,3,0.0,15,0,0,0,0,0,0.0,0,0,0
37543,24.5,0.0,2.0,7.0,0.0,3,1.0,16,1,1,0,0,0,0.0,NaN,0,0
37544,22.5,0.0,1.0,7.0,1.0,1,1.0,18,156,2,1,13,36,,NaN,15,0
37545,42.5,1.0,4.0,2.0,1.0,2,0.0,20,0,0,1,18,0,0.0,NaN,0,0
37546,14.0,1.0,4.0,1.0,0.0,2,0.0,24,0,0,0,0,0,0.0,0,0,0
37547,42.5,1.0,4.0,1.0,0.0,3,1.0,0,208,2,1,14,1,,NaN,30,20
37548,57.5,0.0,2.0,1.0,0.0,1,1.0,14,22,3,1,15,0,,NaN,29,16
37549,18.0,1.0,1.0,2.0,1.0,1,1.0,19,47,0,1,17,201,0.0,NaN,0,0
37550,57.5,0.0,4.0,7.0,0.0,1,1.0,15,364,30,1,16,0,,NaN,0,25
37551,21.0,0.0,1.0,2.0,1.0,2,1.0,13,6,3,1,18,0,,NaN,20,19
37552,57.5,1.0,1.0,2.0,1.0,1,1.0,15,108,0,1,15,0,,NaN,30,15
37553,22.5,1.0,2.0,1.0,0.0,1,1.0,18,208,2,1,22,0,0.0,NaN,0,0
37554,18.0,1.0,4.0,1.0,0.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
37555,32.5,1.0,2.0,7.0,0.0,3,1.0,14,96,2,1,15,48,,NaN,0,0
37556,42.5,1.0,4.0,7.0,0.0,1,1.0,0,52,2,0,0,0,,NaN,0,0
37557,24.5,1.0,3.0,1.0,0.0,2,1.0,20,60,3,1,14,312,,NaN,30,15
37558,15.0,1.0,2.0,2.0,0.0,2,0.0,18,0,0,1,14,104,0.0,25,0,0
37559,15.0,1.0,2.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
37560,32.5,0.0,2.0,1.0,0.0,2,1.0,13,48,6,1,18,6,,NaN,30,22
37561,42.5,0.0,2.0,2.0,1.0,1,1.0,15,0,0,1,17,0,,NaN,30,35
37562,12.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37563,14.0,0.0,3.0,7.0,0.0,1,0.0,4,0,0,0,0,0,0.0,0,0,0
37564,15.0,1.0,1.0,7.0,1.0,1,0.0,18,0,0,0,0,0,0.0,0,0,0
37565,32.5,1.0,2.0,1.0,0.0,1,1.0,17,24,0,0,0,0,0.0,NaN,0,0
37566,16.0,1.0,2.0,2.0,1.0,3,1.0,19,1,0,0,0,0,0.0,0,0,0
37567,42.5,0.0,1.0,7.0,1.0,3,0.0,18,0,0,0,0,0,0.0,NaN,0,0
37568,22.5,1.0,2.0,4.0,0.0,1,1.0,20,5,3,0,0,0,0.0,NaN,0,0
37569,22.5,1.0,2.0,5.0,0.0,1,1.0,15,104,NaN,1,16,5,,NaN,30,19
37570,17.0,0.0,3.0,1.0,0.0,1,0.0,18,0,0,1,16,3,0.0,0,0,0
37571,70.0,0.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0,0,,NaN,0,19
37572,22.5,0.0,1.0,7.0,0.0,1,1.0,0,12,0,0,0,0,0.0,NaN,0,0
37573,22.5,0.0,2.0,6.0,0.0,3,1.0,16,104,3,1,13,24,,NaN,2,0
37574,19.0,1.0,2.0,7.0,1.0,2,1.0,21,104,NaN,1,16,24,,NaN,20,NaN
37575,14.0,0.0,4.0,1.0,0.0,1,0.0,25,0,0,0,0,0,0.0,0,0,0
37576,70.0,1.0,4.0,7.0,0.0,1,1.0,21,1,0,1,23,0,0.0,NaN,0,0
37577,27.5,0.0,2.0,1.0,1.0,1,1.0,0,208,4,1,15,2,,NaN,30,18
37578,13.0,1.0,4.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37579,42.5,1.0,1.0,1.0,1.0,1,1.0,14,208,NaN,1,15,0,,NaN,30,15
37580,12.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37581,18.0,0.0,2.0,1.0,0.0,2,0.0,16,0,0,0,0,0,0.0,NaN,0,0
37582,18.0,0.0,4.0,1.0,0.0,2,1.0,0,6,2,1,17,0,,NaN,30,17
37583,57.5,1.0,1.0,2.0,1.0,1,1.0,14,72,2,0,0,0,,NaN,0,23
37584,42.5,1.0,3.0,1.0,0.0,2,1.0,21,104,2,1,18,0,0.0,NaN,0,0
37585,20.0,0.0,2.0,2.0,0.0,2,1.0,19,4,1,0,0,0,0.0,NaN,0,0
37586,24.5,0.0,3.0,1.0,0.0,3,1.0,15,5,0,0,0,0,0.0,NaN,0,0
37587,20.0,0.0,2.0,2.0,1.0,3,0.0,0,0,0,1,18,104,0.0,NaN,0,0
37588,22.5,1.0,1.0,1.0,0.0,2,1.0,0,156,3,1,18,0,,NaN,0,18
37589,57.5,1.0,1.0,1.0,0.0,1,1.0,16,365,2,1,20,60,,NaN,30,18
37590,21.0,0.0,1.0,1.0,1.0,1,1.0,0,5,0,1,16,0,,NaN,30,17
37591,14.0,0.0,4.0,1.0,0.0,3,1.0,21,31,0,1,12,156,,NaN,0,0
37592,24.5,1.0,2.0,7.0,0.0,2,1.0,18,52,10,1,22,0,,NaN,30,22
37593,22.5,0.0,4.0,7.0,0.0,1,1.0,21,48,6,1,20,0,,NaN,0,0
37594,21.0,0.0,1.0,1.0,0.0,2,0.0,14,0,0,0,0,0,0.0,NaN,0,0
37595,19.0,1.0,2.0,7.0,1.0,2,1.0,0,10,3,1,17,48,,NaN,20,0
37596,24.5,0.0,2.0,1.0,0.0,2,1.0,21,2,0,0,0,0,,NaN,0,0
37597,32.5,0.0,2.0,1.0,0.0,2,0.0,0,0,0,0,0,0,,NaN,30,21
37598,42.5,0.0,4.0,2.0,0.0,2,1.0,17,24,3,1,22,0,,NaN,0,0
37599,17.0,0.0,3.0,1.0,0.0,2,1.0,0,9,3,0,0,0,0.0,0,0,0
37600,18.0,0.0,4.0,1.0,0.0,2,1.0,21,6,0,1,16,0,0.0,NaN,0,0
37601,15.0,0.0,2.0,7.0,0.0,1,1.0,26,0,0,1,14,25,0.0,75,0,0
37602,24.5,0.0,1.0,2.0,1.0,2,1.0,0,108,2,0,0,0,,NaN,0,0
37603,42.5,0.0,3.0,5.0,0.0,2,1.0,17,2,0,0,0,0,,NaN,0,0
37604,24.5,0.0,3.0,6.0,0.0,2,1.0,21,208,2,1,16,0,0.0,NaN,0,0
37605,16.0,1.0,3.0,1.0,0.0,3,1.0,13,60,10,1,14,20,0.0,0,0,0
37606,19.0,1.0,1.0,2.0,1.0,2,1.0,30,0,0,1,14,208,0.0,NaN,0,0
37607,27.5,0.0,2.0,1.0,0.0,3,0.0,0,0,0,1,20,0,,NaN,0,0
37608,42.5,0.0,3.0,1.0,0.0,2,1.0,14,104,1,0,0,0,0.0,NaN,0,0
37609,17.0,1.0,1.0,1.0,1.0,1,1.0,16,NaN,NaN,0,0,0,0.0,0,0,0
37610,13.0,0.0,1.0,2.0,1.0,2,1.0,0,5,2,1,10,0,,NaN,10,0
37611,57.5,1.0,4.0,1.0,0.0,1,1.0,0,260,3,1,21,0,,NaN,30,20
37612,22.5,0.0,1.0,1.0,0.0,1,1.0,0,52,6,1,17,240,,NaN,30,17
37613,70.0,1.0,3.0,1.0,0.0,2,1.0,0,208,1,0,0,0,,NaN,0,17
37614,13.0,1.0,1.0,6.0,1.0,1,1.0,14,0,0,0,0,0,,NaN,0,0
37615,16.0,1.0,2.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
37616,13.0,1.0,4.0,5.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
37617,70.0,0.0,2.0,1.0,0.0,2,1.0,14,10,0,1,25,0,,NaN,0,0
37618,42.5,1.0,2.0,7.0,0.0,2,1.0,15,300,10,0,0,0,,NaN,30,16
37619,17.0,1.0,4.0,1.0,0.0,3,1.0,0,7,0,1,15,13,,NaN,0,0
37620,24.5,0.0,4.0,1.0,0.0,2,1.0,19,5,0,1,15,0,,NaN,0,0
37621,32.5,0.0,3.0,1.0,0.0,1,1.0,16,3,1,1,16,0,,NaN,0,28
37622,57.5,1.0,2.0,1.0,0.0,1,1.0,18,12,2,1,18,0,,NaN,0,0
37623,15.0,1.0,2.0,1.0,0.0,1,1.0,0,5,6,0,0,0,,NaN,1,0
37624,70.0,0.0,1.0,1.0,0.0,1,0.0,16,0,0,0,0,0,,NaN,0,0
37625,17.0,0.0,1.0,7.0,1.0,3,0.0,0,0,0,0,0,0,0.0,25,0,0
37626,22.5,1.0,2.0,1.0,0.0,2,1.0,18,312,6,1,13,144,,NaN,1,0
37627,70.0,0.0,3.0,2.0,0.0,2,1.0,14,0,0,1,30,0,0.0,NaN,0,0
37628,42.5,1.0,4.0,1.0,0.0,1,1.0,0,0,0,0,0,0,,NaN,0,0
37629,13.0,0.0,2.0,1.0,0.0,2,0.0,6,0,0,0,0,0,0.0,0,0,0
37630,12.0,0.0,2.0,1.0,0.0,1,1.0,22,2,0,0,0,0,0.0,0,0,0
37631,16.0,1.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
37632,70.0,1.0,2.0,1.0,0.0,1,1.0,18,24,2,0,0,0,,NaN,0,15
37633,16.0,0.0,2.0,2.0,1.0,2,0.0,16,0,0,0,0,0,0.0,0,0,0
37634,17.0,0.0,1.0,1.0,0.0,3,1.0,15,10,2,0,0,0,0.0,25,0,0
37635,17.0,1.0,2.0,6.0,0.0,2,1.0,14,1,1,0,0,0,0.0,0,0,0
37636,42.5,1.0,4.0,2.0,0.0,3,1.0,21,0,0,0,0,0,0.0,NaN,0,0
37637,19.0,0.0,1.0,1.0,0.0,1,1.0,14,52,6,0,0,0,,NaN,1,0
37638,14.0,0.0,4.0,2.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
37639,42.5,0.0,4.0,5.0,0.0,2,1.0,16,48,2,0,0,0,,NaN,0,20
37640,20.0,1.0,2.0,1.0,0.0,2,1.0,12,156,4,1,15,48,,NaN,0,0
37641,70.0,1.0,2.0,1.0,0.0,2,0.0,20,0,0,0,0,0,,NaN,0,0
37642,13.0,0.0,4.0,1.0,0.0,2,0.0,13,0,0,0,0,0,0.0,0,0,0
37643,57.5,0.0,4.0,1.0,0.0,2,1.0,21,104,2,0,0,0,0.0,NaN,0,0
37644,42.5,0.0,1.0,7.0,1.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
37645,27.5,0.0,3.0,6.0,0.0,2,1.0,17,15,2,1,19,0,,NaN,0,0
37646,22.5,1.0,4.0,1.0,0.0,1,1.0,0,48,4,1,18,5,,NaN,10,0
37647,12.0,0.0,2.0,2.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
37648,21.0,1.0,1.0,1.0,0.0,1,1.0,20,60,3,1,18,15,,NaN,15,19
37649,27.5,1.0,3.0,1.0,0.0,2,1.0,0,104,3,1,18,0,,NaN,0,0
37650,13.0,1.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37651,21.0,1.0,3.0,1.0,1.0,2,1.0,12,24,5,1,16,0,,NaN,0,18
37652,42.5,1.0,4.0,1.0,0.0,3,1.0,0,5,0,1,17,0,,NaN,0,16
37653,32.5,0.0,2.0,2.0,1.0,1,0.0,0,0,0,1,15,0,0.0,NaN,0,0
37654,70.0,1.0,3.0,1.0,0.0,1,1.0,0,3,2,1,18,0,,NaN,0,16
37655,32.5,0.0,1.0,1.0,1.0,1,1.0,14,12,1,1,16,0,,NaN,30,16
37656,15.0,1.0,2.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,25,0,0
37657,22.5,0.0,4.0,2.0,0.0,2,1.0,17,12,2,0,0,0,0.0,NaN,0,0
37658,42.5,0.0,4.0,2.0,1.0,2,1.0,13,24,1,1,20,0,,NaN,0,0
37659,24.5,1.0,2.0,7.0,1.0,2,1.0,17,0,0,0,0,0,0.0,NaN,0,0
37660,18.0,0.0,1.0,5.0,0.0,1,1.0,0,9,2,0,0,0,0.0,NaN,0,0
37661,42.5,1.0,4.0,1.0,0.0,2,1.0,22,364,2,1,16,0,,NaN,0,0
37662,19.0,1.0,2.0,7.0,0.0,2,1.0,0,Not sure,0,1,13,Not sure,,NaN,Not sure,0
37663,22.5,1.0,4.0,1.0,0.0,3,1.0,0,24,0,1,16,104,,NaN,30,17
37664,57.5,1.0,2.0,1.0,0.0,2,1.0,15,260,NaN,1,16,0,,NaN,30,26
37665,70.0,0.0,2.0,1.0,0.0,2,1.0,10,25,1,0,0,0,,NaN,0,19
37666,15.0,1.0,4.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
37667,15.0,1.0,1.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37668,13.0,1.0,2.0,1.0,1.0,2,0.0,19,0,0,0,0,0,0.0,0,0,0
37669,18.0,1.0,3.0,1.0,0.0,1,1.0,16,0,0,0,0,0,0.0,NaN,0,0
37670,24.5,1.0,3.0,1.0,0.0,2,1.0,18,0,0,0,0,0,,NaN,0,18
37671,70.0,0.0,2.0,1.0,0.0,2,1.0,16,1,0,0,0,0,0.0,NaN,0,0
37672,42.5,0.0,2.0,1.0,0.0,3,1.0,18,120,2,1,20,0,,NaN,15,0
37673,12.0,1.0,4.0,1.0,0.0,2,0.0,14,0,0,0,0,0,0.0,0,0,0
37674,32.5,0.0,3.0,1.0,0.0,2,1.0,20,3,0,0,0,0,0.0,NaN,0,0
37675,42.5,0.0,4.0,1.0,0.0,1,1.0,12,60,2,0,0,0,0.0,NaN,0,0
37676,14.0,1.0,2.0,7.0,0.0,3,0.0,12,0,0,0,0,0,0.0,0,0,0
37677,22.5,0.0,1.0,1.0,1.0,2,1.0,0,12,6,1,20,0,,NaN,0,0
37678,42.5,0.0,2.0,2.0,1.0,3,1.0,21,104,2,0,0,0,0.0,NaN,0,0
37679,20.0,0.0,1.0,7.0,0.0,2,1.0,17,96,4,0,0,0,0.0,NaN,0,0
37680,24.5,0.0,2.0,1.0,0.0,1,1.0,0,36,1,1,19,0,,NaN,0,21
37681,12.0,1.0,4.0,1.0,0.0,3,0.0,16,0,0,0,0,0,0.0,0,0,0
37682,22.5,0.0,4.0,1.0,0.0,2,1.0,16,104,3,1,16,12,,NaN,0,0
37683,13.0,1.0,1.0,1.0,1.0,1,0.0,21,0,0,0,0,0,0.0,0,0,0
37684,27.5,0.0,1.0,1.0,1.0,1,1.0,17,50,0,1,15,0,,NaN,0,15
37685,22.5,0.0,3.0,2.0,0.0,1,1.0,0,48,1,0,0,0,0.0,NaN,0,0
37686,17.0,0.0,4.0,1.0,0.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
37687,21.0,0.0,1.0,1.0,0.0,1,1.0,15,104,6,1,19,364,0.0,NaN,0,0
37688,70.0,0.0,4.0,1.0,0.0,1,1.0,13,0,0,0,0,0,,NaN,0,17
37689,70.0,1.0,2.0,1.0,0.0,1,1.0,21,104,1,0,0,0,,NaN,0,16
37690,15.0,0.0,1.0,7.0,1.0,3,0.0,12,0,0,0,0,0,0.0,0,0,0
37691,18.0,0.0,1.0,2.0,0.0,1,0.0,15,0,0,0,0,0,0.0,NaN,0,0
37692,14.0,0.0,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
37693,57.5,1.0,2.0,1.0,0.0,2,1.0,0,156,4,1,15,0,,NaN,0,17
37694,22.5,1.0,2.0,1.0,1.0,2,1.0,16,12,0,0,0,0,0.0,NaN,0,0
37695,20.0,1.0,4.0,1.0,1.0,1,0.0,0,0,0,0,0,0,,NaN,0,0
37696,22.5,0.0,3.0,2.0,1.0,1,1.0,14,48,1,0,0,0,0.0,NaN,0,0
37697,42.5,0.0,2.0,7.0,0.0,2,1.0,19,Not sure,5,0,0,0,,NaN,0,34
37698,70.0,0.0,2.0,1.0,0.0,2,1.0,0,0,0,0,0,0,,NaN,0,22
37699,17.0,0.0,4.0,5.0,0.0,1,1.0,0,1,0,1,17,2,0.0,0,0,0
37700,18.0,1.0,4.0,1.0,1.0,1,1.0,0,NaN,NaN,0,0,0,0.0,NaN,0,0
37701,12.0,1.0,3.0,7.0,0.0,1,0.0,23,0,0,0,0,0,0.0,0,0,0
37702,15.0,0.0,4.0,1.0,0.0,3,1.0,14,5,1,1,15,6,0.0,0,0,0
37703,17.0,1.0,3.0,5.0,0.0,2,1.0,18,1,NaN,0,0,0,0.0,0,0,0
37704,24.5,1.0,3.0,1.0,0.0,2,1.0,25,72,2,0,0,0,,NaN,0,0
37705,27.5,1.0,4.0,1.0,0.0,2,1.0,20,156,10,0,0,0,,NaN,0,0
37706,21.0,0.0,3.0,1.0,1.0,3,1.0,0,180,5,1,15,364,,NaN,30,15
37707,42.5,0.0,1.0,7.0,1.0,3,1.0,15,52,0,0,0,0,0.0,NaN,0,0
37708,18.0,0.0,3.0,1.0,0.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
37709,57.5,0.0,3.0,7.0,1.0,2,1.0,21,3,NaN,0,0,0,0.0,NaN,0,0
37710,32.5,0.0,2.0,1.0,0.0,2,1.0,4,260,2,1,12,3,,NaN,0,0
37711,57.5,1.0,2.0,1.0,0.0,1,1.0,0,1,1,0,0,0,,NaN,30,16
37712,22.5,0.0,2.0,1.0,0.0,1,1.0,19,12,0,1,15,0,,NaN,0,0
37713,16.0,1.0,2.0,7.0,0.0,1,1.0,15,52,1,0,0,0,,NaN,0,0
37714,22.5,0.0,2.0,1.0,0.0,1,1.0,0,60,3,0,0,0,,NaN,0,0
37715,22.5,1.0,2.0,1.0,0.0,1,1.0,16,NaN,NaN,0,0,0,,NaN,30,20
37716,42.5,1.0,2.0,5.0,0.0,3,0.0,16,0,0,0,0,0,,NaN,0,16
37717,14.0,0.0,2.0,7.0,1.0,2,0.0,21,0,0,0,0,0,0.0,0,0,0
37718,27.5,0.0,2.0,2.0,1.0,2,1.0,16,0,0,0,0,0,0.0,NaN,0,0
37719,42.5,1.0,4.0,7.0,0.0,1,1.0,16,312,3,1,13,104,,NaN,0,0
37720,70.0,0.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0,,NaN,0,0
37721,24.5,1.0,3.0,1.0,0.0,1,1.0,15,208,3,1,23,3,,NaN,4,0
37722,57.5,0.0,4.0,1.0,0.0,2,1.0,0,156,2,1,18,0,,NaN,0,24
37723,18.0,1.0,2.0,7.0,1.0,1,1.0,0,24,0,1,10,0,0.0,NaN,0,0
37724,22.5,1.0,1.0,1.0,0.0,2,1.0,15,156,6,1,14,312,,NaN,30,16
37725,24.5,0.0,2.0,1.0,0.0,2,1.0,0,24,1,1,19,0,,NaN,0,0
37726,13.0,0.0,3.0,1.0,0.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
37727,57.5,0.0,4.0,3.0,0.0,1,0.0,0,0,0,0,0,0,,NaN,0,0
37728,22.5,0.0,1.0,2.0,0.0,1,1.0,18,84,3,1,19,24,,NaN,0,0
37729,19.0,1.0,1.0,1.0,0.0,1,1.0,18,52,5,0,0,0,,NaN,0,0
37730,20.0,0.0,2.0,1.0,1.0,3,1.0,NaN,52,2,1,16,0,,NaN,0,18
37731,20.0,1.0,2.0,1.0,1.0,2,0.0,17,0,0,0,0,0,,NaN,0,0
37732,16.0,1.0,2.0,1.0,1.0,3,0.0,0,0,0,0,0,0,,NaN,0,0
37733,42.5,0.0,4.0,7.0,0.0,3,1.0,15,24,1,1,20,0,0.0,NaN,0,0
37734,22.5,1.0,4.0,1.0,0.0,3,0.0,20,0,0,0,0,0,0.0,NaN,0,0
37735,19.0,1.0,1.0,2.0,0.0,1,1.0,18,12,1,1,17,12,0.0,NaN,0,0
37736,22.5,0.0,2.0,1.0,0.0,1,1.0,0,72,6,1,19,12,,NaN,5,21
37737,18.0,0.0,2.0,1.0,0.0,1,1.0,21,104,5,1,18,1,0.0,NaN,0,0
37738,18.0,1.0,1.0,7.0,0.0,1,0.0,16,0,0,0,0,0,0.0,NaN,0,0
37739,14.0,1.0,1.0,7.0,1.0,1,0.0,15,0,0,0,0,0,0.0,25,0,0
37740,17.0,0.0,4.0,1.0,0.0,2,1.0,16,1,0,1,17,1,0.0,0,0,0
37741,42.5,1.0,4.0,1.0,0.0,2,1.0,18,104,2,0,0,0,,NaN,0,0
37742,57.5,0.0,4.0,1.0,0.0,1,1.0,15,10,1,1,26,0,0.0,NaN,0,0
37743,12.0,1.0,3.0,1.0,1.0,1,0.0,19,0,0,0,0,0,0.0,25,0,0
37744,19.0,1.0,1.0,1.0,0.0,1,1.0,0,52,3,1,16,52,,NaN,0,0
37745,17.0,1.0,2.0,1.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
37746,57.5,0.0,4.0,1.0,0.0,2,1.0,18,60,2,1,15,0,,NaN,0,16
37747,20.0,1.0,3.0,1.0,0.0,2,1.0,22,15,10,1,16,0,0.0,NaN,0,0
37748,42.5,1.0,4.0,1.0,1.0,2,1.0,18,0,0,0,0,0,,NaN,0,0
37749,19.0,1.0,3.0,2.0,0.0,2,0.0,0,0,0,0,0,0,0.0,NaN,0,0
37750,14.0,1.0,1.0,1.0,0.0,2,0.0,21,0,0,0,0,0,0.0,0,0,0
37751,18.0,1.0,2.0,1.0,0.0,2,0.0,16,0,0,0,0,0,0.0,NaN,0,0
37752,19.0,1.0,1.0,6.0,1.0,2,1.0,0,0,0,1,14,240,,NaN,30,17
37753,70.0,1.0,4.0,1.0,0.0,1,1.0,16,0,0,0,0,0,,NaN,0,0
37754,18.0,0.0,1.0,6.0,0.0,3,1.0,14,7,3,1,16,10,,NaN,0,0
37755,27.5,0.0,4.0,1.0,0.0,1,1.0,19,104,1,1,15,2,,NaN,0,0
37756,70.0,0.0,4.0,1.0,0.0,3,1.0,17,355,1,0,0,0,,NaN,0,0
37757,70.0,1.0,3.0,1.0,0.0,3,1.0,14,7,0,0,0,0,0.0,NaN,0,0
37758,12.0,1.0,2.0,2.0,1.0,3,0.0,18,0,0,0,0,0,0.0,0,0,0
37759,42.5,1.0,2.0,2.0,0.0,3,1.0,13,300,1,1,17,208,,NaN,3,21
37760,42.5,0.0,4.0,1.0,0.0,2,1.0,0,5,2,1,17,0,,NaN,0,0
37761,19.0,0.0,2.0,1.0,1.0,2,0.0,0,0,0,0,0,0,,NaN,0,0
37762,20.0,0.0,1.0,1.0,0.0,2,0.0,0,0,0,0,0,0,,NaN,0,0
37763,18.0,1.0,3.0,7.0,1.0,1,1.0,14,52,9,1,9,0,,NaN,10,16
37764,22.5,1.0,1.0,5.0,0.0,1,1.0,21,104,2,1,16,0,,NaN,30,20
37765,22.5,0.0,2.0,7.0,1.0,1,1.0,0,120,4,1,12,0,,NaN,30,13
37766,27.5,1.0,1.0,6.0,0.0,1,1.0,0,180,5,1,26,1,,NaN,6,0
