,Ages,Gender,Income,Race,Government,County,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days
35093,42.5,1.0,4.0,1.0,0.0,3,0.0,17,0,0,0,0,0
35094,24.5,1.0,2.0,2.0,1.0,1,1.0,0,36,1,0,0,0
35095,42.5,1.0,2.0,1.0,1.0,2,1.0,16,72,4,1,14,0
35096,14.0,0.0,2.0,7.0,0.0,3,0.0,12,0,0,0,0,0
35097,42.5,0.0,3.0,1.0,0.0,3,0.0,15,0,0,0,0,0
35098,14.0,1.0,4.0,1.0,0.0,1,0.0,18,0,0,0,0,0
35099,57.5,0.0,3.0,1.0,0.0,1,1.0,13,144,1,0,0,0
35100,20.0,1.0,4.0,1.0,0.0,2,1.0,12,12,0,1,13,0
35101,42.5,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0
35102,18.0,1.0,2.0,6.0,0.0,2,1.0,14,1,1,1,15,0
35103,14.0,0.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35104,27.5,1.0,1.0,7.0,0.0,3,1.0,14,120,0,1,20,0
35105,13.0,0.0,2.0,7.0,0.0,1,1.0,17,21,NaN,0,0,0
35106,18.0,0.0,2.0,1.0,0.0,1,1.0,16,3,NaN,0,0,0
35107,17.0,0.0,2.0,3.0,1.0,1,0.0,18,0,0,1,15,36
35108,42.5,0.0,2.0,1.0,1.0,2,1.0,16,5,3,1,16,1
35109,27.5,0.0,3.0,7.0,0.0,3,1.0,15,252,NaN,1,21,0
35110,15.0,1.0,2.0,1.0,0.0,2,0.0,18,0,0,0,0,0
35111,16.0,1.0,4.0,1.0,0.0,1,1.0,21,60,9,1,13,312
35112,70.0,1.0,4.0,1.0,0.0,1,1.0,16,36,1,1,22,0
35113,32.5,1.0,2.0,3.0,0.0,1,1.0,16,52,1,1,15,0
35114,17.0,1.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0
35115,42.5,0.0,1.0,1.0,1.0,1,1.0,16,36,0,0,0,0
35116,42.5,1.0,4.0,5.0,0.0,2,1.0,18,36,1,1,18,0
35117,18.0,1.0,1.0,1.0,1.0,1,0.0,0,0,0,0,0,0
35118,57.5,1.0,4.0,1.0,0.0,1,1.0,0,12,0,0,0,0
35119,42.5,0.0,4.0,1.0,0.0,1,1.0,0,36,3,0,0,0
35120,32.5,1.0,2.0,5.0,0.0,1,0.0,17,0,0,0,0,0
35121,27.5,0.0,2.0,7.0,1.0,2,1.0,18,10,0,1,18,0
35122,42.5,1.0,2.0,1.0,0.0,3,1.0,21,0,0,0,0,0
35123,24.5,1.0,2.0,1.0,0.0,1,1.0,16,156,5,1,16,5
35124,32.5,0.0,2.0,1.0,0.0,1,1.0,25,100,3,1,21,0
35125,18.0,0.0,4.0,6.0,0.0,2,1.0,0,48,2,1,15,24
35126,42.5,1.0,2.0,1.0,0.0,3,1.0,16,364,10,1,17,0
35127,14.0,0.0,4.0,1.0,0.0,2,0.0,16,0,0,0,0,0
35128,21.0,1.0,2.0,2.0,0.0,1,1.0,21,4,0,1,16,0
35129,24.5,1.0,1.0,7.0,0.0,1,1.0,26,72,6,1,18,104
35130,42.5,0.0,4.0,1.0,0.0,3,1.0,0,156,3,1,18,0
35131,14.0,0.0,1.0,6.0,1.0,2,1.0,22,338,1,0,0,0
35132,21.0,0.0,1.0,7.0,0.0,1,1.0,0,24,NaN,0,0,0
35133,57.5,1.0,3.0,2.0,0.0,1,1.0,18,52,0,0,0,0
35134,32.5,1.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0,0
35135,32.5,0.0,2.0,7.0,1.0,2,1.0,13,52,2,1,13,0
35136,70.0,1.0,4.0,5.0,0.0,3,1.0,13,1,0,0,0,0
35137,42.5,1.0,2.0,7.0,0.0,2,1.0,0,12,8,0,0,0
35138,24.5,0.0,4.0,1.0,0.0,1,1.0,16,120,1,1,17,0
35139,42.5,0.0,2.0,1.0,0.0,1,1.0,15,208,2,1,18,52
35140,57.5,1.0,4.0,6.0,0.0,1,1.0,21,312,5,1,17,0
35141,20.0,1.0,2.0,1.0,0.0,2,1.0,8,25,3,1,16,0
35142,57.5,1.0,2.0,1.0,1.0,2,1.0,0,Not sure,3,1,18,0
35143,18.0,1.0,2.0,1.0,1.0,1,0.0,21,0,0,0,0,0
35144,12.0,1.0,1.0,1.0,1.0,1,0.0,20,0,0,0,0,0
35145,57.5,1.0,2.0,1.0,0.0,1,1.0,12,Not sure,Not sure,0,0,0
35146,16.0,1.0,2.0,1.0,1.0,3,1.0,0,1,NaN,1,14,342
35147,22.5,0.0,2.0,1.0,0.0,1,1.0,17,72,NaN,0,0,0
35148,20.0,1.0,2.0,7.0,1.0,3,1.0,18,0,0,1,15,0
35149,70.0,0.0,2.0,1.0,0.0,3,0.0,13,0,0,0,0,0
35150,20.0,0.0,2.0,1.0,0.0,1,0.0,20,0,0,1,15,0
35151,32.5,0.0,3.0,1.0,0.0,3,1.0,0,9,2,1,18,0
35152,22.5,1.0,4.0,1.0,0.0,3,1.0,16,2,0,0,0,0
35153,21.0,1.0,1.0,1.0,0.0,2,1.0,17,156,2,1,19,7
35154,13.0,0.0,4.0,1.0,0.0,2,0.0,15,0,0,0,0,0
35155,42.5,0.0,1.0,1.0,1.0,1,1.0,16,208,4,0,0,0
35156,14.0,1.0,1.0,7.0,0.0,2,0.0,NaN,0,0,0,0,0
35157,21.0,1.0,1.0,1.0,0.0,1,0.0,18,0,0,0,0,0
35158,13.0,1.0,4.0,1.0,0.0,2,0.0,20,0,0,0,0,0
35159,14.0,0.0,1.0,2.0,0.0,1,0.0,16,0,0,1,14,2
35160,42.5,0.0,3.0,1.0,1.0,1,1.0,12,312,2,0,0,0
35161,42.5,0.0,4.0,1.0,0.0,2,1.0,17,0,0,0,0,0
35162,27.5,1.0,3.0,1.0,0.0,1,1.0,24,0,0,0,0,0
35163,27.5,0.0,1.0,1.0,1.0,1,1.0,18,0,0,1,15,0
35164,18.0,0.0,2.0,1.0,1.0,3,1.0,21,0,0,0,0,0
35165,15.0,0.0,2.0,1.0,0.0,3,0.0,15,0,0,0,0,0
35166,24.5,0.0,1.0,1.0,0.0,1,1.0,0,48,2,1,22,0
35167,22.5,0.0,2.0,1.0,0.0,2,1.0,0,12,3,1,15,156
35168,42.5,1.0,2.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35169,16.0,0.0,1.0,4.0,0.0,1,1.0,21,NaN,2,0,0,0
35170,21.0,0.0,2.0,2.0,1.0,2,0.0,0,0,0,0,0,0
35171,22.5,0.0,4.0,1.0,0.0,2,1.0,18,156,4,1,17,3
35172,12.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0
35173,20.0,0.0,2.0,7.0,0.0,1,0.0,16,0,0,0,0,0
35174,12.0,0.0,1.0,7.0,1.0,1,0.0,41,0,0,0,0,0
35175,24.5,1.0,2.0,2.0,1.0,1,1.0,18,0,0,0,0,0
35176,42.5,0.0,4.0,1.0,0.0,2,1.0,15,30,0,1,20,0
35177,22.5,1.0,1.0,1.0,0.0,3,1.0,16,156,3,0,0,0
35178,22.5,1.0,1.0,1.0,0.0,1,1.0,14,15,1,0,0,0
35179,24.5,0.0,1.0,1.0,0.0,1,1.0,19,104,2,1,12,52
35180,42.5,0.0,4.0,1.0,0.0,2,1.0,21,12,5,0,0,0
35181,32.5,0.0,2.0,1.0,0.0,1,1.0,0,24,2,1,17,0
35182,12.0,0.0,3.0,1.0,0.0,2,0.0,17,0,0,0,0,0
35183,20.0,0.0,1.0,1.0,0.0,1,1.0,13,156,6,1,15,24
35184,14.0,1.0,1.0,2.0,1.0,2,0.0,0,0,0,1,14,72
35185,42.5,1.0,4.0,1.0,0.0,2,1.0,17,60,2,0,0,0
35186,32.5,1.0,4.0,1.0,0.0,2,1.0,16,156,2,0,0,0
35187,27.5,1.0,2.0,1.0,0.0,2,1.0,0,0,0,0,0,0
35188,57.5,1.0,4.0,1.0,0.0,2,1.0,25,4,0,0,0,0
35189,21.0,0.0,3.0,2.0,1.0,3,1.0,21,156,2,0,0,0
35190,16.0,0.0,3.0,7.0,0.0,3,1.0,16,45,1,1,12,60
35191,42.5,1.0,1.0,3.0,1.0,1,1.0,0,0,0,1,14,0
35192,13.0,0.0,1.0,1.0,0.0,1,1.0,24,1,0,0,0,0
35193,15.0,0.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35194,57.5,1.0,4.0,1.0,0.0,3,1.0,17,156,4,1,17,0
35195,27.5,0.0,1.0,1.0,0.0,2,1.0,19,104,1,1,18,0
35196,16.0,0.0,3.0,1.0,0.0,1,0.0,17,0,0,0,0,0
35197,21.0,0.0,2.0,7.0,0.0,3,1.0,14,20,0,1,17,0
35198,42.5,1.0,3.0,5.0,0.0,2,1.0,17,104,1,0,0,0
35199,24.5,1.0,2.0,1.0,0.0,3,1.0,0,156,3,1,22,0
35200,70.0,0.0,2.0,1.0,0.0,3,1.0,0,3,0,0,0,0
35201,21.0,0.0,2.0,2.0,1.0,1,0.0,0,0,0,0,0,0
35202,70.0,1.0,4.0,1.0,0.0,2,1.0,0,0,0,0,0,0
35203,15.0,0.0,4.0,1.0,0.0,1,0.0,13,0,0,0,0,0
35204,42.5,0.0,4.0,5.0,0.0,2,1.0,16,12,1,0,0,0
35205,18.0,1.0,3.0,1.0,0.0,1,0.0,16,0,0,0,0,0
35206,19.0,0.0,2.0,1.0,0.0,3,1.0,53,5,3,1,17,0
35207,15.0,0.0,4.0,5.0,0.0,2,0.0,0,0,0,0,0,0
35208,42.5,1.0,4.0,1.0,0.0,2,1.0,0,36,0,1,22,0
35209,13.0,0.0,4.0,1.0,0.0,3,0.0,15,0,0,0,0,0
35210,42.5,0.0,4.0,1.0,0.0,2,1.0,13,6,2,0,0,0
35211,17.0,1.0,3.0,7.0,0.0,2,0.0,NaN,0,0,0,0,0
35212,42.5,0.0,4.0,5.0,0.0,1,0.0,17,0,0,0,0,0
35213,18.0,0.0,1.0,1.0,0.0,3,1.0,16,3,0,1,18,2
35214,32.5,0.0,2.0,2.0,1.0,3,1.0,0,12,2,1,22,0
35215,14.0,1.0,1.0,1.0,1.0,1,0.0,21,0,0,0,0,0
35216,14.0,0.0,3.0,1.0,0.0,1,0.0,16,0,0,0,0,0
35217,42.5,1.0,3.0,4.0,0.0,1,0.0,17,0,0,0,0,0
35218,20.0,0.0,2.0,1.0,0.0,2,1.0,14,240,1,1,15,52
35219,16.0,0.0,2.0,1.0,0.0,1,1.0,18,4,1,0,0,0
35220,22.5,1.0,2.0,1.0,0.0,1,1.0,24,52,2,0,0,0
35221,20.0,0.0,2.0,1.0,0.0,3,1.0,13,3,0,1,15,144
35222,14.0,0.0,1.0,1.0,1.0,1,0.0,20,0,0,0,0,0
35223,57.5,0.0,3.0,1.0,0.0,2,1.0,12,1,1,1,16,0
35224,13.0,1.0,2.0,1.0,1.0,2,1.0,13,0,0,0,0,0
35225,57.5,1.0,4.0,1.0,0.0,2,1.0,21,156,1,1,20,0
35226,42.5,1.0,4.0,1.0,0.0,1,1.0,19,156,2,0,0,0
35227,57.5,0.0,1.0,1.0,1.0,2,1.0,18,0,0,1,17,0
35228,70.0,1.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0
35229,22.5,1.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0,0
35230,13.0,1.0,4.0,1.0,0.0,2,0.0,15,0,0,0,0,0
35231,42.5,1.0,4.0,2.0,0.0,3,1.0,14,120,7,0,0,0
35232,42.5,1.0,1.0,6.0,1.0,1,1.0,0,0,0,1,15,0
35233,57.5,1.0,4.0,1.0,0.0,2,1.0,0,208,1,1,15,0
35234,24.5,0.0,2.0,1.0,0.0,1,1.0,13,50,1,1,19,0
35235,42.5,1.0,2.0,7.0,0.0,2,0.0,13,0,0,0,0,0
35236,42.5,1.0,4.0,1.0,0.0,2,1.0,0,208,1,1,17,0
35237,18.0,0.0,2.0,7.0,0.0,1,1.0,17,48,2,1,14,13
35238,32.5,1.0,2.0,2.0,1.0,1,0.0,15,0,0,1,16,0
35239,13.0,1.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35240,24.5,1.0,3.0,1.0,0.0,1,1.0,14,104,6,1,19,0
35241,22.5,1.0,2.0,1.0,0.0,1,1.0,15,156,6,0,0,0
35242,57.5,0.0,3.0,1.0,0.0,2,1.0,18,4,0,0,0,0
35243,27.5,0.0,2.0,1.0,0.0,3,1.0,21,48,6,1,18,0
35244,32.5,1.0,1.0,6.0,1.0,2,1.0,20,312,5,1,18,20
35245,57.5,1.0,1.0,1.0,0.0,1,1.0,14,12,0,1,16,364
35246,22.5,0.0,1.0,2.0,1.0,2,1.0,15,1,0,1,18,0
35247,22.5,0.0,1.0,5.0,0.0,1,1.0,15,10,0,0,0,0
35248,22.5,0.0,2.0,2.0,0.0,1,1.0,0,52,2,0,0,0
35249,42.5,1.0,2.0,7.0,0.0,1,1.0,29,104,12,0,0,0
35250,42.5,1.0,4.0,1.0,0.0,2,1.0,17,312,1,0,0,0
35251,24.5,1.0,2.0,1.0,0.0,1,1.0,18,120,4,0,0,0
35252,22.5,0.0,2.0,1.0,0.0,2,1.0,18,10,0,0,0,0
35253,18.0,1.0,2.0,1.0,0.0,2,1.0,16,0,0,1,14,27
35254,70.0,0.0,2.0,1.0,0.0,1,0.0,16,0,0,0,0,0
35255,22.5,1.0,1.0,1.0,0.0,1,1.0,0,180,2,1,19,72
35256,24.5,1.0,3.0,1.0,0.0,3,1.0,0,24,0,1,16,0
35257,42.5,1.0,4.0,1.0,0.0,1,1.0,14,15,0,0,0,0
35258,42.5,1.0,2.0,1.0,0.0,2,0.0,13,0,0,0,0,0
35259,27.5,1.0,2.0,1.0,0.0,3,1.0,14,156,8,1,13,48
35260,27.5,0.0,3.0,7.0,0.0,3,1.0,21,144,0,1,12,0
35261,14.0,1.0,2.0,1.0,0.0,1,0.0,15,0,0,0,0,0
35262,42.5,1.0,4.0,1.0,0.0,1,1.0,20,208,1,0,0,0
35263,27.5,1.0,1.0,3.0,1.0,1,1.0,0,104,2,1,14,52
35264,15.0,0.0,4.0,1.0,1.0,3,0.0,19,0,0,0,0,0
35265,16.0,0.0,2.0,1.0,0.0,3,1.0,16,52,30,1,14,0
35266,42.5,1.0,1.0,1.0,1.0,3,0.0,18,0,0,0,0,0
35267,70.0,0.0,1.0,1.0,0.0,1,1.0,16,104,1,0,0,0
35268,42.5,1.0,3.0,1.0,0.0,3,1.0,15,24,2,0,0,0
35269,16.0,0.0,2.0,2.0,0.0,2,0.0,0,0,0,0,0,0
35270,22.5,1.0,2.0,5.0,0.0,2,1.0,0,84,1,1,20,24
35271,18.0,1.0,3.0,1.0,0.0,3,1.0,20,60,4,0,0,0
35272,18.0,0.0,1.0,7.0,1.0,2,1.0,0,48,3,1,13,100
35273,16.0,1.0,2.0,1.0,1.0,2,1.0,21,0,0,1,13,260
35274,42.5,1.0,4.0,1.0,0.0,1,1.0,18,104,3,1,13,8
35275,22.5,0.0,1.0,1.0,0.0,2,1.0,0,104,5,1,17,0
35276,13.0,0.0,4.0,1.0,0.0,2,0.0,18,0,0,0,0,0
35277,57.5,1.0,4.0,1.0,0.0,1,1.0,13,24,2,1,21,0
35278,57.5,1.0,2.0,1.0,0.0,2,1.0,0,0,0,1,20,0
35279,57.5,1.0,1.0,2.0,1.0,1,1.0,16,36,NaN,0,0,0
35280,22.5,1.0,2.0,1.0,1.0,2,1.0,14,168,1,1,14,2
35281,21.0,0.0,1.0,1.0,0.0,1,1.0,0,156,5,1,17,260
35282,19.0,1.0,4.0,7.0,0.0,2,1.0,22,20,0,1,15,0
35283,42.5,1.0,4.0,1.0,0.0,1,1.0,19,52,NaN,1,17,338
35284,13.0,0.0,3.0,1.0,0.0,1,0.0,15,0,0,0,0,0
35285,22.5,1.0,4.0,1.0,0.0,1,1.0,15,208,6,1,17,20
35286,57.5,0.0,4.0,1.0,0.0,1,1.0,13,312,2,1,18,0
35287,70.0,1.0,1.0,7.0,1.0,2,0.0,18,0,0,1,15,0
35288,16.0,1.0,1.0,7.0,0.0,2,1.0,17,180,6,1,12,312
35289,27.5,0.0,2.0,2.0,1.0,2,1.0,15,0,0,0,0,0
35290,32.5,1.0,4.0,1.0,0.0,2,1.0,0,104,1,1,13,260
35291,19.0,1.0,3.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35292,18.0,1.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0
35293,42.5,1.0,3.0,1.0,0.0,3,1.0,0,5,2,0,0,0
35294,15.0,0.0,1.0,1.0,1.0,2,1.0,16,0,0,1,11,0
35295,12.0,0.0,2.0,1.0,1.0,2,0.0,0,0,0,0,0,0
35296,18.0,1.0,1.0,1.0,1.0,2,0.0,17,0,0,1,12,48
35297,12.0,0.0,1.0,1.0,0.0,1,0.0,14,0,0,0,0,0
35298,70.0,0.0,3.0,1.0,0.0,2,1.0,13,156,1,0,0,0
35299,42.5,0.0,4.0,1.0,0.0,3,1.0,19,156,1,1,18,0
35300,27.5,0.0,4.0,5.0,0.0,1,1.0,0,3,0,0,0,0
35301,57.5,0.0,4.0,1.0,0.0,1,0.0,14,0,0,1,17,0
35302,21.0,0.0,1.0,1.0,1.0,2,0.0,0,0,0,0,0,0
35303,27.5,1.0,3.0,2.0,1.0,2,1.0,14,20,0,0,0,0
35304,15.0,0.0,2.0,5.0,0.0,1,0.0,20,0,0,0,0,0
35305,70.0,0.0,4.0,1.0,0.0,1,1.0,13,2,2,1,35,0
35306,42.5,1.0,2.0,1.0,0.0,2,1.0,0,120,6,1,21,0
35307,42.5,1.0,4.0,1.0,0.0,3,1.0,0,120,2,1,16,1
35308,18.0,1.0,2.0,1.0,1.0,2,1.0,0,2,NaN,0,0,0
35309,70.0,0.0,2.0,2.0,0.0,3,0.0,23,0,0,0,0,0
35310,42.5,0.0,2.0,1.0,0.0,1,1.0,22,36,3,1,18,0
35311,57.5,0.0,4.0,1.0,0.0,3,1.0,16,52,0,0,0,0
35312,57.5,1.0,4.0,1.0,0.0,2,1.0,16,0,0,1,21,0
35313,17.0,0.0,1.0,7.0,1.0,2,0.0,0,0,0,0,0,0
35314,21.0,0.0,1.0,1.0,0.0,1,1.0,0,52,5,1,15,1
35315,27.5,0.0,4.0,1.0,0.0,1,1.0,10,104,3,1,15,3
35316,21.0,1.0,1.0,6.0,0.0,1,1.0,0,156,4,1,16,24
35317,24.5,0.0,1.0,2.0,0.0,3,1.0,0,15,0,0,0,0
35318,20.0,0.0,3.0,1.0,0.0,1,1.0,26,104,32,0,0,0
35319,42.5,1.0,3.0,2.0,0.0,1,1.0,14,104,2,1,20,0
35320,42.5,0.0,4.0,1.0,0.0,1,1.0,15,312,3,1,16,24
35321,27.5,0.0,4.0,1.0,0.0,2,1.0,19,156,1,0,0,0
35322,22.5,0.0,1.0,2.0,1.0,2,1.0,15,0,0,0,0,0
35323,21.0,0.0,1.0,7.0,1.0,1,1.0,0,0,0,0,0,0
35324,27.5,0.0,2.0,1.0,0.0,1,1.0,16,156,3,1,18,0
35325,42.5,0.0,4.0,1.0,0.0,2,1.0,0,24,3,1,24,0
35326,21.0,0.0,1.0,1.0,0.0,1,1.0,16,52,3,0,0,0
35327,17.0,1.0,1.0,1.0,1.0,2,0.0,NaN,0,0,0,0,0
35328,13.0,0.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0
35329,15.0,0.0,1.0,6.0,1.0,2,1.0,17,1,0,1,13,52
35330,42.5,0.0,2.0,6.0,0.0,3,1.0,0,30,1,1,17,20
35331,21.0,1.0,1.0,2.0,1.0,3,1.0,0,1,1,0,0,0
35332,42.5,1.0,4.0,5.0,0.0,3,1.0,0,6,1,0,0,0
35333,70.0,1.0,4.0,1.0,0.0,1,1.0,17,312,1,0,0,0
35334,20.0,0.0,1.0,1.0,0.0,1,1.0,18,4,1,0,0,0
35335,32.5,1.0,2.0,2.0,1.0,2,1.0,0,312,4,1,25,0
35336,42.5,1.0,1.0,1.0,1.0,2,1.0,0,104,3,1,16,0
35337,70.0,1.0,3.0,1.0,0.0,3,1.0,21,0,0,1,21,0
35338,27.5,0.0,4.0,1.0,0.0,1,1.0,15,3,0,0,0,0
35339,57.5,1.0,2.0,5.0,1.0,2,0.0,0,0,0,0,0,0
35340,32.5,0.0,4.0,1.0,0.0,1,1.0,18,5,1,1,15,365
35341,19.0,0.0,1.0,2.0,0.0,3,0.0,0,0,0,0,0,0
35342,27.5,0.0,3.0,5.0,0.0,1,1.0,14,24,2,0,0,0
35343,22.5,1.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0
35344,42.5,0.0,2.0,7.0,0.0,1,1.0,0,0,0,0,0,0
35345,13.0,0.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0
35346,70.0,0.0,1.0,1.0,0.0,1,1.0,18,0,0,0,0,0
35347,19.0,0.0,2.0,1.0,0.0,2,1.0,12,1,0,0,0,0
35348,42.5,1.0,3.0,1.0,0.0,3,1.0,21,72,8,1,17,0
35349,19.0,0.0,1.0,5.0,0.0,3,1.0,0,0,0,0,0,0
35350,57.5,0.0,2.0,1.0,0.0,2,1.0,0,144,1,1,16,0
35351,32.5,0.0,1.0,3.0,1.0,3,0.0,0,0,0,0,0,0
35352,27.5,0.0,1.0,7.0,1.0,1,0.0,15,0,0,0,0,0
35353,14.0,0.0,3.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35354,70.0,0.0,4.0,1.0,0.0,1,1.0,18,60,1,0,0,0
35355,18.0,1.0,1.0,1.0,0.0,2,1.0,17,4,10,1,16,208
35356,22.5,0.0,1.0,1.0,1.0,3,1.0,0,52,0,0,0,0
35357,22.5,1.0,4.0,2.0,0.0,1,1.0,22,208,3,1,16,48
35358,32.5,0.0,2.0,7.0,1.0,1,0.0,13,0,0,0,0,0
35359,18.0,0.0,2.0,1.0,0.0,1,1.0,0,104,60,1,16,5
35360,12.0,0.0,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0
35361,22.5,1.0,2.0,1.0,0.0,1,1.0,19,156,7,1,18,0
35362,42.5,0.0,4.0,1.0,0.0,2,1.0,19,12,4,1,17,0
35363,42.5,0.0,4.0,1.0,0.0,2,1.0,13,5,3,0,0,0
35364,24.5,1.0,4.0,1.0,0.0,2,1.0,13,72,2,1,20,0
35365,42.5,0.0,2.0,1.0,1.0,1,1.0,0,0,0,0,0,0
35366,42.5,1.0,4.0,1.0,0.0,3,1.0,0,12,2,0,0,0
35367,70.0,1.0,2.0,7.0,0.0,1,1.0,14,52,1,0,0,0
35368,42.5,0.0,3.0,5.0,0.0,3,0.0,16,0,0,0,0,0
35369,20.0,0.0,1.0,2.0,0.0,2,1.0,0,36,10,1,18,0
35370,32.5,1.0,2.0,1.0,0.0,3,1.0,0,156,3,1,18,0
35371,57.5,0.0,1.0,3.0,1.0,1,0.0,12,0,0,0,0,0
35372,32.5,1.0,2.0,2.0,1.0,2,1.0,21,5,0,0,0,0
35373,17.0,0.0,4.0,5.0,0.0,1,1.0,0,3,1,1,15,2
35374,19.0,0.0,1.0,2.0,0.0,1,1.0,16,21,2,1,17,4
35375,20.0,0.0,4.0,7.0,0.0,1,1.0,15,52,3,1,16,0
35376,14.0,1.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0
35377,12.0,1.0,2.0,1.0,0.0,1,0.0,14,0,0,0,0,0
35378,24.5,0.0,4.0,1.0,0.0,1,1.0,17,3,1,1,14,364
35379,24.5,0.0,3.0,1.0,0.0,1,1.0,12,60,1,0,0,0
35380,42.5,0.0,2.0,2.0,1.0,3,1.0,17,0,0,0,0,0
35381,20.0,0.0,4.0,1.0,0.0,2,1.0,0,2,0,0,0,0
35382,15.0,0.0,1.0,6.0,1.0,1,1.0,0,24,1,0,0,0
35383,22.5,1.0,1.0,7.0,1.0,1,1.0,16,52,3,1,10,52
35384,70.0,0.0,4.0,1.0,0.0,2,1.0,18,300,2,1,25,0
35385,24.5,1.0,1.0,5.0,0.0,2,0.0,15,0,0,0,0,0
35386,42.5,1.0,2.0,1.0,0.0,1,1.0,21,312,4,0,0,0
35387,70.0,0.0,2.0,1.0,1.0,1,1.0,16,0,0,0,0,0
35388,21.0,0.0,1.0,2.0,0.0,3,1.0,0,20,2,1,20,0
35389,32.5,1.0,3.0,1.0,0.0,3,1.0,0,208,1,1,18,0
35390,42.5,1.0,4.0,2.0,0.0,1,1.0,0,5,0,0,0,0
35391,32.5,1.0,2.0,1.0,1.0,1,0.0,14,0,0,0,0,0
35392,18.0,1.0,1.0,7.0,0.0,1,1.0,0,240,0,0,0,0
35393,27.5,0.0,2.0,1.0,0.0,2,1.0,0,104,3,0,0,0
35394,13.0,1.0,2.0,1.0,1.0,1,0.0,0,0,0,0,0,0
35395,20.0,0.0,2.0,1.0,0.0,3,0.0,15,0,0,0,0,0
35396,27.5,0.0,2.0,1.0,1.0,1,1.0,20,24,2,0,0,0
35397,42.5,0.0,4.0,1.0,0.0,2,1.0,0,104,1,1,17,0
35398,24.5,0.0,1.0,1.0,1.0,2,1.0,15,6,2,1,11,72
35399,42.5,1.0,4.0,1.0,0.0,2,1.0,17,156,1,1,21,0
35400,32.5,0.0,2.0,1.0,0.0,1,1.0,14,12,4,1,17,1
35401,16.0,1.0,2.0,1.0,1.0,1,0.0,0,0,0,0,0,0
35402,32.5,0.0,1.0,7.0,1.0,2,1.0,15,104,NaN,1,20,0
35403,57.5,1.0,3.0,1.0,0.0,1,1.0,19,0,0,1,16,0
35404,14.0,0.0,2.0,1.0,0.0,2,0.0,0,0,0,0,0,0
35405,22.5,0.0,1.0,1.0,0.0,1,1.0,16,104,3,1,21,2
35406,70.0,1.0,4.0,1.0,0.0,1,1.0,15,60,1,0,0,0
35407,32.5,0.0,4.0,1.0,1.0,1,1.0,17,0,0,0,0,0
35408,42.5,1.0,4.0,1.0,0.0,2,1.0,15,300,4,1,14,104
35409,16.0,1.0,1.0,7.0,1.0,1,0.0,0,0,0,0,0,0
35410,20.0,0.0,1.0,1.0,0.0,1,1.0,14,108,4,1,16,260
35411,24.5,0.0,3.0,1.0,0.0,1,1.0,15,36,1,0,0,0
35412,32.5,0.0,3.0,1.0,0.0,1,1.0,21,36,2,0,0,0
35413,42.5,0.0,4.0,1.0,0.0,1,1.0,18,5,0,0,0,0
35414,18.0,1.0,2.0,6.0,0.0,3,1.0,16,1,0,0,0,0
35415,70.0,1.0,2.0,1.0,0.0,1,1.0,17,312,1,1,26,0
35416,12.0,0.0,2.0,1.0,1.0,2,0.0,0,0,0,0,0,0
35417,18.0,1.0,4.0,1.0,0.0,3,1.0,22,216,5,1,15,350
35418,24.5,0.0,3.0,1.0,0.0,2,1.0,16,12,3,0,0,0
35419,27.5,1.0,1.0,7.0,0.0,2,0.0,14,0,0,0,0,0
35420,32.5,1.0,2.0,1.0,0.0,2,1.0,13,52,0,1,18,0
35421,19.0,1.0,1.0,7.0,1.0,1,0.0,18,0,0,0,0,0
35422,16.0,1.0,1.0,7.0,1.0,2,0.0,14,0,0,0,0,0
35423,42.5,0.0,3.0,1.0,0.0,2,1.0,13,5,0,1,15,0
35424,42.5,0.0,2.0,1.0,1.0,1,0.0,20,0,0,0,0,0
35425,18.0,1.0,4.0,6.0,1.0,1,1.0,18,48,8,1,13,208
35426,24.5,1.0,1.0,1.0,0.0,1,1.0,15,208,4,1,15,312
35427,16.0,0.0,2.0,7.0,0.0,1,0.0,0,0,0,0,0,0
35428,42.5,1.0,4.0,1.0,0.0,2,1.0,21,156,5,1,17,0
35429,57.5,1.0,1.0,1.0,1.0,2,1.0,21,10,0,1,16,364
35430,13.0,1.0,2.0,7.0,0.0,3,0.0,21,0,0,0,0,0
