,Ages,Gender,Income,Race,Government,County,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days
10846,16.0,0.0,2.0,1.0,1.0,1,0.0,18,0,0,0,0,0
10847,70.0,0.0,3.0,1.0,0.0,2,1.0,0,260,1,0,0,0
10848,19.0,0.0,3.0,5.0,0.0,1,0.0,16,0,0,0,0,0
10849,24.5,1.0,4.0,1.0,1.0,1,1.0,25,36,1,1,21,0
10850,70.0,0.0,2.0,5.0,0.0,3,0.0,17,0,0,0,0,0
10851,13.0,0.0,4.0,1.0,0.0,2,0.0,16,0,0,0,0,0
10852,21.0,1.0,2.0,7.0,1.0,1,1.0,15,10,1,0,0,0
10853,32.5,0.0,1.0,2.0,1.0,1,1.0,21,3,0,1,17,0
10854,27.5,1.0,1.0,1.0,1.0,1,1.0,24,30,10,1,11,364
10855,32.5,1.0,3.0,7.0,0.0,2,1.0,17,120,0,1,16,0
10856,42.5,1.0,2.0,1.0,0.0,2,1.0,11,52,3,1,18,0
10857,22.5,1.0,3.0,7.0,0.0,1,1.0,20,208,36,1,14,0
10858,70.0,0.0,2.0,1.0,0.0,2,1.0,0,300,2,0,0,0
10859,14.0,1.0,1.0,2.0,1.0,2,0.0,0,0,0,0,0,0
10860,57.5,1.0,1.0,1.0,0.0,1,0.0,11,0,0,1,19,0
10861,18.0,1.0,2.0,2.0,1.0,3,0.0,0,0,0,0,0,0
10862,27.5,0.0,1.0,1.0,1.0,1,1.0,0,52,6,1,16,0
10863,57.5,1.0,4.0,1.0,0.0,2,1.0,0,260,2,1,16,0
10864,42.5,0.0,4.0,7.0,1.0,3,1.0,14,12,1,0,0,0
10865,70.0,1.0,4.0,1.0,0.0,1,1.0,0,24,0,0,0,0
10866,20.0,0.0,1.0,1.0,1.0,1,1.0,0,5,3,1,16,0
10867,15.0,1.0,2.0,1.0,1.0,1,1.0,13,104,4,1,13,180
10868,24.5,1.0,2.0,6.0,0.0,1,1.0,21,0,0,1,18,0
10869,21.0,1.0,1.0,6.0,0.0,2,1.0,20,60,4,1,10,120
10870,15.0,0.0,2.0,1.0,0.0,2,1.0,21,1,4,0,0,0
10871,24.5,1.0,2.0,7.0,0.0,3,1.0,40,208,8,1,13,312
10872,42.5,0.0,3.0,1.0,0.0,1,1.0,17,30,1,1,18,0
10873,15.0,0.0,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0
10874,16.0,0.0,4.0,1.0,0.0,2,1.0,0,NaN,NaN,0,0,0
10875,57.5,0.0,4.0,5.0,0.0,1,1.0,18,72,1,0,0,0
10876,22.5,1.0,3.0,7.0,0.0,3,1.0,21,156,2,0,0,0
10877,27.5,0.0,4.0,1.0,0.0,2,1.0,16,48,1,1,17,0
10878,32.5,1.0,2.0,5.0,1.0,1,1.0,13,356,4,0,0,0
10879,70.0,1.0,3.0,1.0,1.0,1,1.0,20,300,2,0,0,0
10880,42.5,1.0,2.0,7.0,0.0,3,0.0,0,0,0,0,0,0
10881,70.0,0.0,3.0,1.0,0.0,1,1.0,18,360,2,0,0,0
10882,32.5,1.0,3.0,1.0,0.0,2,1.0,0,120,1,0,0,0
10883,57.5,1.0,4.0,5.0,0.0,2,1.0,0,24,1,0,0,0
10884,15.0,0.0,4.0,7.0,0.0,2,1.0,16,60,3,0,0,0
10885,20.0,0.0,1.0,1.0,0.0,3,1.0,18,72,3,1,18,36
10886,15.0,0.0,2.0,1.0,1.0,1,1.0,13,0,0,1,Not sure,NaN
10887,42.5,1.0,4.0,1.0,0.0,2,1.0,16,4,0,1,15,0
10888,27.5,0.0,3.0,1.0,0.0,1,1.0,0,3,0,0,0,0
10889,15.0,0.0,2.0,2.0,0.0,2,0.0,0,0,0,0,0,0
10890,16.0,1.0,1.0,7.0,1.0,3,0.0,15,0,0,0,0,0
10891,22.5,0.0,2.0,1.0,0.0,3,1.0,17,260,3,1,18,4
10892,27.5,1.0,4.0,1.0,0.0,2,1.0,16,48,1,0,0,0
10893,22.5,1.0,1.0,3.0,1.0,2,1.0,20,52,3,1,12,Not sure
10894,70.0,1.0,4.0,1.0,0.0,2,1.0,14,156,1,0,0,0
10895,42.5,1.0,4.0,7.0,0.0,2,1.0,13,4,0,0,0,0
10896,42.5,0.0,2.0,1.0,0.0,1,1.0,0,24,0,0,0,0
10897,17.0,0.0,2.0,1.0,0.0,3,1.0,22,0,0,0,0,0
10898,57.5,0.0,4.0,1.0,0.0,1,1.0,16,208,3,1,18,0
10899,21.0,0.0,1.0,2.0,0.0,3,0.0,25,0,0,0,0,0
10900,70.0,1.0,4.0,1.0,0.0,1,1.0,17,240,3,0,0,0
10901,42.5,0.0,4.0,1.0,0.0,3,1.0,19,0,0,1,17,0
10902,27.5,1.0,1.0,1.0,1.0,2,0.0,21,0,0,0,0,0
10903,20.0,1.0,2.0,1.0,1.0,2,1.0,0,104,0,1,16,2
10904,19.0,1.0,4.0,1.0,0.0,2,1.0,16,48,0,1,14,365
10905,57.5,1.0,2.0,1.0,0.0,2,1.0,0,0,0,1,33,0
10906,22.5,1.0,3.0,7.0,1.0,3,1.0,14,52,1,1,21,52
10907,42.5,1.0,2.0,5.0,0.0,1,0.0,0,0,0,1,44,0
10908,70.0,0.0,4.0,1.0,0.0,2,1.0,18,260,2,0,0,0
10909,70.0,0.0,2.0,1.0,0.0,1,1.0,18,312,1,1,28,0
10910,24.5,1.0,3.0,2.0,1.0,3,1.0,18,144,5,1,19,52
10911,22.5,1.0,2.0,7.0,0.0,2,1.0,15,0,0,1,16,0
10912,12.0,1.0,3.0,1.0,0.0,1,0.0,12,0,0,0,0,0
10913,18.0,0.0,2.0,7.0,1.0,2,0.0,0,0,0,0,0,0
10914,24.5,1.0,4.0,1.0,0.0,1,1.0,19,208,1,1,18,2
10915,20.0,1.0,1.0,1.0,0.0,2,1.0,17,104,6,1,14,312
10916,18.0,1.0,1.0,5.0,0.0,2,1.0,19,32,5,1,17,10
10917,16.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0
10918,18.0,1.0,4.0,7.0,0.0,2,0.0,18,0,0,0,0,0
10919,32.5,0.0,1.0,1.0,1.0,2,1.0,14,0,0,0,0,0
10920,14.0,0.0,4.0,7.0,0.0,1,0.0,14,0,0,0,0,0
10921,32.5,1.0,3.0,7.0,1.0,2,1.0,18,104,NaN,1,16,365
10922,17.0,1.0,3.0,1.0,0.0,1,1.0,0,3,3,0,0,0
10923,12.0,0.0,4.0,1.0,0.0,1,0.0,15,0,0,0,0,0
10924,24.5,1.0,2.0,1.0,0.0,2,1.0,12,15,0,0,0,0
10925,20.0,0.0,1.0,5.0,0.0,1,0.0,16,0,0,0,0,0
10926,70.0,1.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0
10927,42.5,0.0,2.0,1.0,1.0,2,1.0,40,2,0,1,12,3
10928,32.5,1.0,4.0,1.0,0.0,2,1.0,20,260,15,1,16,0
10929,57.5,0.0,4.0,2.0,0.0,2,1.0,0,72,2,1,12,0
10930,42.5,1.0,3.0,1.0,0.0,1,1.0,0,72,2,0,0,0
10931,24.5,1.0,3.0,1.0,0.0,3,1.0,15,0,0,1,17,364
10932,17.0,0.0,1.0,6.0,1.0,1,1.0,0,15,8,1,16,0
10933,32.5,1.0,1.0,2.0,0.0,1,1.0,21,180,1,0,0,0
10934,42.5,1.0,2.0,1.0,0.0,1,1.0,15,3,0,0,0,0
10935,19.0,1.0,3.0,7.0,0.0,2,1.0,14,0,0,1,12,364
10936,57.5,1.0,4.0,5.0,0.0,1,1.0,20,12,0,1,18,0
10937,42.5,1.0,4.0,1.0,0.0,3,1.0,10,208,2,1,22,0
10938,22.5,0.0,4.0,7.0,0.0,3,0.0,17,0,0,0,0,0
10939,24.5,0.0,3.0,1.0,0.0,2,1.0,0,104,2,1,22,0
10940,27.5,1.0,4.0,1.0,0.0,1,1.0,0,0,0,0,0,0
10941,20.0,0.0,4.0,2.0,0.0,1,1.0,30,12,1,1,20,6
10942,14.0,1.0,1.0,2.0,1.0,1,0.0,18,0,0,0,0,0
10943,27.5,0.0,1.0,2.0,1.0,1,1.0,15,104,2,1,18,24
10944,27.5,1.0,1.0,1.0,1.0,3,1.0,19,104,4,0,0,0
10945,57.5,0.0,4.0,1.0,0.0,3,1.0,0,84,3,1,20,0
10946,70.0,0.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0
10947,42.5,0.0,3.0,1.0,0.0,2,1.0,18,12,1,1,18,0
10948,42.5,0.0,2.0,1.0,0.0,3,1.0,13,156,2,1,15,3
10949,13.0,1.0,2.0,2.0,0.0,1,0.0,0,0,0,0,0,0
10950,22.5,0.0,1.0,1.0,0.0,2,1.0,20,20,0,1,16,0
10951,57.5,0.0,2.0,1.0,1.0,1,1.0,15,65,0,1,11,36
10952,15.0,0.0,4.0,2.0,1.0,1,0.0,21,0,0,0,0,0
10953,70.0,1.0,4.0,1.0,0.0,3,0.0,0,0,0,0,0,0
10954,42.5,0.0,4.0,1.0,0.0,1,1.0,0,120,1,0,0,0
10955,22.5,1.0,2.0,1.0,0.0,1,1.0,13,120,5,1,21,208
10956,32.5,0.0,1.0,1.0,0.0,3,1.0,0,0,0,1,16,0
10957,12.0,0.0,4.0,1.0,0.0,2,0.0,18,0,0,0,0,0
10958,27.5,1.0,2.0,5.0,0.0,2,0.0,26,0,0,0,0,0
10959,42.5,0.0,4.0,1.0,0.0,2,1.0,13,48,4,0,0,0
10960,32.5,0.0,3.0,5.0,0.0,2,0.0,19,0,0,0,0,0
10961,70.0,1.0,2.0,1.0,0.0,1,1.0,16,24,NaN,0,0,0
10962,15.0,0.0,4.0,7.0,1.0,1,1.0,16,0,0,1,11,72
10963,20.0,0.0,1.0,7.0,0.0,2,1.0,14,96,7,1,16,36
10964,17.0,1.0,2.0,7.0,0.0,1,0.0,0,0,0,0,0,0
10965,32.5,0.0,4.0,7.0,0.0,2,1.0,15,6,0,0,0,0
10966,14.0,1.0,1.0,1.0,1.0,2,0.0,19,0,0,0,0,0
10967,32.5,0.0,3.0,5.0,0.0,1,0.0,12,0,0,0,0,0
10968,27.5,0.0,2.0,1.0,0.0,1,1.0,22,104,2,0,0,0
10969,24.5,1.0,4.0,1.0,0.0,1,1.0,14,208,2,1,19,1
10970,22.5,0.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0,0
10971,32.5,0.0,3.0,2.0,0.0,2,1.0,0,84,2,1,16,0
10972,24.5,1.0,4.0,2.0,0.0,3,0.0,0,0,0,0,0,0
10973,42.5,1.0,4.0,1.0,0.0,1,1.0,16,20,3,0,0,0
10974,27.5,1.0,4.0,1.0,0.0,2,1.0,17,90,2,0,0,0
10975,20.0,0.0,1.0,1.0,0.0,1,1.0,0,4,2,0,0,0
10976,20.0,0.0,2.0,4.0,0.0,3,1.0,15,36,0,1,15,0
10977,22.5,1.0,4.0,1.0,0.0,2,1.0,19,208,10,0,0,0
10978,42.5,0.0,4.0,1.0,1.0,1,1.0,18,156,2,1,20,0
10979,57.5,1.0,4.0,1.0,0.0,2,1.0,13,5,0,1,16,0
10980,15.0,0.0,1.0,1.0,1.0,3,0.0,0,0,0,0,0,0
10981,24.5,1.0,4.0,7.0,0.0,1,1.0,26,10,NaN,1,18,0
10982,14.0,1.0,1.0,1.0,1.0,2,0.0,16,0,0,0,0,0
10983,27.5,0.0,1.0,2.0,1.0,1,1.0,18,2,2,0,0,0
10984,16.0,0.0,2.0,6.0,1.0,3,0.0,13,0,0,0,0,0
10985,57.5,1.0,4.0,1.0,0.0,1,1.0,0,208,2,1,18,0
10986,14.0,1.0,1.0,7.0,1.0,3,1.0,14,1,0,0,0,0
10987,42.5,1.0,4.0,1.0,0.0,1,1.0,12,60,2,1,15,0
10988,42.5,1.0,2.0,2.0,0.0,1,1.0,0,260,2,1,15,208
10989,20.0,1.0,3.0,5.0,0.0,1,0.0,25,0,0,0,0,0
10990,22.5,0.0,1.0,6.0,1.0,2,1.0,18,24,1,0,0,0
10991,42.5,0.0,4.0,1.0,1.0,1,1.0,0,4,0,1,19,0
10992,42.5,0.0,4.0,1.0,0.0,3,1.0,16,3,1,0,0,0
10993,22.5,1.0,2.0,5.0,0.0,1,1.0,14,240,2,0,0,0
10994,70.0,1.0,4.0,1.0,0.0,3,1.0,0,0,0,0,0,0
10995,14.0,0.0,4.0,2.0,0.0,1,0.0,0,0,0,0,0,0
10996,13.0,1.0,3.0,1.0,0.0,3,0.0,NaN,0,0,0,0,0
10997,57.5,0.0,1.0,2.0,1.0,1,1.0,NaN,0,0,0,0,0
10998,57.5,1.0,4.0,7.0,0.0,1,1.0,18,0,0,0,0,0
10999,27.5,0.0,2.0,7.0,0.0,3,1.0,14,0,0,0,0,0
11000,42.5,1.0,4.0,1.0,0.0,1,1.0,0,52,1,1,21,0
11001,42.5,0.0,2.0,2.0,1.0,3,1.0,16,48,1,1,18,0
11002,57.5,0.0,2.0,1.0,0.0,3,1.0,21,12,0,0,0,0
11003,21.0,1.0,2.0,1.0,0.0,2,1.0,14,104,1,0,0,0
11004,42.5,1.0,2.0,6.0,0.0,2,1.0,17,5,0,0,0,0
11005,70.0,1.0,4.0,1.0,0.0,3,1.0,15,364,4,0,0,0
11006,12.0,1.0,4.0,1.0,0.0,3,0.0,0,0,0,0,0,0
11007,42.5,0.0,4.0,1.0,0.0,3,1.0,21,4,0,0,0,0
11008,42.5,1.0,3.0,1.0,1.0,2,1.0,16,12,2,1,10,312
11009,57.5,0.0,4.0,6.0,0.0,2,1.0,16,156,1,0,0,0
11010,20.0,1.0,4.0,1.0,0.0,1,1.0,20,240,6,1,12,0
11011,42.5,0.0,1.0,2.0,1.0,3,1.0,19,72,3,1,25,104
11012,14.0,0.0,2.0,7.0,0.0,1,0.0,15,0,0,0,0,0
11013,27.5,1.0,4.0,1.0,0.0,2,1.0,0,2,1,1,21,0
11014,15.0,1.0,2.0,7.0,1.0,1,1.0,0,8,1,1,14,0
11015,12.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0
11016,17.0,1.0,2.0,2.0,1.0,2,1.0,15,0,0,0,0,0
11017,42.5,0.0,3.0,2.0,0.0,3,0.0,17,0,0,1,20,0
11018,42.5,1.0,2.0,1.0,0.0,1,1.0,16,52,4,1,17,0
11019,42.5,1.0,3.0,1.0,0.0,2,1.0,20,156,22,1,15,3
11020,13.0,1.0,4.0,1.0,0.0,2,0.0,16,0,0,0,0,0
11021,16.0,1.0,1.0,7.0,1.0,2,0.0,16,0,0,0,0,0
11022,42.5,1.0,3.0,1.0,0.0,1,1.0,0,12,0,1,15,360
11023,27.5,0.0,1.0,1.0,0.0,3,1.0,16,260,1,0,0,0
11024,24.5,0.0,1.0,2.0,0.0,2,1.0,18,36,3,0,0,0
11025,42.5,1.0,2.0,1.0,1.0,3,1.0,0,156,6,1,16,0
11026,16.0,0.0,3.0,7.0,1.0,1,0.0,21,0,0,0,0,0
11027,15.0,0.0,4.0,7.0,0.0,3,0.0,7,0,0,0,0,0
11028,42.5,1.0,2.0,2.0,0.0,1,1.0,16,10,2,0,0,0
11029,24.5,0.0,1.0,2.0,1.0,1,1.0,0,0,0,0,0,0
11030,22.5,0.0,2.0,1.0,0.0,1,1.0,15,48,1,1,17,60
11031,13.0,1.0,3.0,7.0,0.0,1,0.0,0,0,0,0,0,0
11032,70.0,1.0,1.0,1.0,0.0,3,1.0,0,156,2,0,0,0
11033,12.0,0.0,4.0,5.0,0.0,2,0.0,16,0,0,0,0,0
11034,17.0,1.0,4.0,1.0,0.0,1,1.0,0,72,3,1,14,60
11035,57.5,1.0,3.0,1.0,0.0,2,1.0,13,24,0,1,19,0
11036,57.5,0.0,4.0,1.0,0.0,2,0.0,16,0,0,0,0,0
11037,27.5,0.0,4.0,1.0,0.0,3,1.0,15,5,4,1,16,0
11038,57.5,1.0,4.0,1.0,0.0,1,1.0,16,0,0,1,18,0
11039,15.0,1.0,2.0,6.0,0.0,1,0.0,15,0,0,0,0,0
11040,32.5,1.0,3.0,1.0,0.0,2,1.0,19,6,NaN,1,15,3
11041,16.0,1.0,4.0,1.0,0.0,2,0.0,18,0,0,0,0,0
11042,27.5,0.0,1.0,3.0,1.0,1,1.0,17,156,8,1,15,0
11043,20.0,0.0,2.0,1.0,0.0,2,0.0,17,0,0,0,0,0
11044,42.5,1.0,1.0,7.0,1.0,3,0.0,0,0,0,0,0,0
11045,14.0,1.0,1.0,2.0,1.0,2,0.0,17,0,0,0,0,0
11046,70.0,0.0,3.0,1.0,0.0,3,1.0,8,0,0,1,NaN,NaN
11047,70.0,1.0,1.0,1.0,0.0,1,0.0,17,0,0,0,0,0
11048,42.5,0.0,3.0,1.0,0.0,2,1.0,16,24,1,0,0,0
11049,21.0,0.0,4.0,1.0,0.0,1,0.0,21,0,0,0,0,0
11050,22.5,1.0,4.0,1.0,0.0,2,1.0,0,50,4,0,0,0
11051,22.5,0.0,1.0,2.0,0.0,2,1.0,16,104,2,0,0,0
11052,14.0,0.0,4.0,5.0,0.0,2,0.0,15,0,0,0,0,0
11053,22.5,1.0,2.0,2.0,0.0,1,1.0,18,208,3,0,0,0
11054,70.0,0.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0
11055,57.5,1.0,4.0,1.0,0.0,2,1.0,20,52,3,0,0,0
11056,70.0,0.0,3.0,2.0,1.0,1,1.0,24,0,0,0,0,0
11057,22.5,1.0,2.0,7.0,0.0,1,1.0,15,48,8,1,17,0
11058,70.0,1.0,1.0,1.0,1.0,2,1.0,18,12,0,1,34,0
11059,32.5,1.0,2.0,1.0,0.0,1,0.0,14,0,0,0,0,0
11060,16.0,1.0,2.0,7.0,0.0,3,1.0,12,1,0,1,13,48
11061,42.5,0.0,4.0,1.0,0.0,2,1.0,0,72,2,1,14,24
11062,24.5,0.0,2.0,2.0,1.0,1,1.0,21,72,NaN,1,16,24
11063,42.5,1.0,4.0,1.0,0.0,3,1.0,NaN,10,1,1,19,0
11064,57.5,1.0,4.0,7.0,0.0,1,1.0,21,208,2,1,17,0
11065,42.5,0.0,2.0,1.0,0.0,2,1.0,0,0,0,0,0,0
11066,42.5,1.0,4.0,3.0,0.0,3,1.0,19,5,NaN,1,17,10
11067,42.5,0.0,1.0,1.0,1.0,1,1.0,18,2,0,0,0,0
11068,13.0,0.0,1.0,2.0,1.0,2,0.0,12,0,0,0,0,0
11069,19.0,1.0,2.0,1.0,1.0,2,1.0,15,20,NaN,0,0,0
11070,20.0,1.0,1.0,7.0,1.0,1,1.0,16,120,3,0,0,0
11071,14.0,1.0,4.0,1.0,0.0,3,0.0,14,0,0,0,0,0
11072,57.5,0.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0
11073,42.5,0.0,4.0,1.0,0.0,1,1.0,20,10,1,0,0,0
11074,13.0,1.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0
11075,16.0,1.0,1.0,7.0,1.0,1,1.0,18,0,0,0,0,0
11076,42.5,0.0,1.0,1.0,1.0,2,1.0,18,0,0,1,15,0
11077,19.0,0.0,1.0,1.0,0.0,1,0.0,16,0,0,0,0,0
11078,27.5,1.0,3.0,2.0,1.0,3,1.0,0,10,3,1,17,260
11079,57.5,1.0,1.0,2.0,1.0,1,1.0,27,0,0,1,14,0
11080,13.0,0.0,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0
11081,32.5,0.0,1.0,1.0,1.0,2,1.0,17,36,5,0,0,0
11082,42.5,1.0,1.0,1.0,0.0,1,1.0,15,208,3,1,13,1
11083,42.5,0.0,1.0,7.0,0.0,3,1.0,14,7,0,0,0,0
11084,70.0,0.0,2.0,1.0,0.0,1,1.0,0,72,1,1,25,0
11085,13.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0
11086,32.5,0.0,3.0,1.0,0.0,1,1.0,20,3,0,1,18,0
11087,20.0,0.0,1.0,1.0,0.0,1,1.0,0,24,10,1,14,260
11088,32.5,1.0,2.0,2.0,0.0,2,0.0,16,0,0,0,0,0
11089,17.0,1.0,2.0,2.0,0.0,2,0.0,21,0,0,0,0,0
11090,57.5,0.0,4.0,1.0,0.0,3,1.0,10,0,0,0,0,0
11091,42.5,1.0,4.0,1.0,0.0,3,1.0,0,156,3,1,18,0
11092,32.5,1.0,3.0,1.0,0.0,1,1.0,19,52,1,1,14,0
11093,32.5,1.0,1.0,2.0,1.0,2,1.0,14,24,1,0,0,0
11094,42.5,0.0,4.0,5.0,0.0,2,0.0,0,0,0,0,0,0
11095,22.5,0.0,1.0,5.0,0.0,2,1.0,16,104,3,0,0,0
11096,24.5,0.0,4.0,1.0,0.0,2,1.0,18,104,2,0,0,0
11097,24.5,0.0,3.0,1.0,0.0,2,1.0,0,144,1,0,0,0
11098,57.5,0.0,1.0,1.0,1.0,3,1.0,13,0,0,1,22,0
11099,22.5,1.0,2.0,5.0,0.0,3,0.0,12,0,0,0,0,0
11100,32.5,0.0,1.0,2.0,1.0,1,1.0,0,5,2,1,16,3
11101,70.0,1.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0
11102,17.0,0.0,2.0,6.0,0.0,2,1.0,17,2,0,1,17,1
11103,42.5,1.0,2.0,7.0,0.0,1,1.0,17,96,5,0,0,0
11104,27.5,0.0,2.0,1.0,0.0,1,1.0,0,156,2,1,15,1
11105,70.0,0.0,1.0,1.0,0.0,3,0.0,7,0,0,0,0,0
11106,57.5,0.0,3.0,1.0,0.0,2,1.0,5,0,0,1,40,0
11107,13.0,0.0,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0
11108,42.5,0.0,2.0,1.0,0.0,2,1.0,21,4,0,1,15,0
11109,12.0,0.0,2.0,7.0,0.0,2,0.0,17,0,0,0,0,0
11110,42.5,1.0,4.0,7.0,0.0,2,1.0,13,3,0,0,0,0
11111,12.0,1.0,4.0,1.0,0.0,2,1.0,11,0,0,0,0,0
11112,27.5,0.0,4.0,1.0,0.0,3,1.0,12,36,2,1,14,0
11113,70.0,0.0,1.0,1.0,0.0,2,0.0,14,0,0,0,0,0
11114,19.0,1.0,1.0,1.0,1.0,3,1.0,21,0,0,1,11,52
11115,42.5,0.0,3.0,7.0,0.0,2,0.0,18,0,0,0,0,0
11116,57.5,1.0,1.0,1.0,1.0,2,0.0,16,0,0,0,0,0
11117,22.5,0.0,1.0,7.0,0.0,1,1.0,0,208,NaN,1,13,364
11118,32.5,1.0,3.0,1.0,0.0,2,1.0,13,104,7,1,28,1
11119,21.0,0.0,2.0,7.0,0.0,3,1.0,0,60,5,1,14,0
11120,42.5,0.0,4.0,1.0,1.0,2,1.0,16,36,0,0,0,0
11121,42.5,1.0,4.0,7.0,0.0,2,1.0,0,276,0,0,0,0
11122,42.5,1.0,3.0,1.0,0.0,3,1.0,13,104,3,1,19,0
11123,19.0,0.0,1.0,1.0,0.0,1,1.0,19,144,1,0,0,0
11124,14.0,0.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0
11125,15.0,1.0,2.0,7.0,0.0,3,0.0,8,0,0,0,0,0
11126,70.0,1.0,4.0,1.0,1.0,2,1.0,16,228,8,1,25,2
11127,22.5,0.0,2.0,1.0,1.0,2,1.0,26,120,1,0,0,0
11128,19.0,1.0,2.0,1.0,0.0,3,0.0,21,0,0,0,0,0
11129,21.0,0.0,1.0,7.0,1.0,2,0.0,18,0,0,0,0,0
11130,15.0,1.0,4.0,1.0,0.0,2,0.0,14,0,0,0,0,0
11131,24.5,1.0,2.0,1.0,0.0,3,1.0,0,350,3,0,0,0
11132,42.5,1.0,1.0,1.0,0.0,1,1.0,0,48,1,1,13,0
11133,21.0,0.0,2.0,7.0,0.0,1,1.0,0,1,2,0,0,0
11134,32.5,1.0,4.0,2.0,0.0,1,1.0,18,156,4,1,16,0
11135,42.5,1.0,4.0,1.0,0.0,1,1.0,17,24,2,1,19,0
11136,13.0,1.0,2.0,1.0,1.0,1,0.0,16,0,0,0,0,0
11137,12.0,0.0,3.0,1.0,0.0,2,0.0,0,0,0,0,0,0
11138,24.5,1.0,2.0,7.0,0.0,1,1.0,0,24,NaN,0,0,0
11139,14.0,1.0,3.0,1.0,0.0,1,1.0,14,5,4,1,13,0
11140,13.0,1.0,2.0,1.0,0.0,3,1.0,15,Not sure,1,1,13,13
11141,32.5,0.0,4.0,1.0,0.0,1,1.0,21,3,0,1,18,0
11142,19.0,0.0,1.0,1.0,0.0,3,1.0,0,20,0,0,0,0
11143,24.5,1.0,2.0,1.0,0.0,2,1.0,17,NaN,NaN,1,17,0
11144,12.0,1.0,3.0,1.0,0.0,3,0.0,15,0,0,0,0,0
11145,32.5,1.0,2.0,1.0,1.0,1,1.0,17,NaN,NaN,1,14,240
11146,57.5,1.0,4.0,1.0,0.0,2,1.0,0,260,2,1,20,0
11147,70.0,1.0,3.0,2.0,0.0,2,1.0,12,0,0,1,24,0
11148,42.5,0.0,4.0,1.0,0.0,1,1.0,0,0,0,1,26,0
11149,19.0,1.0,2.0,7.0,1.0,1,1.0,19,0,0,0,0,0
11150,57.5,1.0,2.0,1.0,0.0,1,1.0,20,0,0,1,15,260
11151,24.5,0.0,3.0,1.0,0.0,3,1.0,0,7,0,1,14,0
11152,57.5,0.0,1.0,1.0,1.0,3,1.0,16,52,12,0,0,0
11153,14.0,1.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0
11154,32.5,1.0,2.0,1.0,0.0,3,1.0,17,7,1,1,18,0
11155,24.5,0.0,3.0,2.0,0.0,2,1.0,16,10,1,1,23,2
11156,57.5,1.0,4.0,1.0,0.0,1,1.0,16,0,0,1,22,0
11157,14.0,1.0,3.0,3.0,1.0,3,0.0,17,0,0,0,0,0
11158,42.5,1.0,2.0,7.0,0.0,3,1.0,18,156,3,1,18,0
11159,57.5,1.0,3.0,1.0,0.0,1,1.0,15,208,6,1,17,0
11160,22.5,0.0,4.0,1.0,0.0,1,1.0,0,36,1,1,16,0
11161,17.0,1.0,4.0,1.0,0.0,1,1.0,18,24,0,1,13,220
11162,42.5,1.0,3.0,1.0,0.0,3,1.0,0,144,2,0,0,0
11163,42.5,1.0,4.0,1.0,0.0,2,1.0,21,104,2,0,0,0
11164,24.5,1.0,2.0,1.0,0.0,1,1.0,14,36,2,1,16,0
11165,12.0,0.0,4.0,1.0,0.0,1,0.0,15,0,0,0,0,0
11166,70.0,0.0,1.0,1.0,0.0,1,97.0,0,NaN,NaN,0,0,0
11167,42.5,1.0,4.0,1.0,0.0,1,1.0,15,12,5,0,0,0
11168,19.0,1.0,1.0,7.0,1.0,1,1.0,0,52,1,1,17,12
11169,42.5,1.0,4.0,1.0,0.0,2,1.0,2,208,2,1,15,156
11170,21.0,1.0,1.0,7.0,0.0,3,1.0,16,3,NaN,0,0,0
11171,42.5,1.0,2.0,7.0,0.0,1,1.0,15,0,0,0,0,0
11172,16.0,0.0,4.0,1.0,0.0,3,1.0,10,6,1,0,0,0
11173,42.5,1.0,4.0,5.0,0.0,1,1.0,0,52,2,0,0,0
11174,57.5,1.0,3.0,1.0,0.0,1,0.0,15,0,0,0,0,0
11175,57.5,1.0,4.0,2.0,0.0,2,1.0,20,0,0,1,16,0
11176,32.5,1.0,2.0,1.0,1.0,3,1.0,16,3,0,0,0,0
11177,17.0,0.0,2.0,2.0,1.0,1,0.0,17,0,0,0,0,0
11178,42.5,0.0,4.0,1.0,0.0,3,1.0,0,52,2,0,0,0
11179,14.0,0.0,3.0,1.0,0.0,3,1.0,0,52,0,0,0,0
11180,24.5,1.0,2.0,1.0,0.0,1,1.0,16,36,1,1,13,12
11181,57.5,0.0,4.0,4.0,1.0,2,1.0,0,0,0,1,20,0
11182,42.5,1.0,4.0,1.0,0.0,2,1.0,21,4,0,0,0,0
11183,42.5,0.0,3.0,1.0,0.0,2,1.0,21,0,0,1,17,0
