,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cigs Per Day,Cig Everyday Use Age
43391,14.0,1,4,1,0,1.0,99,1,0,1,0,1,14,2,0,0,1,0,0
43392,32.5,0,1,2,1,1.0,3,1,20,52,NaN,1,16,60,0,0,1,5,19
43393,15.0,0,1,7,1,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
43394,13.0,1,2,2,0,1.0,99,0,19,0,0,0,0,0,0,0,0,0,0
43395,32.5,0,4,1,0,3.0,4,1,16,156,2,1,20,0,1,0,1,0,20
43396,27.5,0,4,1,0,3.0,1,1,3,60,2,1,19,3,0,0,1,0,0
43397,42.5,1,4,7,0,1.0,1,1,17,104,3,1,38,1,0,0,1,0,0
43398,32.5,0,2,7,0,1.0,4,0,15,0,0,0,0,0,0,0,0,0,0
43399,13.0,1,4,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
43400,17.0,1,4,1,0,1.0,99,1,18,5,8,1,16,3,0,0,1,3,0
43401,42.5,0,4,1,0,2.0,1,1,21,0,0,1,15,0,0,0,1,0,0
43402,32.5,0,1,7,1,1.0,3,1,0,24,NaN,1,22,0,0,0,1,30,25
43403,15.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43404,42.5,1,2,1,1,2.0,1,1,0,10,3,1,16,0,0,0,0,0,0
43405,32.5,1,2,1,0,1.0,1,1,17,208,4,1,14,364,0,0,1,0,18
43406,17.0,1,4,2,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
43407,14.0,0,4,1,1,1.0,99,0,19,0,0,0,0,0,0,0,0,0,0
43408,27.5,0,1,7,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0
43409,57.5,0,2,1,0,3.0,4,1,18,260,5,1,21,0,0,0,1,0,17
43410,32.5,0,1,7,1,2.0,4,1,20,0,0,1,12,0,0,0,1,30,13
43411,24.5,1,4,1,0,1.0,1,0,30,0,0,0,0,0,0,0,1,7,16
43412,27.5,1,4,1,0,1.0,1,1,21,120,2,1,16,84,0,0,1,18,0
43413,16.0,1,2,2,1,1.0,99,1,17,3,0,1,15,Not sure,1,2,0,0,0
43414,42.5,0,4,1,0,1.0,1,1,14,4,0,1,19,0,0,0,1,0,19
43415,13.0,1,3,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
43416,57.5,1,2,7,0,3.0,1,1,0,36,2,0,0,0,0,0,1,15,0
43417,15.0,0,4,1,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
43418,13.0,0,4,1,0,2.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43419,42.5,0,1,7,0,1.0,1,1,14,12,2,0,0,0,0,0,1,0,18
43420,42.5,1,2,1,1,1.0,1,1,19,52,4,1,17,0,0,0,1,20,19
43421,14.0,1,1,5,0,1.0,99,0,30,0,0,0,0,0,0,0,0,0,0
43422,42.5,0,3,1,0,2.0,1,1,0,52,NaN,1,16,0,0,0,1,1,15
43423,32.5,1,2,7,1,2.0,3,1,0,12,3,0,0,0,0,0,1,0,0
43424,32.5,1,3,7,0,3.0,1,1,0,52,1,1,19,0,1,0,1,0,0
43425,42.5,1,2,1,0,3.0,1,1,15,208,1,1,18,0,0,0,1,0,0
43426,24.5,0,4,2,1,1.0,3,1,0,48,0,0,0,0,0,0,0,0,0
43427,57.5,1,1,1,1,1.0,4,1,15,364,NaN,1,16,0,0,0,1,30,20
43428,42.5,1,4,1,0,1.0,1,1,17,104,6,1,16,0,0,0,0,0,0
43429,32.5,1,3,1,0,1.0,1,1,0,24,2,1,25,0,0,0,1,0,0
43430,12.0,0,4,1,0,2.0,99,0,18,0,0,0,0,0,0,0,0,0,0
43431,27.5,0,2,1,1,1.0,4,1,0,12,0,1,21,0,0,0,1,2,18
43432,27.5,1,4,1,0,3.0,1,1,16,10,1,0,0,0,0,0,0,0,0
43433,57.5,0,4,6,0,1.0,1,1,15,24,2,1,16,0,0,0,1,30,21
43434,57.5,1,3,2,0,2.0,1,1,21,52,0,1,17,0,0,0,1,0,0
43435,57.5,1,2,7,1,1.0,4,1,0,104,NaN,0,0,0,0,0,0,0,0
43436,19.0,0,2,7,0,1.0,2,1,15,12,0,0,0,0,0,0,0,0,0
43437,16.0,1,1,7,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
43438,19.0,1,4,1,0,1.0,2,1,8,180,20,1,14,312,0,0,1,2,18
43439,18.0,0,1,1,1,1.0,2,1,13,2,1,0,0,0,0,0,1,0,0
43440,57.5,1,3,1,0,2.0,1,0,18,0,0,0,0,0,0,0,0,0,0
43441,19.0,0,4,1,0,1.0,2,1,0,156,6,1,14,104,0,0,1,0,0
43442,57.5,1,1,7,1,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0
43443,14.0,0,4,1,0,3.0,99,1,18,1,0,0,0,0,0,0,0,0,0
43444,12.0,1,3,1,0,1.0,99,0,17,0,0,0,0,0,NaN,NaN,0,0,0
43445,42.5,1,3,1,0,1.0,1,1,0,52,1,0,0,0,0,0,1,0,10
43446,21.0,0,2,1,1,3.0,1,1,16,72,4,1,18,48,0,0,1,0,0
43447,22.5,1,2,1,0,2.0,1,1,0,240,6,0,0,0,0,0,1,30,18
43448,22.5,0,4,1,0,1.0,1,1,0,72,2,1,19,0,0,0,0,0,0
43449,21.0,0,2,1,1,2.0,1,1,21,4,3,1,15,0,0,0,1,1,16
43450,57.5,0,2,1,1,1.0,4,0,0,0,0,1,16,0,0,0,1,7,8
43451,70.0,0,1,7,1,3.0,4,1,12,0,0,0,0,0,0,0,1,20,38
43452,21.0,0,4,1,0,2.0,1,0,16,0,0,0,0,0,0,0,0,0,0
43453,15.0,0,2,7,0,1.0,99,0,10,0,0,0,0,0,0,0,0,0,0
43454,42.5,1,3,7,0,2.0,1,1,0,48,5,0,0,0,0,0,1,0,20
43455,14.0,0,4,3,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43456,70.0,0,4,1,0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,17
43457,57.5,1,4,1,0,3.0,1,1,0,208,1,1,18,0,0,0,1,0,0
43458,12.0,1,2,7,0,1.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43459,12.0,1,3,1,0,3.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43460,14.0,1,1,1,1,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
43461,24.5,0,1,2,1,1.0,3,1,15,60,1,1,18,6,0,0,1,30,19
43462,70.0,0,2,1,0,2.0,1,1,0,24,2,0,0,0,0,0,0,0,0
43463,20.0,0,1,7,1,3.0,2,1,0,60,NaN,1,15,364,0,0,1,0,0
43464,57.5,0,1,6,1,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0
43465,13.0,0,4,1,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
43466,14.0,0,4,7,0,2.0,99,0,14,0,0,0,0,0,0,0,0,0,0
43467,24.5,0,3,1,0,2.0,1,1,15,156,2,0,0,0,0,0,0,0,0
43468,32.5,1,2,1,1,1.0,1,1,17,0,0,0,0,0,0,0,0,0,0
43469,32.5,0,2,1,1,1.0,2,1,18,104,5,1,16,156,1,3,1,30,23
43470,42.5,0,4,1,0,1.0,2,1,9,6,0,1,16,0,0,0,1,0,0
43471,15.0,1,1,6,1,3.0,99,1,0,2,0,0,0,0,0,0,0,0,0
43472,24.5,1,2,2,1,2.0,4,1,20,300,7,1,24,0,0,0,1,17,17
43473,70.0,0,2,5,0,3.0,4,0,21,0,0,0,0,0,0,0,0,0,0
43474,70.0,0,3,7,0,1.0,4,1,21,0,0,0,0,0,0,0,1,0,15
43475,57.5,1,2,1,0,3.0,4,1,19,24,1,1,17,0,1,0,1,0,0
43476,15.0,0,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43477,15.0,0,4,1,1,2.0,99,0,20,0,0,0,0,0,0,0,0,0,0
43478,27.5,1,2,1,0,1.0,2,1,10,52,1,0,0,0,0,0,0,0,0
43479,42.5,0,4,1,0,2.0,1,1,21,24,3,1,16,364,1,10,1,20,17
43480,14.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43481,42.5,0,4,1,0,3.0,2,1,14,104,2,0,0,0,0,0,0,0,0
43482,17.0,1,2,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
43483,24.5,0,2,7,1,2.0,4,1,13,3,0,0,0,0,0,0,1,0,0
43484,24.5,1,3,4,1,1.0,2,1,17,3,1,0,0,0,1,0,0,0,0
43485,17.0,1,2,7,1,2.0,99,0,15,0,0,0,0,0,0,0,0,0,0
43486,12.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43487,13.0,1,4,1,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
43488,20.0,1,1,1,0,1.0,4,0,16,0,0,0,0,0,0,0,1,25,20
43489,42.5,0,3,1,0,3.0,1,1,23,5,1,0,0,0,1,0,0,0,0
43490,19.0,0,2,1,0,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0
43491,22.5,1,1,1,0,2.0,1,1,19,72,2,1,15,0,0,0,1,30,15
43492,32.5,1,2,1,1,2.0,1,1,0,20,5,0,0,0,0,0,1,30,19
43493,42.5,0,4,3,0,3.0,4,1,0,0,0,1,13,0,0,0,1,30,15
43494,22.5,1,2,5,0,2.0,4,1,18,36,8,1,18,Not sure,0,0,1,6,0
43495,32.5,0,2,7,1,2.0,4,1,18,0,0,1,21,0,0,0,1,0,21
43496,15.0,1,3,1,0,1.0,99,1,12,3,0,0,0,0,0,0,1,0,0
43497,57.5,1,4,7,0,3.0,1,1,11,12,NaN,0,0,0,0,0,0,0,0
43498,32.5,1,3,2,0,1.0,1,1,21,60,1,0,0,0,0,0,0,0,0
43499,42.5,0,4,1,0,1.0,1,1,15,24,1,0,0,0,0,0,1,0,0
43500,21.0,1,1,1,0,2.0,4,1,17,52,7,1,18,0,0,0,0,0,0
43501,18.0,0,1,1,1,2.0,4,0,13,0,0,0,0,0,0,0,1,0,0
43502,15.0,1,2,2,0,2.0,99,0,16,0,0,0,0,0,0,0,1,2,0
43503,15.0,0,4,1,0,1.0,99,1,21,5,0,1,14,10,0,0,1,0,0
43504,18.0,0,4,1,0,1.0,2,1,21,0,0,0,0,0,0,0,0,0,0
43505,57.5,1,1,7,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0
43506,16.0,0,3,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
43507,42.5,0,1,2,1,3.0,2,1,3,1,0,1,19,24,0,0,1,30,21
43508,42.5,0,3,7,0,1.0,1,1,18,0,0,0,0,0,0,0,0,0,0
43509,27.5,0,1,7,1,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0
43510,42.5,1,4,7,0,2.0,1,1,0,10,1,0,0,0,0,0,0,0,0
43511,15.0,1,1,2,1,3.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43512,21.0,0,2,2,1,3.0,1,1,21,9,1,0,0,0,0,0,0,0,0
43513,42.5,0,4,1,0,1.0,1,1,18,208,2,1,20,0,1,0,1,0,0
43514,22.5,0,2,2,0,3.0,1,1,11,45,1,0,0,0,0,0,0,0,0
43515,13.0,1,3,1,0,3.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43516,13.0,0,1,2,1,1.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43517,70.0,0,2,1,0,3.0,4,1,0,0,0,0,0,0,0,0,1,0,0
43518,32.5,0,2,1,0,1.0,1,1,21,3,0,1,17,0,0,0,1,0,0
43519,17.0,1,4,1,0,2.0,99,1,0,2,0,0,0,0,1,0,0,0,0
43520,32.5,0,2,1,0,1.0,1,1,21,6,1,0,0,0,0,0,0,0,0
43521,42.5,1,4,1,0,1.0,1,1,19,208,2,1,14,0,1,0,1,1,20
43522,27.5,1,2,7,0,1.0,1,1,16,Not sure,0,1,16,0,0,0,1,0,0
43523,14.0,1,4,1,0,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43524,24.5,1,1,1,0,2.0,1,1,18,208,4,1,19,360,0,0,1,1,0
43525,17.0,1,3,1,0,2.0,99,1,0,35,9,1,17,2,0,0,0,0,0
43526,32.5,0,1,2,1,2.0,1,1,16,5,0,0,0,0,0,0,0,0,0
43527,70.0,1,3,1,0,2.0,2,1,18,0,0,0,0,0,0,0,1,0,19
43528,19.0,0,1,1,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
43529,42.5,1,1,1,1,1.0,1,1,0,48,1,1,15,0,0,0,1,30,15
43530,18.0,1,4,1,0,1.0,1,1,0,208,6,0,0,0,0,0,1,5,0
43531,42.5,1,2,1,0,1.0,1,1,23,60,3,1,16,0,0,0,1,0,18
43532,13.0,1,4,1,1,1.0,99,0,11,0,0,0,0,0,0,0,0,0,0
43533,42.5,1,4,1,0,1.0,1,1,15,7,0,0,0,0,0,0,0,0,0
43534,32.5,0,1,2,1,2.0,4,0,15,0,0,1,20,0,0,0,1,30,18
43535,27.5,0,1,2,1,1.0,1,1,16,180,3,1,14,364,0,0,1,0,15
43536,24.5,1,4,1,1,2.0,3,1,16,12,0,1,17,364,0,0,0,0,0
43537,17.0,1,4,1,0,2.0,99,0,17,0,0,0,0,0,0,0,0,0,0
43538,42.5,1,2,7,0,1.0,1,1,0,1,0,0,0,0,0,0,1,0,20
43539,14.0,0,2,7,0,3.0,99,0,19,0,0,0,0,0,0,0,0,0,0
43540,42.5,1,3,2,0,3.0,1,1,0,104,3,1,12,0,0,0,1,3,0
43541,70.0,1,2,7,0,1.0,4,1,15,52,1,0,0,0,0,0,1,0,0
43542,42.5,0,4,1,0,1.0,1,1,21,24,NaN,0,0,0,0,0,0,0,0
43543,19.0,0,3,6,0,2.0,2,1,0,104,2,1,15,24,1,0,1,1,0
43544,22.5,1,2,2,0,2.0,4,0,0,0,0,0,0,0,0,0,1,6,0
43545,22.5,1,1,2,1,2.0,3,0,15,0,0,0,0,0,0,0,1,10,0
43546,18.0,0,3,1,0,2.0,4,1,0,0,0,1,14,0,0,0,1,0,0
43547,17.0,1,2,7,1,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43548,32.5,0,2,2,0,3.0,1,1,21,10,0,1,16,0,0,0,1,25,22
43549,16.0,0,3,2,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43550,17.0,0,1,7,1,1.0,99,1,15,7,2,1,14,120,0,0,0,0,0
43551,13.0,1,2,7,1,1.0,99,1,0,0,0,0,0,0,0,0,0,0,0
43552,17.0,1,3,1,0,1.0,99,1,15,6,1,1,15,0,0,0,0,0,0
43553,42.5,0,1,2,1,1.0,4,1,21,156,0,1,20,12,0,0,1,23,30
43554,15.0,1,4,5,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43555,57.5,1,3,1,0,1.0,1,1,17,336,2,1,17,0,0,0,1,0,0
43556,20.0,0,4,7,0,3.0,1,1,15,260,NaN,0,0,0,0,0,0,0,0
43557,42.5,0,4,1,0,2.0,4,1,14,24,1,0,0,0,0,0,0,0,0
43558,27.5,1,1,5,0,1.0,1,0,14,0,0,0,0,0,0,0,0,0,0
43559,42.5,1,4,1,0,3.0,1,1,13,36,3,1,13,0,0,0,1,30,16
43560,13.0,0,1,2,1,2.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43561,42.5,1,2,6,0,2.0,1,1,14,72,3,1,16,0,1,0,1,0,17
43562,42.5,0,4,1,0,1.0,2,1,18,52,1,1,18,0,0,0,0,0,0
43563,70.0,0,2,4,0,1.0,4,1,15,36,1,0,0,0,0,0,0,0,0
43564,70.0,1,2,1,0,2.0,2,1,17,0,0,1,21,0,0,0,1,0,16
43565,27.5,0,2,1,1,2.0,2,1,0,216,3,1,16,5,1,0,1,5,16
43566,57.5,0,1,1,1,2.0,4,1,19,0,0,0,0,0,0,0,1,0,20
43567,70.0,1,2,1,0,2.0,4,1,0,156,2,0,0,0,0,0,1,0,20
43568,13.0,0,3,1,0,1.0,99,0,15,0,0,0,0,0,0,0,1,1,0
43569,13.0,0,3,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43570,57.5,1,4,1,0,3.0,1,1,0,312,2,1,22,0,1,0,1,0,0
43571,24.5,0,4,6,0,1.0,1,1,16,312,2,1,18,24,0,0,1,0,0
43572,12.0,0,2,1,0,2.0,99,0,22,0,0,0,0,0,0,0,0,0,0
43573,27.5,1,4,1,0,2.0,1,1,18,48,2,1,14,0,0,0,1,0,0
43574,14.0,1,1,7,1,2.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43575,20.0,0,2,7,1,1.0,1,1,0,108,10,0,0,0,0,0,0,0,0
43576,42.5,1,3,1,0,3.0,1,1,15,24,NaN,1,15,12,0,0,1,30,17
43577,14.0,1,2,7,0,2.0,99,0,14,0,0,0,0,0,0,0,0,0,0
43578,22.5,1,1,2,1,1.0,2,1,21,4,0,1,15,5,1,0,0,0,0
43579,21.0,1,1,7,0,2.0,4,1,17,104,7,1,16,52,0,0,1,7,0
43580,42.5,0,4,1,0,1.0,1,1,17,156,2,1,21,0,0,0,1,0,0
43581,57.5,1,2,7,0,2.0,1,1,16,6,NaN,0,0,0,0,0,1,0,20
43582,42.5,0,4,7,0,3.0,1,1,21,52,1,1,15,0,0,0,1,1,19
43583,20.0,0,1,2,1,2.0,4,1,0,3,1,1,14,260,0,0,1,0,0
43584,42.5,0,2,2,1,1.0,1,1,17,10,2,1,14,30,0,0,1,0,0
43585,42.5,0,3,1,0,2.0,1,1,0,12,NaN,1,16,0,0,0,1,0,0
43586,13.0,0,2,2,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
43587,22.5,1,4,1,0,2.0,1,1,13,156,2,1,17,1,0,0,0,0,0
43588,57.5,0,2,2,1,3.0,4,0,8,0,0,0,0,0,0,0,0,0,0
43589,16.0,1,4,1,0,1.0,99,1,18,48,NaN,1,14,48,0,0,1,0,0
43590,24.5,1,3,7,0,1.0,1,1,13,36,2,0,0,0,0,0,0,0,0
43591,42.5,0,3,1,0,2.0,1,1,13,5,0,0,0,0,1,0,1,0,0
43592,42.5,0,4,1,0,1.0,1,1,18,2,0,0,0,0,1,0,0,0,0
43593,22.5,1,1,1,0,3.0,3,1,0,156,1,1,15,24,1,0,1,0,18
43594,14.0,1,1,3,0,1.0,99,0,30,0,0,1,8,0,0,0,0,0,0
43595,22.5,0,2,2,1,1.0,4,1,0,0,0,0,0,0,0,0,1,0,0
43596,24.5,1,4,3,0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0
43597,42.5,1,2,1,0,1.0,1,1,0,0,0,0,0,0,0,0,1,2,0
43598,42.5,1,1,1,0,2.0,1,1,16,312,2,1,20,312,0,0,1,0,0
43599,42.5,1,1,1,1,2.0,1,1,15,12,1,1,17,260,0,0,1,0,12
43600,24.5,1,3,3,1,1.0,2,1,0,8,0,1,13,12,0,0,1,27,16
43601,21.0,1,2,2,0,1.0,1,1,28,36,10,0,0,0,0,0,0,0,0
43602,15.0,0,1,7,1,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
43603,15.0,1,3,5,0,2.0,99,0,17,0,0,0,0,0,0,0,0,0,0
43604,21.0,0,1,1,1,2.0,4,1,18,96,5,0,0,0,0,0,0,0,0
43605,32.5,1,1,7,0,3.0,4,1,0,0,0,0,0,0,0,0,0,0,0
43606,70.0,1,2,1,0,1.0,4,1,14,365,2,0,0,0,0,0,1,0,15
43607,57.5,0,4,1,0,1.0,1,1,0,104,2,0,0,0,0,0,1,0,16
43608,14.0,0,1,3,1,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43609,42.5,0,4,7,0,3.0,1,1,19,2,0,0,0,0,0,0,1,0,20
43610,70.0,0,4,1,0,1.0,4,1,17,156,2,0,0,0,1,0,1,0,0
43611,22.5,1,1,2,1,1.0,4,1,13,312,2,1,16,NaN,1,0,1,7,16
43612,18.0,0,4,1,1,2.0,1,1,18,3,1,0,0,0,0,0,1,30,18
43613,42.5,1,4,1,1,2.0,4,1,13,208,6,1,5,0,1,20,1,30,5
43614,24.5,1,4,1,0,2.0,1,1,13,208,2,1,12,0,0,0,1,8,14
43615,32.5,1,1,7,1,1.0,1,1,21,104,4,1,15,0,1,0,1,0,18
43616,18.0,1,4,1,0,2.0,2,1,18,156,10,1,16,36,0,0,1,28,18
43617,42.5,1,2,3,1,2.0,3,1,15,36,NaN,1,16,0,0,0,1,30,15
43618,22.5,1,4,7,1,1.0,2,1,16,156,0,0,0,0,0,0,1,30,19
43619,42.5,0,2,2,0,1.0,1,0,20,0,0,0,0,0,0,0,0,0,0
43620,22.5,0,1,7,1,3.0,2,1,0,104,1,1,20,4,1,0,0,0,0
43621,70.0,0,1,1,1,3.0,4,0,14,0,0,0,0,0,0,0,1,30,17
43622,24.5,0,2,1,0,1.0,1,1,14,1,0,1,18,0,0,0,1,0,18
43623,70.0,0,3,1,0,3.0,4,0,16,0,0,0,0,0,0,0,0,0,0
43624,21.0,0,1,2,0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0
43625,15.0,1,4,5,0,3.0,99,1,0,3,3,1,14,2,0,0,0,0,0
43626,42.5,0,2,7,0,1.0,4,1,12,6,0,1,16,0,1,0,1,0,0
43627,15.0,1,4,1,0,3.0,99,0,15,0,0,0,0,0,0,0,0,0,0
43628,17.0,0,4,6,0,1.0,99,1,0,NaN,1,1,17,45,0,0,0,0,0
43629,70.0,1,2,6,1,1.0,4,1,21,0,0,0,0,0,0,0,1,8,15
43630,57.5,1,1,1,1,1.0,4,1,0,340,2,0,0,0,0,0,1,12,38
43631,42.5,0,1,7,0,2.0,2,0,18,0,0,0,0,0,0,0,0,0,0
43632,16.0,1,2,7,0,1.0,99,0,19,0,0,0,0,0,0,0,0,0,0
43633,14.0,1,3,2,0,3.0,99,0,15,0,0,0,0,0,0,0,0,0,0
43634,57.5,0,4,1,0,3.0,1,1,17,364,2,1,16,0,0,0,1,0,0
43635,20.0,0,1,1,0,1.0,1,1,13,0,0,1,19,0,0,0,0,0,0
43636,24.5,0,1,1,1,3.0,4,1,18,3,0,1,15,0,1,0,1,0,0
43637,42.5,0,4,7,0,1.0,1,1,0,36,2,1,17,2,0,0,0,0,0
43638,15.0,1,4,7,0,1.0,99,0,20,0,0,0,0,0,0,0,0,0,0
43639,22.5,1,2,1,1,1.0,4,1,16,50,1,0,0,0,0,0,1,25,0
43640,42.5,1,4,1,1,2.0,1,1,14,14,0,0,0,0,0,0,1,30,18
43641,42.5,0,2,2,1,1.0,4,1,16,0,0,1,17,9,0,0,1,27,34
43642,42.5,0,2,7,0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
43643,15.0,0,4,7,0,1.0,99,0,17,0,0,0,0,0,0,0,0,0,0
43644,70.0,0,2,1,0,3.0,4,0,16,0,0,0,0,0,0,0,0,0,0
43645,19.0,1,3,1,0,1.0,3,1,14,30,2,1,16,312,1,0,0,0,0
43646,18.0,1,4,1,0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0
43647,42.5,0,2,2,1,2.0,1,1,0,36,0,0,0,0,0,0,0,0,0
43648,22.5,0,1,1,0,2.0,4,1,21,12,0,1,21,0,0,0,1,30,21
43649,42.5,1,3,1,0,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0
43650,27.5,0,2,7,1,1.0,4,1,0,4,0,0,0,0,0,0,1,10,0
43651,70.0,0,3,1,0,1.0,4,0,14,0,0,1,18,5,0,0,1,0,14
43652,70.0,1,3,1,1,1.0,4,1,15,208,1,0,0,0,0,0,1,0,19
43653,27.5,1,2,1,0,1.0,2,1,18,0,0,0,0,0,0,0,0,0,0
43654,42.5,1,4,1,0,2.0,1,1,12,48,10,0,0,0,0,0,1,0,0
43655,24.5,1,1,2,0,1.0,4,1,NaN,48,6,1,23,240,0,0,1,3,0
43656,32.5,1,4,1,0,1.0,4,1,17,72,1,1,16,0,1,0,1,0,0
43657,12.0,1,1,1,1,2.0,99,0,17,0,0,0,0,0,0,0,0,0,0
43658,24.5,0,4,1,1,2.0,1,1,12,48,NaN,1,18,0,0,0,1,0,0
43659,57.5,1,4,1,0,1.0,1,1,21,104,2,1,16,0,0,0,1,0,20
43660,15.0,1,4,1,0,3.0,99,0,21,0,0,0,0,0,0,0,0,0,0
43661,22.5,0,3,1,0,1.0,1,1,0,260,9,1,18,364,0,0,0,0,0
43662,57.5,0,4,1,0,3.0,1,1,17,96,3,1,16,0,0,0,1,30,20
43663,13.0,0,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43664,42.5,0,2,5,0,2.0,4,1,18,156,2,0,0,0,0,0,0,0,0
43665,21.0,0,1,2,1,1.0,4,1,12,27,0,1,17,0,0,0,1,0,0
43666,18.0,1,1,7,0,3.0,2,1,19,4,6,0,0,0,1,0,0,0,0
43667,12.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,NaN,NaN,0,0,0
43668,12.0,0,4,6,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43669,24.5,1,4,5,0,1.0,1,1,18,10,1,0,0,0,0,0,0,0,0
43670,32.5,0,4,1,0,1.0,1,1,20,208,1,1,13,52,1,0,1,0,0
43671,57.5,0,4,1,0,3.0,4,1,0,104,1,1,17,0,0,0,0,0,0
43672,14.0,1,4,1,0,3.0,99,0,19,0,0,0,0,0,0,0,0,0,0
43673,21.0,0,1,1,0,2.0,4,1,16,4,0,0,0,0,0,0,0,0,0
43674,27.5,0,1,2,1,2.0,4,1,0,12,1,0,0,0,0,0,1,0,0
43675,32.5,1,2,1,1,2.0,2,1,0,0,0,1,13,0,1,0,1,30,22
43676,27.5,0,1,7,0,1.0,2,1,0,36,12,0,0,0,0,0,1,1,25
43677,42.5,0,3,1,0,3.0,4,1,21,0,0,0,0,0,0,0,0,0,0
43678,15.0,1,4,1,0,1.0,99,1,0,24,0,1,14,0,0,0,0,0,0
43679,22.5,0,3,1,0,2.0,1,1,16,24,6,1,16,0,0,0,0,0,0
43680,14.0,1,1,5,0,2.0,99,0,25,0,0,0,0,0,0,0,0,0,0
43681,14.0,1,2,7,1,3.0,99,0,0,0,0,0,0,0,1,0,0,0,0
43682,16.0,1,4,6,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
43683,24.5,0,1,6,1,2.0,1,1,0,208,3,1,13,363,0,0,1,26,19
43684,17.0,1,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43685,22.5,1,4,1,0,1.0,1,1,0,72,3,1,15,60,1,0,1,29,17
43686,13.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
43687,57.5,1,4,2,0,3.0,1,1,18,340,1,0,0,0,0,0,0,0,0
43688,24.5,1,2,2,0,2.0,3,1,21,104,3,1,23,8,0,0,1,0,0
43689,32.5,0,2,2,0,1.0,2,1,0,104,1,1,20,52,1,0,1,0,0
43690,27.5,0,2,1,1,1.0,4,1,0,30,2,1,13,15,1,2,1,0,0
43691,15.0,1,4,1,0,2.0,99,1,14,1,1,0,0,0,NaN,0,0,0,0
43692,20.0,0,1,1,0,1.0,4,1,15,120,5,1,17,5,0,0,1,0,0
43693,57.5,0,4,1,0,2.0,1,1,0,24,2,0,0,0,0,0,1,0,0
43694,18.0,1,4,1,0,2.0,4,0,16,0,0,0,0,0,0,0,0,0,0
43695,42.5,1,4,5,0,3.0,1,1,15,0,0,0,0,0,0,0,1,0,0
43696,24.5,1,3,7,0,3.0,1,1,25,5,0,0,0,0,1,0,1,0,0
