,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cigs Per Day,Cig Everyday Use Age
9439,24.5,0,4,5,0,2.0,2,0,16,0,0,0,0,0,0,0,0,0,0
9440,32.5,1,4,7,0,1.0,1,1,0,104,2,1,24,0,0,0,0,0,0
9441,42.5,1,1,7,1,3.0,4,0,20,0,0,1,11,48,0,0,1,30,12
9442,42.5,0,4,5,0,2.0,1,1,15,24,1,0,0,0,0,0,0,0,0
9443,16.0,1,2,2,0,1.0,99,0,0,0,0,0,0,0,0,0,1,0,0
9444,70.0,0,4,1,0,2.0,4,1,14,0,0,0,0,0,0,0,0,0,0
9445,32.5,0,1,7,1,3.0,2,1,19,9,0,1,11,13,1,0,1,25,15
9446,32.5,0,2,6,1,3.0,2,1,0,36,1,1,13,260,0,0,0,0,0
9447,24.5,1,3,1,0,1.0,1,1,15,80,3,1,17,20,0,0,1,0,23
9448,14.0,0,3,1,0,3.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9449,24.5,0,4,7,0,1.0,1,1,22,60,2,0,0,0,0,0,0,0,0
9450,57.5,1,2,1,0,1.0,1,1,0,260,3,1,15,0,0,0,1,0,18
9451,32.5,0,2,1,0,1.0,2,1,0,5,0,0,0,0,0,0,0,0,0
9452,42.5,1,4,2,0,3.0,1,1,0,0,0,1,24,0,0,0,0,0,0
9453,18.0,1,4,2,0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0
9454,17.0,1,1,2,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9455,42.5,1,2,1,0,1.0,1,1,0,35,1,0,0,0,0,0,0,0,0
9456,24.5,1,4,1,0,1.0,1,1,18,104,0,1,18,0,0,0,1,2,0
9457,57.5,0,3,1,0,3.0,1,1,14,180,5,0,0,0,0,0,1,30,12
9458,14.0,0,4,7,0,3.0,99,1,20,20,1,1,10,12,1,0,1,0,0
9459,12.0,0,2,7,1,1.0,99,1,0,Not sure,0,0,0,0,0,0,0,0,0
9460,42.5,0,1,1,1,1.0,4,1,18,0,0,1,12,0,0,0,1,30,17
9461,57.5,0,3,1,0,2.0,1,1,21,0,0,1,15,0,0,0,1,0,18
9462,21.0,0,1,2,1,3.0,1,1,16,312,1,1,16,12,0,0,1,30,20
9463,17.0,0,4,1,0,2.0,99,1,14,36,6,0,0,0,0,0,0,0,0
9464,16.0,1,4,7,0,2.0,99,0,18,0,0,0,0,0,0,0,0,0,0
9465,42.5,1,2,1,0,2.0,1,1,14,52,0,1,18,252,1,0,1,30,15
9466,24.5,0,1,3,1,1.0,2,1,20,12,0,1,17,364,0,0,1,30,17
9467,32.5,0,2,1,0,2.0,1,1,16,30,0,0,0,0,0,0,0,0,0
9468,19.0,1,2,6,1,2.0,1,1,16,52,1,1,11,0,1,0,1,30,13
9469,57.5,0,4,1,0,1.0,1,1,19,52,1,1,15,0,0,0,1,0,13
9470,14.0,1,2,6,1,1.0,99,0,5,0,0,0,0,0,0,0,0,0,0
9471,42.5,0,4,1,0,1.0,4,1,18,48,0,1,12,0,0,0,1,0,37
9472,24.5,1,2,1,1,3.0,4,1,14,104,6,1,25,24,0,0,1,0,0
9473,22.5,0,3,1,0,2.0,1,1,0,104,2,0,0,0,0,0,0,0,0
9474,17.0,0,1,6,0,3.0,99,0,15,0,0,0,0,0,0,0,0,0,0
9475,42.5,0,4,7,0,3.0,1,1,14,60,2,1,14,0,NaN,NaN,1,0,0
9476,22.5,0,2,7,0,1.0,2,0,16,0,0,0,0,0,0,0,0,0,0
9477,19.0,1,4,1,0,1.0,1,1,17,1,0,1,18,0,0,0,1,30,17
9478,42.5,0,4,1,0,2.0,1,1,16,104,3,0,0,0,0,0,0,0,0
9479,13.0,0,2,7,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
9480,13.0,1,4,1,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
9481,27.5,0,4,1,0,2.0,1,1,18,24,3,0,0,0,0,0,1,0,0
9482,15.0,0,1,3,1,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9483,13.0,0,2,7,0,1.0,99,0,20,0,0,0,0,0,0,0,0,0,0
9484,70.0,1,4,1,0,3.0,4,1,0,312,0,0,0,0,0,0,0,0,0
9485,27.5,1,2,6,0,1.0,1,1,15,6,3,1,13,144,0,0,1,30,18
9486,32.5,1,3,7,0,1.0,4,1,20,52,1,1,16,0,0,0,1,0,0
9487,24.5,0,3,7,1,1.0,1,1,14,24,4,1,15,0,0,0,1,1,20
9488,57.5,0,3,1,0,1.0,4,0,16,0,0,0,0,0,0,0,1,30,16
9489,24.5,0,1,1,0,1.0,1,1,17,60,2,0,0,0,0,0,0,0,0
9490,14.0,1,4,7,0,1.0,99,1,0,0,0,1,13,0,1,0,1,0,0
9491,13.0,0,2,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9492,15.0,0,2,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
9493,19.0,0,1,7,1,1.0,4,0,21,0,0,0,0,0,0,0,0,0,0
9494,24.5,0,4,7,0,1.0,1,1,14,24,5,1,16,1,0,0,1,0,0
9495,17.0,0,2,1,0,2.0,99,0,21,0,0,0,0,0,0,0,0,0,0
9496,19.0,1,1,7,0,1.0,1,1,21,8,NaN,1,13,360,0,0,1,25,0
9497,42.5,0,2,7,0,2.0,3,1,17,4,6,0,0,0,0,0,0,0,0
9498,21.0,0,1,1,0,1.0,2,1,22,18,0,1,21,1,0,0,0,0,0
9499,42.5,0,2,7,1,3.0,1,1,18,0,0,0,0,0,0,0,1,30,22
9500,57.5,1,3,1,0,1.0,1,1,18,156,2,1,10,364,0,0,1,0,0
9501,21.0,0,2,1,0,1.0,2,1,17,208,3,1,13,364,0,0,1,3,18
9502,18.0,1,2,7,0,1.0,3,1,0,36,0,0,0,0,0,0,1,2,0
9503,16.0,1,1,7,0,2.0,99,0,15,0,0,0,0,0,0,0,0,0,0
9504,19.0,0,4,1,0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0
9505,70.0,1,4,1,0,3.0,4,0,0,0,0,0,0,0,0,0,1,0,0
9506,24.5,1,2,7,0,2.0,1,1,16,36,2,1,16,364,0,0,1,30,21
9507,27.5,1,4,1,0,3.0,1,1,0,15,0,0,0,0,0,0,0,0,0
9508,27.5,0,3,2,0,1.0,1,1,0,36,2,1,22,2,0,0,0,0,0
9509,15.0,0,2,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9510,13.0,0,2,7,1,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
9511,17.0,0,1,2,1,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9512,42.5,0,4,7,0,2.0,4,1,18,0,0,0,0,0,0,0,0,0,0
9513,18.0,1,1,7,1,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
9514,57.5,0,4,1,0,2.0,1,1,16,200,1,0,0,0,0,0,1,0,0
9515,70.0,0,2,1,1,1.0,4,1,0,12,1,0,0,0,0,0,0,0,0
9516,27.5,0,4,1,0,1.0,1,1,17,52,1,1,21,0,0,0,0,0,0
9517,27.5,0,4,1,0,3.0,4,1,12,36,1,0,0,0,0,0,0,0,0
9518,12.0,0,2,7,0,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9519,57.5,1,4,1,0,3.0,1,1,19,260,1,1,14,0,1,0,1,0,15
9520,16.0,0,2,2,0,1.0,99,1,21,NaN,NaN,0,0,0,0,0,0,0,0
9521,17.0,1,2,7,0,1.0,99,1,0,5,NaN,1,14,48,0,0,1,0,0
9522,22.5,1,4,2,0,1.0,1,1,0,156,3,1,16,0,0,0,1,28,13
9523,24.5,1,2,1,1,2.0,3,1,16,104,NaN,1,12,360,1,5,1,0,16
9524,24.5,1,2,7,0,3.0,1,0,17,0,0,0,0,0,0,0,0,0,0
9525,57.5,1,4,1,0,2.0,1,1,16,5,0,1,15,365,1,0,1,0,0
9526,42.5,0,3,7,0,1.0,1,1,17,12,5,0,0,0,0,0,0,0,0
9527,21.0,1,1,1,0,1.0,2,0,17,0,0,0,0,0,0,0,0,0,0
9528,32.5,0,2,7,1,2.0,1,1,18,0,0,0,0,0,0,0,1,0,26
9529,24.5,0,2,1,0,2.0,1,1,17,104,7,1,16,36,1,0,1,5,0
9530,32.5,0,4,5,0,1.0,1,1,25,16,1,1,15,1,0,0,1,0,0
9531,42.5,1,4,7,0,2.0,1,1,0,12,6,1,24,0,0,0,1,0,20
9532,15.0,0,4,1,0,2.0,99,0,13,0,0,0,0,0,0,0,0,0,0
9533,18.0,1,4,1,0,2.0,3,1,0,0,0,0,0,0,0,0,1,0,0
9534,18.0,1,2,2,0,3.0,3,1,0,4,2,1,14,260,0,0,0,0,0
9535,22.5,1,4,6,0,1.0,3,1,31,52,1,0,0,0,0,0,0,0,0
9536,42.5,0,2,1,0,1.0,1,1,17,24,2,1,18,0,0,0,1,30,20
9537,70.0,0,2,7,0,1.0,1,1,17,24,1,0,0,0,0,0,1,30,65
9538,42.5,1,4,7,0,1.0,1,1,0,10,0,1,18,0,0,0,1,5,0
9539,14.0,1,4,1,0,1.0,99,0,20,0,0,0,0,0,0,0,0,0,0
9540,16.0,1,2,7,1,1.0,99,1,13,2,1,1,14,0,0,0,1,1,0
9541,24.5,1,4,1,0,2.0,1,1,0,60,1,1,17,0,1,0,1,0,0
9542,22.5,1,2,1,0,1.0,1,1,16,10,0,1,16,0,0,0,1,25,20
9543,32.5,0,4,1,0,1.0,1,1,19,24,1,1,17,0,0,0,1,0,17
9544,27.5,0,4,1,0,1.0,1,1,17,104,3,1,17,0,0,0,1,0,0
9545,32.5,0,2,3,1,2.0,2,1,0,0,0,1,17,0,0,0,1,0,0
9546,17.0,0,4,3,0,1.0,99,1,21,5,0,0,0,0,0,0,0,0,0
9547,42.5,0,1,5,1,3.0,1,0,5,0,0,0,0,0,0,0,0,0,0
9548,13.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9549,24.5,1,4,1,0,1.0,4,1,14,104,2,0,0,0,0,0,1,0,0
9550,22.5,0,2,1,1,1.0,4,1,18,36,1,0,0,0,0,0,0,0,0
9551,16.0,1,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9552,27.5,0,1,7,0,3.0,1,1,15,5,0,0,0,0,0,0,0,0,0
9553,12.0,0,2,7,1,2.0,99,1,15,52,1,0,0,0,0,0,0,0,0
9554,57.5,1,2,5,0,2.0,3,0,14,0,0,0,0,0,0,0,1,10,0
9555,32.5,0,2,6,0,1.0,1,1,0,208,4,1,18,0,0,0,1,0,0
9556,14.0,1,1,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9557,19.0,1,4,1,0,1.0,2,1,19,6,0,0,0,0,0,0,0,0,0
9558,13.0,1,4,7,0,3.0,99,0,18,0,0,0,0,0,0,0,0,0,0
9559,70.0,0,1,1,1,2.0,4,0,0,0,0,0,0,0,0,0,1,0,35
9560,19.0,0,1,7,0,1.0,3,1,18,48,0,1,15,NaN,0,0,1,0,0
9561,27.5,0,4,5,0,3.0,1,1,18,180,4,1,26,0,0,0,1,0,0
9562,42.5,0,3,1,0,2.0,2,1,0,5,1,0,0,0,0,0,0,0,0
9563,32.5,0,4,1,0,3.0,1,1,18,104,2,1,16,0,0,0,1,0,16
9564,32.5,0,3,5,0,1.0,1,1,14,156,2,0,0,0,0,0,1,0,0
9565,24.5,1,2,7,0,3.0,3,1,17,260,2,1,22,156,0,0,1,0,0
9566,42.5,1,3,6,0,1.0,2,1,18,90,2,0,0,0,0,0,0,0,0
9567,70.0,1,4,1,0,1.0,1,1,14,48,0,0,0,0,0,0,0,0,0
9568,32.5,0,1,7,1,2.0,4,1,20,0,0,0,0,0,0,0,0,0,0
9569,22.5,0,1,1,0,1.0,4,1,0,7,2,0,0,0,0,0,0,0,0
9570,12.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9571,17.0,0,1,1,1,1.0,99,1,16,11,4,1,13,3,0,0,0,0,0
9572,14.0,0,4,1,0,3.0,99,0,20,0,0,0,0,0,0,0,0,0,0
9573,32.5,1,2,2,1,1.0,1,1,0,156,5,1,12,144,0,0,1,0,20
9574,24.5,0,3,5,0,3.0,4,1,0,156,3,0,0,0,0,0,0,0,0
9575,14.0,0,4,5,0,1.0,99,0,21,0,0,0,0,0,0,0,0,0,0
9576,57.5,1,2,1,1,3.0,2,1,15,52,NaN,1,13,0,0,0,1,30,22
9577,17.0,1,3,1,0,2.0,99,0,18,0,0,0,0,0,0,0,0,0,0
9578,19.0,1,4,7,0,1.0,2,1,16,60,2,1,17,144,0,0,1,0,0
9579,57.5,0,2,1,0,2.0,4,1,16,0,0,0,0,0,0,0,1,0,0
9580,32.5,1,3,1,0,2.0,1,1,16,24,5,0,0,0,0,0,1,1,0
9581,70.0,0,1,1,0,3.0,4,1,0,3,0,1,35,0,0,0,1,30,15
9582,15.0,0,2,3,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9583,19.0,0,4,7,0,1.0,1,1,NaN,3,2,1,17,1,0,0,1,0,0
9584,42.5,0,4,1,0,1.0,1,1,15,156,2,0,0,0,0,0,1,0,0
9585,17.0,0,4,1,1,2.0,99,1,21,52,4,1,13,84,1,0,1,30,15
9586,14.0,0,3,1,0,2.0,99,0,18,0,0,0,0,0,0,0,1,0,0
9587,16.0,0,1,7,1,2.0,99,1,16,156,5,1,8,260,1,NaN,1,30,12
9588,32.5,1,2,1,1,1.0,2,1,15,12,0,1,16,4,1,0,1,0,0
9589,42.5,0,4,1,0,3.0,1,1,0,24,2,1,16,0,0,0,1,0,18
9590,20.0,1,3,2,0,1.0,3,1,18,0,0,0,0,0,0,0,0,0,0
9591,42.5,0,1,1,1,1.0,4,0,21,0,0,0,0,0,0,0,0,0,0
9592,12.0,1,4,1,0,1.0,99,0,29,0,0,0,0,0,0,0,0,0,0
9593,12.0,1,2,7,1,1.0,99,0,30,0,0,0,0,0,0,0,0,0,0
9594,42.5,1,1,2,1,1.0,1,1,0,0,0,1,21,0,0,0,0,0,0
9595,12.0,0,4,1,0,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9596,18.0,0,4,7,0,3.0,4,0,9,0,0,0,0,0,0,0,0,0,0
9597,42.5,0,3,1,0,1.0,1,1,15,0,0,0,0,0,0,0,0,0,0
9598,18.0,0,4,1,0,3.0,2,1,14,1,0,0,0,0,0,0,0,0,0
9599,32.5,1,4,5,0,3.0,1,0,15,0,0,0,0,0,0,0,0,0,0
9600,21.0,1,1,2,0,3.0,1,0,15,0,0,0,0,0,0,0,0,0,0
9601,22.5,1,2,7,0,1.0,1,1,21,36,5,0,0,0,0,0,1,2,0
9602,22.5,0,4,1,0,3.0,1,1,16,104,2,1,18,260,0,0,1,0,0
9603,14.0,1,4,1,0,1.0,99,1,14,0,0,0,0,0,0,0,0,0,0
9604,17.0,1,3,1,0,3.0,99,0,12,0,0,0,0,0,0,0,0,0,0
9605,22.5,0,3,1,0,2.0,2,1,21,60,2,0,0,0,0,0,1,0,0
9606,16.0,1,4,1,0,3.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9607,14.0,1,2,7,0,2.0,99,0,12,0,0,0,0,0,0,0,0,0,0
9608,15.0,1,2,1,0,3.0,99,1,0,1,0,0,0,0,0,0,0,0,0
9609,42.5,0,3,1,0,1.0,1,1,18,345,1,1,16,0,0,0,1,0,0
9610,18.0,0,1,7,1,3.0,4,1,18,24,0,0,0,0,0,0,0,0,0
9611,17.0,1,2,7,0,1.0,99,1,16,13,3,0,0,0,0,0,0,0,0
9612,42.5,0,2,1,0,2.0,4,1,0,364,12,1,12,7,0,0,1,30,14
9613,16.0,0,1,1,1,1.0,99,0,17,0,0,0,0,0,0,0,0,0,0
9614,19.0,0,4,7,0,2.0,4,1,15,84,1,0,0,0,0,0,0,0,0
9615,12.0,1,2,3,1,3.0,99,0,13,0,0,0,0,0,1,NaN,0,0,0
9616,16.0,1,2,2,1,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9617,32.5,1,2,2,0,3.0,1,1,15,156,2,0,0,0,0,0,0,0,0
9618,32.5,0,3,1,0,2.0,2,1,15,208,1,1,32,1,0,0,0,0,0
9619,24.5,0,2,1,0,2.0,1,1,18,8,0,1,16,2,1,0,1,0,0
9620,19.0,0,1,1,0,3.0,3,1,15,48,2,1,18,NaN,0,0,1,0,0
9621,24.5,0,3,1,0,2.0,2,1,18,0,0,1,17,0,0,0,1,0,0
9622,42.5,1,2,2,0,1.0,1,1,16,48,1,1,16,0,0,0,1,30,14
9623,18.0,1,2,1,0,1.0,1,1,17,10,NaN,0,0,0,0,0,0,0,0
9624,24.5,1,3,1,0,1.0,1,0,19,0,0,0,0,0,0,0,1,0,0
9625,70.0,1,4,1,0,2.0,4,0,16,0,0,0,0,0,0,0,0,0,0
9626,22.5,1,1,3,0,2.0,2,1,16,52,1,0,0,0,0,0,0,0,0
9627,22.5,0,2,7,0,1.0,1,1,17,48,3,1,13,156,1,0,1,2,0
9628,18.0,0,1,1,1,2.0,1,1,14,72,7,1,11,364,1,0,1,30,14
9629,21.0,1,2,7,0,1.0,1,1,0,36,NaN,0,0,0,0,0,0,0,0
9630,27.5,0,2,1,1,2.0,1,1,17,12,0,1,18,0,1,0,1,30,15
9631,42.5,1,1,1,1,3.0,2,1,16,4,0,1,16,0,0,0,1,30,22
9632,21.0,0,1,1,0,2.0,2,1,20,104,4,1,20,0,0,0,1,14,19
9633,24.5,1,2,3,0,1.0,2,1,18,24,0,0,0,0,0,0,0,0,0
9634,42.5,0,4,1,0,1.0,2,0,16,0,0,0,0,0,0,0,0,0,0
9635,57.5,1,3,1,0,2.0,4,1,21,30,2,1,16,0,0,0,1,0,17
9636,20.0,0,2,1,1,2.0,3,1,14,1,0,0,0,0,0,0,0,0,0
9637,14.0,0,2,1,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9638,57.5,0,2,7,0,2.0,4,0,18,0,0,0,0,0,0,0,0,0,0
9639,57.5,1,4,1,0,1.0,1,1,16,0,0,0,0,0,0,0,0,0,0
9640,14.0,0,1,2,1,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
9641,19.0,1,4,1,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0
9642,42.5,0,3,1,1,1.0,4,1,18,2,0,1,30,156,0,0,0,0,0
9643,70.0,0,4,2,0,1.0,4,0,15,0,0,0,0,0,0,0,0,0,0
9644,32.5,1,2,1,0,2.0,1,1,21,5,2,0,0,0,0,0,1,0,0
9645,57.5,1,2,7,0,3.0,3,1,0,364,NaN,1,15,156,0,0,1,0,21
9646,42.5,0,2,7,0,3.0,1,1,16,52,4,0,0,0,0,0,1,0,0
9647,42.5,0,4,7,0,1.0,1,0,12,0,0,0,0,0,0,0,0,0,0
9648,24.5,0,2,5,1,2.0,1,1,15,0,0,1,15,0,0,0,1,0,0
9649,18.0,0,4,2,0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0
9650,19.0,1,2,1,0,1.0,3,1,18,24,2,1,13,0,0,0,1,30,14
9651,14.0,0,4,1,0,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9652,42.5,0,1,1,1,2.0,4,1,0,0,0,0,0,0,0,0,1,15,20
9653,12.0,1,4,2,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9654,15.0,1,1,7,1,1.0,99,0,17,0,0,0,0,0,0,0,0,0,0
9655,24.5,0,1,5,0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0
9656,22.5,0,1,4,0,2.0,1,1,16,24,1,1,18,2,0,0,1,1,0
9657,15.0,0,4,1,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9658,16.0,1,4,1,0,1.0,99,1,18,52,NaN,1,14,0,0,0,0,0,0
9659,16.0,0,3,7,0,1.0,99,1,17,2,0,0,0,0,0,0,0,0,0
9660,13.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9661,42.5,1,2,5,0,1.0,2,1,13,1,1,0,0,0,0,0,0,0,0
9662,32.5,0,4,2,0,3.0,1,1,14,120,2,1,33,1,0,0,0,0,0
9663,57.5,0,2,1,1,2.0,4,1,15,2,0,1,18,240,0,0,1,30,18
9664,14.0,0,4,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
9665,70.0,1,4,1,0,3.0,4,1,14,0,0,0,0,0,0,0,0,0,0
9666,32.5,0,3,7,0,2.0,1,1,18,0,0,0,0,0,0,0,0,0,0
9667,57.5,1,4,7,0,1.0,1,1,13,5,0,0,0,0,0,0,1,0,0
9668,57.5,0,2,1,1,1.0,2,1,19,5,0,0,0,0,0,0,0,0,0
9669,22.5,1,2,2,0,2.0,2,1,18,180,3,0,0,0,0,0,0,0,0
9670,13.0,1,4,1,0,2.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9671,13.0,0,2,7,0,2.0,99,0,17,0,0,0,0,0,NaN,NaN,0,0,0
9672,18.0,0,3,2,0,3.0,2,0,16,0,0,0,0,0,0,0,0,0,0
9673,20.0,0,2,1,0,1.0,4,1,0,12,6,0,0,0,0,0,1,30,17
9674,22.5,0,1,6,1,1.0,3,1,21,Not sure,0,0,0,0,0,0,0,0,0
9675,42.5,1,4,1,0,2.0,1,1,30,15,5,1,19,0,0,0,1,0,0
9676,22.5,1,1,1,0,2.0,2,1,0,156,2,1,17,0,0,0,1,0,0
9677,14.0,0,4,1,0,2.0,99,1,17,0,0,0,0,0,0,0,0,0,0
9678,13.0,0,4,1,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
9679,70.0,1,2,1,0,1.0,4,0,20,0,0,0,0,0,0,0,0,0,0
9680,70.0,0,2,1,0,3.0,4,1,13,Not sure,1,0,0,0,0,0,0,0,0
9681,20.0,1,3,3,1,3.0,4,0,18,0,0,0,0,0,0,0,1,4,0
9682,27.5,0,1,2,1,2.0,4,1,18,0,0,1,16,0,0,0,1,30,17
9683,27.5,1,2,1,0,2.0,1,1,14,104,8,1,16,10,0,0,1,0,0
9684,32.5,0,4,1,0,1.0,1,1,15,104,2,1,22,0,0,0,0,0,0
9685,13.0,0,2,2,1,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9686,57.5,0,4,6,1,2.0,1,1,18,24,1,1,16,0,1,0,1,0,Not sure
9687,15.0,1,2,2,1,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
9688,42.5,1,4,1,0,2.0,1,1,21,120,0,1,15,4,0,0,1,30,15
9689,16.0,0,2,1,1,3.0,99,1,18,104,Not sure,1,13,0,0,0,1,30,12
9690,27.5,1,2,7,1,1.0,1,1,19,52,1,1,14,260,0,0,1,20,16
9691,57.5,0,4,7,0,2.0,4,1,18,0,0,1,17,0,0,0,0,0,0
9692,42.5,0,2,1,0,1.0,1,1,17,4,0,1,13,1,0,0,1,0,0
9693,57.5,0,4,1,0,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0
9694,21.0,1,2,3,1,1.0,4,1,18,48,0,1,19,48,1,0,1,0,0
9695,42.5,0,3,1,0,2.0,1,1,18,0,0,0,0,0,0,0,1,30,21
9696,22.5,0,2,1,0,1.0,1,1,0,96,5,0,0,0,0,0,1,25,0
9697,20.0,0,2,7,0,1.0,2,1,2,4,0,1,19,12,0,0,0,0,0
9698,16.0,1,2,1,0,3.0,99,0,15,0,0,0,0,0,0,0,0,0,0
9699,27.5,1,2,2,1,1.0,1,1,18,72,2,1,15,156,1,5,1,30,21
9700,57.5,0,4,2,0,1.0,2,1,0,260,1,1,12,104,0,0,1,0,16
9701,13.0,0,4,1,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9702,32.5,1,3,7,0,1.0,1,1,15,0,0,1,13,36,0,0,1,11,23
9703,20.0,1,1,1,0,1.0,1,1,0,260,3,1,12,336,1,0,1,15,20
9704,57.5,1,4,7,0,1.0,1,1,15,120,2,1,19,0,0,0,1,0,0
9705,57.5,1,4,1,0,1.0,1,1,17,14,0,1,14,96,0,0,1,0,0
9706,32.5,0,2,1,0,1.0,1,1,0,20,2,1,16,0,0,0,1,0,0
9707,17.0,1,4,1,0,2.0,99,1,13,24,6,1,11,156,1,0,1,20,0
9708,18.0,0,1,2,1,1.0,4,0,14,0,0,0,0,0,0,0,0,0,0
9709,42.5,0,2,2,1,2.0,1,1,0,52,6,0,0,0,0,0,0,0,0
9710,42.5,1,3,1,0,3.0,1,1,18,312,3,1,13,0,1,0,1,30,15
9711,42.5,0,4,1,0,3.0,1,1,16,24,2,1,14,0,0,0,1,0,0
9712,32.5,0,4,1,0,1.0,1,1,0,12,2,1,15,0,0,0,1,30,18
9713,27.5,1,4,5,0,1.0,2,1,18,52,1,0,0,0,0,0,1,0,0
9714,17.0,1,3,2,0,1.0,99,1,0,52,0,1,16,50,0,0,1,0,0
9715,13.0,1,4,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
9716,42.5,0,2,1,0,1.0,1,1,15,10,6,1,16,0,0,0,1,30,16
9717,32.5,1,4,7,0,2.0,1,1,16,104,1,0,0,0,0,0,0,0,0
9718,21.0,0,3,1,0,3.0,2,1,0,52,NaN,1,16,156,0,0,1,0,0
9719,57.5,0,4,1,0,2.0,1,1,15,120,2,1,12,60,0,0,1,10,17
9720,42.5,1,3,1,0,1.0,1,1,0,0,0,1,16,365,1,0,1,0,18
9721,70.0,1,2,1,0,1.0,4,1,0,0,0,0,0,0,0,0,1,0,0
9722,32.5,1,4,7,0,1.0,1,1,13,24,3,0,0,0,0,0,1,0,0
9723,21.0,1,4,1,0,1.0,3,1,12,24,2,1,18,1,0,0,1,0,0
9724,57.5,1,4,1,0,2.0,1,1,17,0,0,1,18,0,0,0,0,0,0
9725,14.0,0,4,1,0,1.0,99,0,19,0,0,0,0,0,0,0,0,0,0
9726,13.0,1,2,1,0,3.0,99,0,14,0,0,0,0,0,0,0,0,0,0
9727,12.0,1,1,1,1,1.0,99,1,0,90,0,1,8,364,0,0,1,0,8
9728,16.0,1,3,2,0,1.0,99,0,15,0,0,0,0,0,0,0,1,0,0
9729,57.5,1,4,1,0,1.0,1,1,16,24,2,0,0,0,0,0,1,0,18
9730,22.5,0,3,7,0,1.0,1,1,14,4,2,0,0,0,0,0,0,0,0
9731,16.0,1,4,3,0,2.0,99,1,12,0,0,0,0,0,0,0,1,0,0
9732,27.5,1,2,1,1,1.0,1,1,21,15,6,1,13,0,0,0,1,0,13
9733,32.5,0,2,1,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0
9734,42.5,1,4,1,0,1.0,1,1,21,312,6,1,13,0,0,0,1,0,0
9735,16.0,0,2,7,1,1.0,99,1,15,6,1,1,14,0,0,0,0,0,0
9736,32.5,1,4,5,0,3.0,1,0,16,0,0,0,0,0,0,0,1,0,0
9737,32.5,0,4,5,0,1.0,1,1,0,6,1,0,0,0,0,0,0,0,0
9738,16.0,1,4,3,0,1.0,99,0,12,0,0,0,0,0,0,0,0,0,0
9739,42.5,0,4,1,0,1.0,1,1,20,0,0,1,16,0,0,0,1,30,20
9740,42.5,1,4,1,0,1.0,1,1,21,208,5,1,16,0,0,0,1,0,0
9741,12.0,0,4,1,0,3.0,99,0,16,0,0,0,0,0,0,0,0,0,0
9742,57.5,1,2,1,0,2.0,2,1,NaN,10,0,1,17,0,1,0,1,0,16
9743,19.0,1,1,7,0,3.0,4,0,16,0,0,0,0,0,0,0,1,28,14
9744,18.0,0,1,1,0,2.0,2,1,25,24,3,1,17,10,0,0,0,0,0
