,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
41097,42.5,1,3,6,0,2,1,1,18,52,1,1,19,0,0,0,,NaN,0,19
41098,22.5,1,2,7,0,1,1,1,18,20,2,0,0,0,0,0,,NaN,0,0
41099,57.5,1,3,1,0,1,1,1,19,0,0,0,0,0,1,0,0.0,NaN,0,0
41100,32.5,0,4,1,0,3,2,1,16,3,5,1,18,0,0,0,,NaN,0,0
41101,13.0,0,3,1,1,1,99,1,12,5,0,1,11,60,1,10,,NaN,0,0
41102,32.5,0,2,2,0,1,1,1,17,72,3,0,0,0,1,0,,NaN,0,0
41103,32.5,0,4,6,0,2,1,1,22,104,2,0,0,0,0,0,,NaN,0,0
41104,22.5,1,2,7,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41105,57.5,1,2,1,0,3,3,1,20,208,3,1,20,0,0,0,0.0,NaN,0,0
41106,70.0,0,3,6,0,1,1,1,21,1,0,1,30,0,0,0,,NaN,0,35
41107,70.0,1,2,1,0,3,4,1,20,0,0,0,0,0,0,0,0.0,NaN,0,0
41108,19.0,1,2,1,0,1,1,1,16,120,10,0,0,0,0,0,0.0,NaN,0,0
41109,42.5,1,4,1,0,3,1,1,18,300,4,0,0,0,0,0,,NaN,30,14
41110,22.5,0,3,6,0,2,4,1,21,0,0,1,21,0,0,0,0.0,NaN,0,0
41111,42.5,1,4,1,0,1,1,1,18,52,2,0,0,0,0,0,0.0,NaN,0,0
41112,32.5,0,3,1,0,3,1,1,17,96,3,1,18,0,0,0,,NaN,2,19
41113,22.5,1,2,6,0,2,1,1,12,156,3,1,14,355,0,0,,NaN,0,0
41114,19.0,0,2,7,0,1,2,1,15,2,2,1,15,0,0,0,0.0,NaN,0,0
41115,42.5,1,2,1,0,2,1,1,17,156,1,1,17,120,0,0,,NaN,0,18
41116,42.5,0,4,1,0,2,1,1,17,36,1,0,0,0,0,0,0.0,NaN,0,0
41117,57.5,1,1,2,0,2,4,1,16,0,0,1,16,0,0,0,,NaN,0,18
41118,17.0,1,3,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41119,15.0,1,3,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41120,32.5,0,4,2,0,1,4,1,17,72,0,1,25,8,0,0,,NaN,0,0
41121,24.5,1,2,5,0,1,1,1,16,48,1,1,14,0,0,0,,NaN,0,23
41122,22.5,1,3,7,0,1,1,1,16,260,4,1,16,0,0,0,,NaN,5,0
41123,27.5,0,2,2,0,3,1,1,20,104,1,1,19,264,0,0,,NaN,0,0
41124,22.5,1,4,5,1,1,1,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
41125,27.5,0,3,7,0,1,1,1,16,104,2,1,21,0,0,0,0.0,NaN,0,0
41126,57.5,1,1,2,0,2,1,1,16,52,1,1,15,0,0,0,0.0,NaN,0,0
41127,27.5,1,4,5,0,2,1,1,14,24,2,1,13,260,0,0,,NaN,15,20
41128,42.5,0,4,1,0,1,1,1,30,36,1,0,0,0,0,0,0.0,NaN,0,0
41129,42.5,0,1,1,1,1,4,1,14,260,3,1,14,240,1,20,,NaN,0,15
41130,42.5,1,4,1,0,2,1,1,19,36,0,1,19,0,0,0,,NaN,0,0
41131,18.0,1,4,1,0,3,1,1,16,52,5,1,13,48,0,0,,NaN,20,0
41132,24.5,1,2,1,0,2,4,1,15,104,7,1,14,0,1,0,,NaN,2,0
41133,32.5,0,1,7,0,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41134,42.5,0,4,1,0,3,4,1,22,0,0,0,0,0,0,0,0.0,NaN,0,0
41135,12.0,0,1,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41136,42.5,1,3,1,0,3,1,1,25,2,0,0,0,0,0,0,,NaN,0,0
41137,42.5,0,2,1,0,1,2,1,17,104,2,1,23,0,0,0,,NaN,0,0
41138,21.0,0,3,5,0,2,1,1,21,6,2,0,0,0,0,0,,NaN,0,0
41139,42.5,1,3,7,0,1,1,1,14,260,5,0,0,0,0,0,,NaN,30,26
41140,42.5,0,2,1,0,1,1,1,16,12,4,1,30,0,0,0,,NaN,0,0
41141,12.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41142,32.5,1,4,1,0,2,1,1,13,312,1,1,15,0,1,0,,NaN,0,18
41143,18.0,1,2,1,1,2,1,1,16,8,0,1,NaN,NaN,0,0,0.0,NaN,0,0
41144,21.0,0,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41145,57.5,0,1,2,1,1,3,1,21,36,2,0,0,0,0,0,,NaN,30,25
41146,20.0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41147,42.5,0,4,1,0,2,1,1,26,2,0,1,20,0,0,0,,NaN,30,13
41148,27.5,1,4,1,0,3,1,1,13,52,1,1,18,0,0,0,,NaN,0,0
41149,24.5,0,3,1,1,2,2,1,21,12,NaN,0,0,0,0,0,0.0,NaN,0,0
41150,14.0,0,2,7,0,1,99,1,6,0,0,0,0,0,0,0,0.0,0,0,0
41151,42.5,0,4,1,0,2,1,1,20,52,5,1,20,0,0,0,0.0,NaN,0,0
41152,42.5,1,4,1,0,1,1,1,11,24,1,0,0,0,1,0,,NaN,0,16
41153,57.5,0,4,1,0,2,1,1,18,156,1,0,0,0,0,0,0.0,NaN,0,0
41154,24.5,0,1,1,0,2,1,1,17,52,1,0,0,0,0,0,0.0,NaN,0,0
41155,70.0,0,1,7,1,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41156,24.5,1,1,7,1,1,4,1,12,52,NaN,1,15,52,0,0,,NaN,0,0
41157,19.0,1,2,7,0,1,4,1,18,15,NaN,0,0,0,0,0,,NaN,0,0
41158,70.0,1,4,1,0,3,4,1,22,0,0,0,0,0,0,0,,NaN,0,23
41159,24.5,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41160,27.5,0,4,1,0,3,1,1,17,260,1,1,19,0,0,0,,NaN,0,0
41161,12.0,1,4,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41162,42.5,0,3,1,0,2,2,1,16,3,3,1,15,0,0,0,,NaN,30,17
41163,42.5,0,3,1,0,3,2,1,19,24,1,0,0,0,0,0,0.0,NaN,0,0
41164,16.0,0,2,7,0,3,99,0,0,0,0,1,15,51,0,0,0.0,25,0,0
41165,18.0,0,1,1,0,2,1,1,13,36,5,1,13,364,1,0,,NaN,30,14
41166,42.5,0,4,1,0,1,1,1,19,104,1,0,0,0,0,0,,NaN,0,0
41167,57.5,1,4,1,0,1,1,1,8,6,0,1,14,0,1,0,,NaN,0,0
41168,42.5,0,4,6,0,2,2,1,17,208,1,0,0,0,0,0,,NaN,0,0
41169,15.0,1,1,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41170,19.0,0,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41171,27.5,1,4,1,0,3,1,1,14,208,12,1,17,0,0,0,,NaN,1,17
41172,24.5,1,4,1,0,2,1,1,14,0,0,1,15,Not sure,1,0,,NaN,30,21
41173,21.0,0,2,7,0,1,1,1,10,156,3,1,10,260,0,0,0.0,NaN,0,0
41174,42.5,0,4,1,0,2,1,1,21,12,1,0,0,0,0,0,,NaN,0,0
41175,57.5,0,4,2,0,1,1,1,17,104,2,0,0,0,0,0,0.0,NaN,0,0
41176,14.0,0,2,6,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41177,22.5,1,4,1,0,2,2,1,17,52,5,1,18,10,0,0,,NaN,0,0
41178,32.5,0,4,5,0,1,4,1,27,0,0,0,0,0,0,0,0.0,NaN,0,0
41179,32.5,0,2,1,1,1,1,1,18,48,4,0,0,0,1,0,,NaN,30,17
41180,42.5,1,2,1,0,3,1,1,16,10,0,0,0,0,0,0,0.0,NaN,0,0
41181,70.0,0,2,1,0,3,4,1,13,0,0,0,0,0,0,0,,NaN,0,17
41182,24.5,0,2,1,0,2,4,1,14,34,0,1,16,364,1,0,,NaN,0,18
41183,32.5,0,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41184,27.5,1,3,1,0,3,1,1,17,312,5,1,18,156,1,2,,NaN,30,17
41185,22.5,0,2,2,1,1,3,1,21,350,4,0,0,0,0,0,,NaN,0,0
41186,22.5,0,2,7,0,1,4,1,16,12,0,0,0,0,0,0,0.0,NaN,0,0
41187,20.0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41188,42.5,1,4,1,0,1,1,1,24,24,1,0,0,0,0,0,0.0,NaN,0,0
41189,22.5,0,1,1,0,1,4,1,18,24,NaN,1,16,10,0,0,,NaN,0,0
41190,22.5,1,4,1,0,1,1,1,11,100,18,1,12,364,1,0,,NaN,30,10
41191,22.5,1,2,1,0,2,2,1,20,6,2,1,22,1,0,0,0.0,NaN,0,0
41192,19.0,0,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41193,17.0,1,4,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41194,42.5,1,4,1,0,1,1,1,15,156,2,1,18,0,0,0,,NaN,0,0
41195,19.0,1,4,6,0,1,4,1,NaN,0,0,0,0,0,0,0,0.0,NaN,0,0
41196,57.5,1,3,2,0,1,1,1,24,104,2,0,0,0,0,0,,NaN,0,0
41197,22.5,0,4,1,0,1,2,1,17,156,4,1,17,5,0,0,,NaN,0,0
41198,21.0,1,2,7,0,2,1,1,12,20,2,1,13,0,0,0,,NaN,0,14
41199,70.0,0,2,7,0,1,4,1,21,52,0,0,0,0,0,0,0.0,NaN,0,0
41200,19.0,0,1,1,0,1,1,1,18,21,6,0,0,0,0,0,0.0,NaN,0,0
41201,21.0,0,2,2,1,3,2,1,19,3,0,1,19,342,0,0,,NaN,0,0
41202,42.5,1,2,1,0,2,1,1,19,156,2,1,20,0,0,0,,NaN,0,21
41203,42.5,0,4,2,0,2,1,1,17,180,6,0,0,0,0,0,0.0,NaN,0,0
41204,22.5,1,3,1,0,2,2,1,17,104,6,1,17,120,0,0,0.0,NaN,0,0
41205,57.5,1,4,1,0,1,1,1,15,180,1,1,17,12,0,0,,NaN,0,0
41206,57.5,0,2,1,0,1,4,1,19,52,0,0,0,0,0,0,0.0,NaN,0,0
41207,42.5,0,4,1,0,1,2,1,16,24,2,1,16,0,0,0,,NaN,0,0
41208,22.5,0,2,2,0,1,2,1,21,48,0,1,20,208,0,0,0.0,NaN,0,0
41209,27.5,1,2,7,0,1,1,1,19,10,2,0,0,0,0,0,,NaN,0,0
41210,42.5,1,4,7,0,1,1,1,15,4,0,1,14,0,0,0,,NaN,0,0
41211,16.0,0,3,7,0,1,99,1,15,3,0,0,0,0,0,0,0.0,25,0,0
41212,22.5,0,1,1,0,2,4,1,20,85,2,0,0,0,0,0,0.0,NaN,0,0
41213,70.0,1,2,2,0,1,1,1,NaN,12,1,0,0,0,0,0,0.0,NaN,0,0
41214,13.0,0,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41215,42.5,1,3,7,0,1,1,1,22,2,1,1,15,0,0,0,,NaN,0,0
41216,42.5,0,2,1,1,2,1,1,12,364,4,1,13,3,1,0,,NaN,30,14
41217,32.5,1,3,1,0,2,1,1,18,52,2,0,0,0,0,0,,NaN,0,0
41218,32.5,0,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41219,42.5,0,4,7,0,1,1,1,32,24,2,0,0,0,0,0,0.0,NaN,0,0
41220,13.0,1,4,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41221,57.5,0,2,7,0,3,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41222,18.0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41223,42.5,1,4,6,0,1,1,1,17,144,2,1,25,0,0,0,,NaN,29,18
41224,16.0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41225,13.0,0,2,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41226,42.5,1,2,7,0,2,1,1,17,2,0,1,17,0,0,0,,NaN,0,0
41227,57.5,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41228,70.0,1,2,1,0,2,4,0,0,0,0,0,0,0,0,0,,NaN,0,15
41229,22.5,1,2,7,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41230,17.0,1,2,2,1,1,99,1,15,0,0,1,15,2,0,0,0.0,0,0,0
41231,70.0,0,2,1,0,1,4,1,30,0,0,0,0,0,0,0,,NaN,0,0
41232,13.0,0,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41233,24.5,0,2,7,0,1,1,1,17,156,1,1,18,4,1,0,0.0,NaN,0,0
41234,57.5,1,2,7,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41235,17.0,1,3,1,0,2,99,1,11,4,5,1,13,192,0,0,,NaN,2,0
41236,22.5,0,2,1,0,1,1,1,20,4,0,1,20,0,0,0,,NaN,0,0
41237,27.5,1,4,1,0,3,1,1,17,156,1,0,0,0,0,0,,NaN,0,18
41238,21.0,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41239,57.5,0,2,1,1,3,1,1,13,240,1,1,18,0,1,0,,NaN,0,22
41240,20.0,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41241,12.0,1,2,7,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41242,19.0,1,1,1,0,2,1,1,16,104,12,1,18,208,1,0,,NaN,0,0
41243,42.5,1,4,7,0,1,1,1,18,5,0,0,0,0,0,0,0.0,NaN,0,0
41244,22.5,0,1,1,0,3,1,1,19,48,1,0,0,0,0,0,0.0,NaN,0,0
41245,42.5,1,3,1,0,3,1,1,17,52,2,1,25,0,0,0,,NaN,0,0
41246,24.5,1,3,1,0,1,1,1,15,48,1,1,17,0,0,0,,NaN,0,0
41247,70.0,1,2,1,1,2,4,1,17,0,0,0,0,0,0,0,,NaN,0,17
41248,15.0,1,2,2,0,1,99,0,0,0,0,1,14,5,0,0,0.0,0,0,0
41249,16.0,1,2,2,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41250,22.5,0,3,7,0,3,4,1,21,10,1,0,0,0,0,0,0.0,NaN,0,0
41251,18.0,1,2,5,0,2,1,1,11,0,0,0,0,0,0,0,,NaN,0,0
41252,42.5,0,3,7,0,2,2,1,15,208,4,1,13,104,0,0,,NaN,7,14
41253,27.5,0,4,7,0,3,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41254,22.5,0,2,1,0,2,4,1,15,104,2,1,20,0,0,0,,NaN,1,0
41255,42.5,0,4,1,0,2,1,1,15,24,2,0,0,0,0,0,,NaN,0,16
41256,32.5,1,2,7,0,2,4,1,21,8,3,0,0,0,0,0,,NaN,1,0
41257,42.5,1,2,1,0,3,1,1,13,104,5,1,14,0,0,0,0.0,NaN,0,0
41258,70.0,0,4,1,0,1,4,1,21,0,0,0,0,0,0,0,0.0,NaN,0,0
41259,18.0,0,3,1,0,2,2,0,0,0,0,1,14,342,0,0,,NaN,30,14
41260,57.5,1,4,1,0,3,1,1,14,365,3,1,19,0,0,0,,NaN,0,17
41261,32.5,0,1,7,0,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41262,27.5,0,1,1,0,3,4,0,0,0,0,0,0,0,1,0,,NaN,0,0
41263,17.0,0,4,6,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
41264,32.5,1,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
41265,20.0,1,4,1,0,1,1,1,15,120,8,1,17,12,0,0,,NaN,0,0
41266,17.0,0,4,1,1,2,99,1,15,24,0,1,16,14,0,0,0.0,25,0,0
41267,42.5,0,1,7,0,1,4,1,21,10,4,0,0,0,0,0,0.0,NaN,0,0
41268,32.5,0,2,1,1,3,4,1,12,5,2,1,15,0,0,0,,NaN,30,16
41269,13.0,0,3,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41270,15.0,0,2,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41271,32.5,0,3,1,0,1,1,1,14,12,0,1,15,0,0,0,,NaN,0,19
41272,24.5,1,2,7,0,2,1,1,21,52,3,0,0,0,0,0,0.0,NaN,0,0
41273,22.5,1,4,1,0,1,1,1,15,60,5,0,0,0,0,0,,NaN,0,15
41274,22.5,0,4,1,0,1,2,1,15,52,10,1,15,0,0,0,,NaN,0,0
41275,12.0,0,2,1,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41276,22.5,0,1,2,1,1,4,1,1,104,NaN,1,22,221,1,0,0.0,NaN,0,0
41277,57.5,0,4,1,0,1,4,1,18,50,4,0,0,0,0,0,,NaN,30,21
41278,57.5,1,3,2,0,2,1,1,16,0,0,1,16,0,0,0,,NaN,0,18
41279,32.5,1,4,5,0,2,1,1,16,30,0,1,16,180,1,0,,NaN,0,17
41280,42.5,0,1,1,1,2,1,1,12,0,0,1,13,0,0,0,,NaN,30,14
41281,14.0,1,2,2,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41282,27.5,1,2,1,0,1,1,1,18,156,2,1,22,0,0,0,0.0,NaN,0,0
41283,21.0,1,2,6,0,3,1,1,17,10,1,1,16,2,0,0,,NaN,30,15
41284,16.0,0,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41285,19.0,1,2,1,0,3,3,1,17,0,0,0,0,0,0,0,,NaN,30,16
41286,32.5,1,1,7,1,1,3,1,16,104,4,0,0,0,0,0,0.0,NaN,0,0
41287,70.0,0,3,1,0,2,4,1,NaN,12,1,0,0,0,0,0,0.0,NaN,0,0
41288,42.5,0,2,2,1,2,1,1,21,52,1,1,Not sure,5,0,0,0.0,NaN,0,0
41289,16.0,0,4,2,0,1,99,1,15,0,0,0,0,0,0,0,0.0,25,0,0
41290,32.5,1,4,7,0,1,1,1,19,72,NaN,1,19,0,0,0,,NaN,0,0
41291,57.5,1,1,1,0,1,4,1,3,300,1,1,16,0,0,0,,NaN,30,13
41292,15.0,1,4,7,0,2,99,1,13,104,1,1,13,0,0,0,0.0,100,0,0
41293,70.0,0,3,1,0,1,2,1,21,260,2,1,26,0,1,0,,NaN,0,0
41294,42.5,0,1,1,0,2,4,1,16,24,2,1,41,0,0,0,,NaN,0,20
41295,57.5,1,1,1,0,2,4,1,16,NaN,1,1,14,0,0,0,,NaN,30,14
41296,57.5,0,3,6,0,1,2,1,16,0,0,1,17,0,0,0,,NaN,0,12
41297,19.0,1,4,7,0,1,3,0,0,0,0,0,0,0,0,0,,NaN,2,18
41298,42.5,0,4,1,0,1,1,1,18,4,NaN,0,0,0,0,0,,NaN,0,0
41299,18.0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41300,70.0,1,1,7,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41301,70.0,0,2,1,0,1,4,1,NaN,0,0,0,0,0,0,0,,NaN,0,18
41302,14.0,1,1,7,1,2,99,0,0,0,0,1,12,60,0,0,,NaN,0,0
41303,20.0,0,2,7,0,1,1,1,18,10,0,0,0,0,0,0,0.0,NaN,0,0
41304,14.0,1,1,7,0,1,99,1,13,24,1,0,0,0,0,0,,NaN,0,0
41305,27.5,1,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41306,70.0,0,2,1,0,1,4,1,22,156,2,0,0,0,0,0,,NaN,0,0
41307,42.5,1,3,1,0,1,2,1,15,24,5,1,14,156,1,0,,NaN,0,0
41308,15.0,0,2,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
41309,32.5,0,2,1,0,2,2,1,21,5,0,0,0,0,0,0,,NaN,30,17
41310,42.5,1,3,1,0,1,1,1,19,24,3,0,0,0,0,0,0.0,NaN,0,0
41311,70.0,1,4,1,0,1,2,1,21,0,0,0,0,0,0,0,,NaN,30,19
41312,70.0,0,4,1,0,1,2,1,18,20,1,1,30,0,1,0,,NaN,0,15
41313,42.5,1,1,7,0,1,1,1,25,24,0,0,0,0,0,0,,NaN,0,0
41314,57.5,0,4,1,0,2,1,1,21,104,4,1,30,0,0,0,,NaN,0,18
41315,42.5,1,4,5,0,2,1,1,15,60,0,0,0,0,0,0,0.0,NaN,0,0
41316,22.5,1,4,3,0,3,1,1,7,104,6,1,16,20,1,0,,NaN,18,17
41317,22.5,0,1,2,1,3,4,1,5,4,0,1,13,312,1,0,,NaN,0,12
41318,18.0,0,4,2,1,2,2,1,16,52,NaN,1,17,20,0,0,0.0,NaN,0,0
41319,42.5,1,2,7,0,1,1,1,18,24,0,0,0,0,0,0,0.0,NaN,0,0
41320,57.5,1,2,1,0,3,4,1,18,2,0,1,40,365,0,0,,NaN,0,0
41321,70.0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41322,42.5,1,4,2,0,1,1,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
41323,15.0,1,2,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41324,42.5,1,4,1,0,1,1,1,13,120,6,1,13,0,0,0,,NaN,30,13
41325,32.5,0,3,1,1,2,4,1,14,0,0,1,14,260,1,0,,NaN,30,15
41326,14.0,1,3,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
41327,70.0,0,2,4,0,2,4,1,20,104,1,0,0,0,0,0,,NaN,0,22
41328,17.0,1,4,7,0,1,99,1,12,9,0,0,0,0,0,0,0.0,25,0,0
41329,57.5,0,2,1,0,3,1,1,14,72,0,1,15,12,0,0,,NaN,0,15
41330,14.0,0,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41331,42.5,1,4,1,0,1,1,1,21,356,3,1,21,0,0,0,,NaN,0,14
41332,12.0,0,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41333,27.5,0,2,1,0,1,1,1,20,36,1,0,0,0,0,0,,NaN,0,0
41334,42.5,1,4,1,0,3,1,1,12,156,2,1,14,0,0,0,,NaN,30,14
41335,16.0,0,2,6,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41336,16.0,1,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41337,57.5,1,3,1,0,3,1,1,13,364,6,1,13,0,1,0,,NaN,30,8
41338,57.5,0,4,1,0,2,4,1,30,0,0,0,0,0,0,0,,NaN,0,0
41339,24.5,1,2,3,0,1,1,1,12,20,4,1,14,364,0,0,,NaN,0,0
41340,42.5,1,3,1,0,1,1,1,16,180,4,1,16,0,0,0,0.0,NaN,0,0
41341,21.0,0,4,1,0,2,1,1,18,52,1,0,0,0,0,0,0.0,NaN,0,0
41342,15.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,,NaN,0,0
41343,22.5,1,3,2,0,1,1,1,12,156,2,0,0,0,0,0,,NaN,0,0
41344,70.0,1,3,1,0,1,2,1,40,0,0,0,0,0,0,0,0.0,NaN,0,0
41345,15.0,1,2,1,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41346,13.0,0,2,6,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41347,17.0,0,4,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41348,22.5,1,4,1,1,3,1,1,NaN,24,2,1,13,364,1,0,,NaN,0,14
41349,24.5,0,1,7,0,2,2,1,18,15,NaN,1,16,260,1,0,,NaN,30,18
41350,21.0,0,2,1,0,1,2,1,16,5,0,1,18,0,0,0,,NaN,1,17
41351,14.0,0,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41352,20.0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41353,70.0,1,4,1,0,1,4,1,15,6,1,0,0,0,0,0,,NaN,0,16
41354,42.5,0,4,5,0,1,1,1,21,104,1,0,0,0,0,0,0.0,NaN,0,0
41355,42.5,1,3,2,0,1,1,1,18,260,2,1,22,364,0,0,,NaN,0,0
41356,15.0,0,1,7,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41357,27.5,1,1,1,1,1,4,1,25,3,0,0,0,0,0,0,0.0,NaN,0,0
41358,57.5,0,2,1,0,2,1,1,18,120,1,0,0,0,0,0,0.0,NaN,0,0
41359,70.0,0,3,1,0,2,4,1,16,14,0,0,0,0,0,0,0.0,NaN,0,0
41360,70.0,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41361,42.5,0,4,1,0,1,1,1,18,6,2,0,0,0,0,0,,NaN,0,0
41362,32.5,0,4,5,0,1,2,0,0,0,0,0,0,0,0,0,,NaN,0,20
41363,12.0,1,4,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41364,57.5,0,4,1,0,3,4,1,19,36,1,0,0,0,0,0,0.0,NaN,0,0
41365,15.0,0,3,1,0,3,99,1,12,12,0,0,0,0,0,0,0.0,0,0,0
41366,12.0,1,3,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41367,70.0,0,2,1,0,3,4,1,21,48,1,0,0,0,0,0,,NaN,30,19
41368,27.5,1,4,1,0,3,4,1,18,0,0,0,0,0,0,0,,NaN,0,0
41369,42.5,1,3,5,0,1,1,1,18,104,8,1,18,0,0,0,,NaN,0,0
41370,70.0,0,2,1,0,2,4,1,19,36,1,0,0,0,0,0,0.0,NaN,0,0
41371,19.0,0,2,1,0,2,2,1,19,58,1,0,0,0,0,0,0.0,NaN,0,0
41372,42.5,0,3,5,0,1,1,1,16,10,0,0,0,0,0,0,,NaN,0,0
41373,22.5,0,1,1,0,1,1,1,16,156,1,1,16,0,0,0,,NaN,0,0
41374,70.0,1,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41375,27.5,0,4,1,0,1,1,1,17,104,1,0,0,0,0,0,0.0,NaN,0,0
41376,21.0,0,3,1,0,1,1,1,16,120,2,1,16,0,0,0,0.0,NaN,0,0
41377,13.0,1,1,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41378,16.0,1,1,7,0,1,99,1,14,24,2,1,14,312,0,0,,NaN,0,0
41379,57.5,1,4,1,0,2,1,1,15,360,4,1,10,0,1,0,,NaN,0,16
41380,70.0,1,2,1,0,2,4,1,17,15,1,1,35,0,0,0,,NaN,0,16
41381,32.5,1,1,7,1,2,3,1,23,36,0,1,25,NaN,0,0,,NaN,0,0
41382,20.0,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
41383,57.5,1,4,1,0,1,1,1,15,0,0,0,0,0,0,0,,NaN,0,0
41384,70.0,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,,NaN,0,19
41385,13.0,0,2,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
41386,42.5,1,2,1,0,3,1,1,14,10,5,1,11,364,1,20,,NaN,30,21
41387,42.5,1,2,2,0,1,1,1,22,0,0,1,22,0,0,0,,NaN,30,17
41388,12.0,0,2,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
