,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month
28269,57.5,1,4,1,0,3.0,2,1,21,300,3,1,18,0,0,0
28270,42.5,0,4,1,0,2.0,1,1,21,24,2,1,18,0,0,0
28271,42.5,0,3,1,0,3.0,1,1,18,3,0,1,20,0,0,0
28272,24.5,0,4,5,0,1.0,2,1,17,120,3,1,21,4,0,0
28273,42.5,0,4,1,0,1.0,1,1,18,5,1,0,0,0,0,0
28274,14.0,1,4,6,0,2.0,99,0,18,0,0,0,0,0,0,0
28275,27.5,0,4,6,0,1.0,1,1,15,156,2,0,0,0,1,0
28276,24.5,1,2,7,0,1.0,3,1,0,60,2,1,16,0,0,0
28277,42.5,0,2,7,0,1.0,1,1,16,0,0,0,0,0,0,0
28278,13.0,0,3,7,0,2.0,99,0,21,0,0,0,0,0,0,0
28279,22.5,0,4,1,0,3.0,4,1,21,6,1,0,0,0,0,0
28280,42.5,0,2,1,1,1.0,4,1,0,208,0,1,15,15,0,0
28281,42.5,0,2,7,0,3.0,1,1,17,36,1,0,0,0,0,0
28282,42.5,1,4,2,0,1.0,1,1,17,104,1,1,18,0,0,0
28283,12.0,1,4,1,0,1.0,99,0,19,0,0,0,0,0,0,0
28284,17.0,0,1,1,0,2.0,99,1,15,8,0,1,12,357,1,0
28285,17.0,0,1,2,1,2.0,99,0,16,0,0,0,0,0,1,0
28286,15.0,1,1,2,1,2.0,99,1,12,0,0,0,0,0,0,0
28287,22.5,1,2,2,1,2.0,1,1,0,104,3,1,19,10,0,0
28288,14.0,0,2,7,0,1.0,99,0,0,0,0,0,0,0,0,0
28289,42.5,1,3,1,1,1.0,1,1,0,312,1,1,15,90,0,0
28290,70.0,1,2,1,0,3.0,4,1,0,24,0,0,0,0,0,0
28291,24.5,1,3,7,0,1.0,4,1,18,260,3,1,13,0,0,0
28292,42.5,1,4,1,0,2.0,1,1,13,48,2,0,0,0,0,0
28293,15.0,1,4,7,0,2.0,99,1,0,3,0,1,13,156,1,0
28294,24.5,0,2,1,0,1.0,1,1,6,36,1,0,0,0,0,0
28295,57.5,1,3,7,0,1.0,2,1,0,144,NaN,0,0,0,0,0
28296,27.5,1,2,1,0,1.0,2,1,12,180,2,1,14,0,1,0
28297,27.5,1,2,1,0,1.0,3,1,18,48,0,0,0,0,0,0
28298,42.5,0,2,1,0,1.0,1,1,0,6,0,0,0,0,0,0
28299,14.0,1,4,1,0,3.0,99,1,16,10,2,1,8,70,0,0
28300,22.5,0,2,6,0,1.0,1,1,25,0,0,0,0,0,0,0
28301,42.5,0,2,1,0,3.0,4,1,25,2,0,1,22,0,1,11
28302,13.0,1,3,2,0,2.0,99,0,15,0,0,0,0,0,0,0
28303,22.5,0,2,1,1,2.0,2,1,16,104,4,1,15,104,0,0
28304,14.0,0,3,1,0,1.0,99,1,15,0,0,0,0,0,0,0
28305,18.0,0,1,7,0,2.0,4,1,17,0,0,0,0,0,0,0
28306,57.5,1,4,7,1,1.0,1,1,15,52,1,0,0,0,0,0
28307,13.0,1,3,1,0,3.0,99,0,16,0,0,0,0,0,0,0
28308,24.5,0,2,1,1,1.0,4,1,0,24,5,0,0,0,0,0
28309,27.5,0,1,2,0,1.0,4,0,18,0,0,0,0,0,0,0
28310,22.5,0,3,1,0,1.0,2,1,14,96,2,0,0,0,0,0
28311,21.0,1,2,1,0,2.0,4,0,9,0,0,1,14,260,0,0
28312,42.5,0,4,1,0,2.0,2,1,22,60,2,1,16,0,0,0
28313,13.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
28314,13.0,1,1,2,1,1.0,99,0,15,0,0,0,0,0,0,0
28315,21.0,0,1,1,0,1.0,2,1,0,104,4,1,18,342,0,0
28316,32.5,1,3,1,0,3.0,1,1,0,36,3,1,21,0,0,0
28317,27.5,0,1,2,1,1.0,2,1,21,52,2,0,0,0,0,0
28318,27.5,0,2,2,1,2.0,1,1,15,52,1,0,0,0,0,0
28319,57.5,0,1,1,0,1.0,4,0,13,0,0,0,0,0,0,0
28320,27.5,1,3,1,0,3.0,1,1,16,0,0,1,19,0,0,0
28321,21.0,0,1,7,0,3.0,4,0,0,0,0,0,0,0,0,0
28322,27.5,0,2,7,0,2.0,4,1,14,0,0,0,0,0,0,0
28323,21.0,1,1,1,0,2.0,4,0,13,0,0,0,0,0,0,0
28324,42.5,1,4,1,0,1.0,1,1,14,0,0,1,20,0,0,0
28325,22.5,1,4,7,0,1.0,1,1,15,48,1,1,14,0,0,0
28326,57.5,1,4,1,0,3.0,1,1,17,36,0,1,22,0,0,0
28327,13.0,1,2,7,0,2.0,99,0,18,0,0,0,0,0,0,0
28328,20.0,0,1,1,0,1.0,4,1,20,104,6,0,0,0,0,0
28329,14.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0
28330,22.5,1,2,6,0,1.0,1,1,17,17,0,0,0,0,0,0
28331,16.0,0,1,1,0,2.0,99,1,17,52,0,1,14,52,0,0
28332,42.5,1,4,2,0,3.0,1,1,0,240,1,1,19,104,1,0
28333,57.5,1,1,1,1,2.0,4,1,0,0,0,1,16,0,0,0
28334,12.0,0,4,1,0,1.0,99,0,19,0,0,0,0,0,0,0
28335,57.5,0,4,5,0,1.0,1,0,0,0,0,0,0,0,0,0
28336,22.5,1,3,5,0,1.0,1,1,15,260,5,1,18,0,0,0
28337,24.5,0,2,1,0,3.0,1,1,0,60,0,0,0,0,0,0
28338,70.0,1,4,1,0,1.0,2,1,18,156,1,0,0,0,0,0
28339,20.0,1,1,1,0,1.0,2,1,13,36,3,0,0,0,0,0
28340,42.5,1,4,1,0,2.0,1,1,0,52,1,1,11,0,0,0
28341,14.0,1,2,2,0,3.0,99,0,0,0,0,0,0,0,0,0
28342,18.0,0,4,3,0,1.0,4,0,0,0,0,1,13,24,0,0
28343,27.5,0,3,1,0,2.0,1,1,12,5,1,0,0,0,0,0
28344,22.5,1,2,1,0,3.0,1,1,0,5,0,0,0,0,0,0
28345,21.0,1,2,1,0,2.0,2,1,0,1,0,0,0,0,0,0
28346,22.5,1,3,1,0,1.0,1,1,14,12,0,0,0,0,0,0
28347,15.0,1,2,1,0,2.0,99,0,16,0,0,0,0,0,0,0
28348,14.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
28349,42.5,0,2,7,0,1.0,1,0,17,0,0,0,0,0,0,0
28350,27.5,0,4,1,0,1.0,1,1,19,84,3,1,26,0,0,0
28351,12.0,1,1,2,1,1.0,99,0,7,0,0,0,0,0,0,0
28352,24.5,1,2,7,0,2.0,1,1,15,12,0,1,13,208,0,0
28353,15.0,0,4,5,0,1.0,99,0,15,0,0,0,0,0,0,0
28354,32.5,0,3,1,0,1.0,4,1,15,260,2,1,15,0,0,0
28355,13.0,1,3,1,0,2.0,99,0,15,0,0,0,0,0,0,0
28356,15.0,1,2,7,0,3.0,99,0,8,0,0,0,0,0,0,0
28357,70.0,0,1,1,0,3.0,4,1,16,104,1,0,0,0,0,0
28358,27.5,0,1,7,1,2.0,4,0,18,0,0,0,0,0,0,0
28359,32.5,0,3,1,0,3.0,1,1,18,48,2,1,28,1,0,0
28360,42.5,0,4,7,0,2.0,1,1,15,3,2,1,15,0,0,0
28361,32.5,0,3,1,0,1.0,1,1,0,12,1,1,14,0,0,0
28362,42.5,0,1,1,1,1.0,4,0,15,0,0,0,0,0,0,0
28363,70.0,0,4,1,0,2.0,4,1,0,208,1,1,23,0,0,0
28364,24.5,1,4,1,0,1.0,1,1,0,208,4,1,17,0,1,0
28365,15.0,1,2,7,0,2.0,99,0,20,0,0,0,0,0,0,0
28366,27.5,1,3,3,0,1.0,1,0,17,0,0,0,0,0,0,0
28367,22.5,1,1,1,0,2.0,1,1,15,104,7,1,18,156,0,0
28368,70.0,1,2,1,0,1.0,4,1,15,0,0,1,30,0,0,0
28369,15.0,1,1,3,1,2.0,99,0,15,0,0,0,0,0,0,0
28370,17.0,0,4,1,0,2.0,99,1,0,4,0,1,17,10,0,0
28371,15.0,0,2,2,1,1.0,99,1,18,NaN,NaN,0,0,0,1,0
28372,21.0,0,2,1,0,2.0,2,1,16,22,0,0,0,0,0,0
28373,32.5,0,3,1,0,1.0,1,1,18,48,2,1,21,0,0,0
28374,24.5,1,2,5,0,2.0,4,1,21,0,0,0,0,0,1,0
28375,22.5,1,1,1,0,3.0,2,1,19,156,10,1,14,24,0,0
28376,32.5,1,2,6,1,1.0,4,1,15,0,0,1,13,0,1,0
28377,16.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
28378,32.5,1,4,7,1,2.0,4,1,0,156,3,1,11,104,0,0
28379,42.5,1,2,7,0,2.0,1,1,18,0,0,0,0,0,0,0
28380,70.0,0,2,1,0,2.0,4,1,0,48,0,0,0,0,0,0
28381,24.5,1,4,1,0,2.0,1,1,0,156,5,0,0,0,0,0
28382,42.5,1,2,7,0,3.0,1,0,14,0,0,0,0,0,1,0
28383,22.5,1,4,1,0,3.0,1,1,0,48,6,1,14,0,1,0
28384,24.5,0,3,1,0,2.0,1,1,22,10,1,0,0,0,1,0
28385,32.5,0,4,1,0,3.0,1,1,23,8,7,1,18,1,0,0
28386,18.0,1,2,1,0,3.0,2,1,19,10,0,1,13,34,0,0
28387,57.5,0,4,1,0,2.0,1,1,0,260,1,1,19,0,0,0
28388,17.0,0,2,7,0,1.0,99,1,14,156,4,1,15,0,0,0
28389,20.0,0,2,2,0,3.0,2,1,15,0,0,1,16,312,0,0
28390,70.0,0,3,1,0,2.0,4,1,21,52,1,0,0,0,0,0
28391,22.5,1,3,1,0,2.0,1,1,14,30,0,1,18,0,0,0
28392,27.5,1,4,2,0,2.0,1,1,12,84,3,1,19,24,0,0
28393,57.5,1,1,1,1,1.0,3,1,0,52,12,1,14,52,0,0
28394,12.0,0,4,1,0,1.0,99,0,17,0,0,0,0,0,0,0
28395,17.0,0,1,1,0,2.0,99,1,0,60,3,0,0,0,0,0
28396,57.5,1,3,1,0,2.0,1,1,21,0,0,0,0,0,0,0
28397,70.0,1,2,2,0,1.0,4,1,0,0,0,0,0,0,0,0
28398,12.0,1,2,7,1,1.0,99,0,0,0,0,0,0,0,0,0
28399,57.5,1,1,7,0,1.0,4,0,16,0,0,0,0,0,NaN,NaN
28400,57.5,0,2,2,0,3.0,1,0,0,0,0,0,0,0,0,0
28401,32.5,0,3,1,0,2.0,1,1,16,48,2,1,16,36,1,0
28402,32.5,0,1,7,1,2.0,4,0,17,0,0,0,0,0,0,0
28403,14.0,1,3,1,0,2.0,99,1,14,0,0,0,0,0,0,0
28404,13.0,0,4,1,0,1.0,99,0,24,0,0,0,0,0,0,0
28405,20.0,1,2,7,0,2.0,1,0,0,0,0,0,0,0,0,0
28406,42.5,1,2,1,1,1.0,1,1,21,24,0,1,19,0,1,0
28407,15.0,1,1,7,1,1.0,99,0,13,0,0,0,0,0,0,0
28408,32.5,1,4,1,0,1.0,1,1,0,15,4,1,12,0,0,0
28409,20.0,1,4,7,0,1.0,1,0,15,0,0,1,16,0,0,0
28410,27.5,1,2,1,1,1.0,2,1,35,364,1,1,14,342,1,0
28411,24.5,0,4,1,0,1.0,1,1,0,156,1,1,18,208,0,0
28412,27.5,1,3,3,0,3.0,2,1,15,156,2,1,15,0,0,0
28413,12.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,NaN,0
28414,17.0,0,4,3,0,3.0,99,1,0,2,0,1,16,336,1,0
28415,42.5,0,2,6,0,1.0,1,1,19,312,6,0,0,0,0,0
28416,57.5,1,2,1,0,1.0,4,1,18,48,1,1,22,0,1,0
28417,22.5,0,1,1,0,3.0,2,1,16,15,1,0,0,0,0,0
28418,57.5,1,4,2,0,3.0,4,1,21,24,1,1,19,0,0,0
28419,24.5,1,1,7,0,3.0,4,1,16,0,0,0,0,0,0,0
28420,42.5,1,3,2,0,3.0,1,1,21,96,4,1,21,0,1,0
28421,24.5,0,4,1,0,3.0,1,1,0,52,2,1,14,0,1,0
28422,57.5,1,4,7,0,2.0,1,1,17,52,2,1,13,0,0,0
28423,22.5,0,2,7,0,2.0,1,1,20,5,0,0,0,0,0,0
28424,27.5,0,1,7,1,3.0,3,1,0,6,0,1,19,0,0,0
28425,42.5,0,4,1,0,1.0,1,1,0,2,0,0,0,0,0,0
28426,32.5,0,2,7,0,1.0,2,1,16,60,2,0,0,0,0,0
28427,17.0,0,3,1,0,2.0,99,0,0,0,0,0,0,0,0,0
28428,42.5,0,3,1,1,1.0,2,0,12,0,0,0,0,0,0,0
28429,20.0,1,3,7,0,2.0,1,1,14,156,8,1,14,0,1,5
28430,42.5,1,1,1,0,2.0,4,1,14,260,4,1,14,10,1,8
28431,16.0,1,4,7,0,3.0,99,0,0,0,0,0,0,0,0,0
28432,19.0,1,1,7,0,1.0,3,1,0,15,0,1,16,NaN,0,0
28433,42.5,1,1,2,1,2.0,4,1,13,4,NaN,1,27,342,0,0
28434,22.5,1,3,1,0,3.0,1,1,19,40,1,0,0,0,0,0
28435,15.0,1,4,7,0,1.0,99,0,14,0,0,0,0,0,0,0
28436,24.5,0,1,2,1,1.0,1,1,15,48,1,1,21,0,0,0
28437,42.5,1,4,1,0,1.0,1,1,16,96,1,0,0,0,0,0
28438,32.5,1,4,1,0,1.0,1,1,8,96,3,0,0,0,0,0
28439,57.5,0,2,2,0,3.0,4,0,18,0,0,0,0,0,0,0
28440,42.5,0,4,2,0,1.0,1,1,22,52,1,1,21,2,0,0
28441,17.0,1,3,2,0,2.0,99,0,0,0,0,0,0,0,0,0
28442,70.0,0,2,1,0,1.0,4,0,13,0,0,0,0,0,0,0
28443,19.0,1,4,1,1,3.0,1,1,16,156,12,1,16,52,1,0
28444,21.0,0,4,7,0,1.0,1,1,16,144,3,1,17,0,0,0
28445,42.5,1,1,1,1,2.0,3,1,17,60,NaN,1,18,0,0,0
28446,32.5,0,4,7,0,2.0,2,1,14,0,0,1,15,0,0,0
28447,20.0,1,1,1,0,3.0,1,1,13,104,NaN,1,18,60,0,0
28448,24.5,0,3,7,1,3.0,4,1,16,60,2,0,0,0,0,0
28449,32.5,0,4,1,0,2.0,1,1,18,156,2,1,25,0,0,0
28450,42.5,0,4,2,0,2.0,1,1,16,0,0,0,0,0,0,0
28451,42.5,0,4,7,0,1.0,1,1,18,156,1,1,14,0,0,0
28452,42.5,1,1,7,0,1.0,4,0,11,0,0,0,0,0,0,0
28453,24.5,1,2,2,1,1.0,1,1,17,72,0,1,17,180,0,0
28454,32.5,0,3,7,0,3.0,1,1,0,156,NaN,1,15,0,0,0
28455,57.5,0,3,2,0,3.0,1,0,16,0,0,0,0,0,0,0
28456,22.5,0,2,6,1,1.0,1,1,0,2,1,1,18,0,0,0
28457,27.5,0,4,1,0,3.0,1,1,15,48,2,0,0,0,0,0
28458,19.0,0,2,7,0,1.0,1,0,16,0,0,0,0,0,0,0
28459,21.0,0,4,1,0,2.0,1,1,17,48,1,0,0,0,0,0
28460,12.0,0,4,7,0,2.0,99,0,0,0,0,0,0,0,NaN,NaN
28461,27.5,1,3,7,1,1.0,1,1,17,12,3,0,0,0,0,0
28462,13.0,0,2,7,0,3.0,99,0,18,0,0,0,0,0,0,0
28463,42.5,1,4,1,0,3.0,1,1,0,0,0,1,11,0,1,0
28464,42.5,1,1,1,1,3.0,1,1,17,1,0,1,20,0,0,0
28465,42.5,0,4,7,1,2.0,4,1,0,15,2,0,0,0,0,0
28466,24.5,0,2,1,0,3.0,4,0,18,0,0,0,0,0,0,0
28467,20.0,0,4,1,1,1.0,2,1,16,12,0,0,0,0,0,0
28468,57.5,1,1,2,1,2.0,3,1,15,4,1,1,16,36,0,0
28469,19.0,0,3,3,0,1.0,2,1,16,72,0,1,17,36,0,0
28470,14.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,NaN,0
28471,15.0,1,3,1,0,2.0,99,0,18,0,0,0,0,0,0,0
28472,57.5,0,3,1,0,1.0,1,0,0,0,0,0,0,0,0,0
28473,21.0,1,2,6,0,1.0,4,1,0,30,0,0,0,0,0,0
28474,21.0,0,1,1,1,3.0,1,1,18,52,1,0,0,0,0,0
28475,32.5,1,4,7,0,1.0,2,1,14,8,3,1,13,0,0,0
28476,16.0,1,2,2,0,2.0,99,1,0,3,0,1,16,42,0,0
28477,18.0,0,4,1,0,1.0,2,1,14,3,0,0,0,0,0,0
28478,15.0,0,1,2,1,2.0,99,0,15,0,0,0,0,0,0,0
28479,42.5,1,2,2,1,1.0,1,1,16,345,NaN,1,17,0,0,0
28480,22.5,0,3,1,0,3.0,1,1,0,260,30,1,18,0,0,0
28481,16.0,0,4,2,0,1.0,99,0,17,0,0,0,0,0,0,0
28482,19.0,0,2,1,0,1.0,4,1,18,0,0,1,15,0,0,0
28483,13.0,1,3,6,0,2.0,99,0,0,0,0,0,0,0,0,0
28484,18.0,1,4,1,0,1.0,2,0,19,0,0,0,0,0,0,0
28485,32.5,1,2,1,0,3.0,1,1,0,260,1,1,23,0,0,0
28486,42.5,0,3,1,1,2.0,2,1,22,0,0,0,0,0,0,0
28487,42.5,1,1,1,0,1.0,4,0,0,0,0,0,0,0,0,0
28488,42.5,1,2,2,1,2.0,1,1,0,360,3,1,25,0,0,0
28489,57.5,0,4,5,0,1.0,1,1,16,156,2,1,17,2,0,0
28490,42.5,1,4,1,0,3.0,1,0,14,0,0,0,0,0,0,0
28491,22.5,0,3,1,0,1.0,2,0,14,0,0,0,0,0,0,0
28492,27.5,0,3,1,0,3.0,4,1,0,36,1,1,16,0,0,0
28493,24.5,0,4,1,0,3.0,1,1,16,104,15,1,19,0,0,0
28494,18.0,1,1,1,0,2.0,4,1,0,24,3,1,14,120,0,0
28495,12.0,1,4,7,0,2.0,99,0,18,0,0,0,0,0,0,0
28496,57.5,0,4,1,0,1.0,1,1,18,52,2,1,16,0,0,0
28497,19.0,0,1,1,0,1.0,4,1,25,52,6,0,0,0,0,0
28498,57.5,0,3,1,0,3.0,2,0,0,0,0,0,0,0,1,0
28499,21.0,0,1,7,1,2.0,2,1,0,96,2,1,19,6,0,0
28500,22.5,0,2,1,1,3.0,4,1,0,0,0,1,18,60,0,0
28501,13.0,1,2,2,1,1.0,99,0,0,0,0,0,0,0,0,0
28502,42.5,1,2,1,0,1.0,1,1,0,24,5,1,12,240,1,0
28503,27.5,0,1,7,1,2.0,3,1,0,52,0,0,0,0,0,0
28504,42.5,1,4,2,0,1.0,1,1,13,52,1,0,0,0,0,0
28505,19.0,0,1,7,0,1.0,2,1,19,108,3,1,10,24,1,0
28506,42.5,0,4,7,0,3.0,2,1,18,0,0,0,0,0,1,0
28507,42.5,1,4,1,0,2.0,2,1,15,312,5,0,0,0,0,0
28508,57.5,1,1,1,0,1.0,4,1,14,0,0,0,0,0,0,0
28509,42.5,0,3,1,0,2.0,4,1,18,96,3,1,19,0,0,0
28510,14.0,1,1,2,1,1.0,99,0,0,0,0,0,0,0,0,0
28511,16.0,1,1,2,1,2.0,99,1,0,52,NaN,0,0,0,0,0
28512,42.5,1,2,7,1,2.0,1,1,0,0,0,1,13,0,0,0
28513,27.5,1,1,6,1,3.0,3,1,18,180,2,1,13,156,0,0
28514,27.5,1,2,1,0,2.0,1,1,15,24,2,1,11,0,0,0
28515,42.5,0,4,1,0,2.0,1,1,16,5,0,1,15,7,0,0
28516,57.5,0,4,1,0,3.0,1,1,6,0,0,0,0,0,0,0
28517,21.0,0,4,1,0,1.0,1,1,0,20,3,1,19,0,0,0
28518,15.0,1,4,1,0,1.0,99,0,18,0,0,1,13,2,0,0
28519,32.5,1,2,1,0,3.0,1,1,15,12,0,0,0,0,0,0
28520,15.0,1,2,1,0,1.0,99,0,18,0,0,0,0,0,0,0
28521,57.5,0,1,1,1,2.0,4,1,17,36,0,0,0,0,0,0
28522,57.5,1,1,1,1,1.0,1,1,15,200,0,1,12,0,1,0
28523,42.5,0,4,1,0,2.0,2,1,15,48,1,1,22,0,0,0
28524,27.5,1,2,2,1,3.0,3,1,0,104,5,1,25,NaN,1,0
28525,19.0,1,1,1,0,2.0,2,1,16,53,0,0,0,0,0,0
28526,32.5,1,4,1,0,2.0,1,1,14,0,0,0,0,0,0,0
28527,18.0,0,3,6,0,1.0,4,0,0,0,0,1,18,14,0,0
28528,57.5,1,4,1,0,1.0,1,0,15,0,0,0,0,0,0,0
28529,57.5,1,4,1,0,1.0,1,1,0,156,NaN,1,17,0,0,0
28530,19.0,1,4,2,0,2.0,3,1,15,52,2,1,14,365,0,0
28531,21.0,1,1,7,0,2.0,1,1,23,104,3,1,15,260,0,0
28532,15.0,0,4,1,0,2.0,99,0,18,0,0,0,0,0,0,0
28533,42.5,1,4,1,0,1.0,1,1,18,60,1,0,0,0,0,0
28534,57.5,0,4,1,0,1.0,1,1,18,36,1,0,0,0,0,0
28535,14.0,1,3,7,0,3.0,99,0,15,0,0,0,0,0,1,0
28536,57.5,1,2,2,0,1.0,4,1,17,14,1,0,0,0,0,0
28537,42.5,1,4,1,0,1.0,1,1,0,12,0,0,0,0,0,0
28538,19.0,1,2,6,0,2.0,2,1,14,104,5,1,14,156,1,0
28539,42.5,0,3,1,0,1.0,1,1,21,0,0,0,0,0,0,0
28540,19.0,1,1,1,0,2.0,4,1,18,10,10,0,0,0,0,0
28541,27.5,0,1,1,1,1.0,2,1,0,240,6,0,0,0,0,0
28542,42.5,1,4,1,0,1.0,1,1,17,9,2,1,17,0,0,0
28543,32.5,0,2,1,0,1.0,1,1,22,12,10,1,18,0,0,0
28544,42.5,1,3,5,0,3.0,3,1,10,0,0,0,0,0,0,0
28545,16.0,0,2,1,0,3.0,99,0,21,0,0,0,0,0,0,0
28546,42.5,1,2,1,0,1.0,1,0,16,0,0,0,0,0,0,0
28547,21.0,1,1,1,0,1.0,4,1,16,208,5,1,14,364,0,0
28548,14.0,1,2,2,0,2.0,99,0,21,0,0,0,0,0,0,0
28549,22.5,0,2,1,0,1.0,1,1,0,104,6,0,0,0,0,0
28550,27.5,1,2,6,0,1.0,1,1,0,156,1,0,0,0,0,0
28551,17.0,0,4,1,0,2.0,99,1,15,15,3,0,0,0,0,0
28552,27.5,0,4,1,0,3.0,1,1,NaN,0,0,0,0,0,0,0
28553,24.5,1,2,7,0,3.0,1,1,18,260,8,1,12,144,0,0
28554,14.0,1,1,2,1,1.0,99,0,18,0,0,0,0,0,0,0
28555,42.5,0,3,1,0,1.0,2,1,18,104,2,1,15,15,0,0
28556,15.0,1,4,1,0,2.0,99,1,15,4,0,0,0,0,0,0
28557,27.5,1,2,7,1,2.0,1,1,12,52,NaN,0,0,0,1,0
28558,14.0,0,4,1,1,1.0,99,0,0,0,0,0,0,0,0,0
28559,57.5,1,4,1,0,3.0,1,1,0,260,4,1,13,0,0,0
28560,22.5,0,4,1,0,3.0,2,1,0,312,5,1,16,208,1,2
28561,19.0,1,2,7,0,1.0,2,1,15,0,0,0,0,0,0,0
28562,32.5,0,4,1,0,2.0,4,1,12,0,0,0,0,0,0,0
28563,19.0,1,3,1,0,3.0,4,1,0,120,0,1,19,2,0,0
28564,70.0,0,4,1,0,1.0,1,1,0,3,0,0,0,0,1,0
28565,20.0,0,4,1,0,2.0,2,1,21,2,0,0,0,0,0,0
28566,32.5,1,2,1,0,2.0,1,1,16,12,0,0,0,0,0,0
28567,42.5,1,2,1,0,1.0,4,1,18,0,0,0,0,0,0,0
28568,14.0,0,4,7,0,1.0,99,0,40,0,0,0,0,0,0,0
28569,15.0,1,2,1,1,1.0,99,0,0,0,0,0,0,0,0,0
28570,32.5,1,4,1,0,2.0,1,1,0,24,1,0,0,0,0,0
28571,22.5,0,2,7,0,1.0,1,1,0,0,0,1,14,0,0,0
28572,27.5,0,1,7,0,3.0,2,0,18,0,0,0,0,0,0,0
28573,16.0,0,3,7,0,3.0,99,1,15,1,0,1,14,208,0,0
28574,32.5,0,2,1,0,2.0,1,1,16,0,0,0,0,0,0,0
28575,57.5,1,3,2,0,2.0,1,1,0,156,2,1,18,0,0,0
28576,70.0,0,1,1,0,1.0,2,1,21,300,1,0,0,0,0,0
28577,57.5,0,4,1,0,2.0,1,1,6,52,1,1,15,0,1,0
28578,21.0,1,3,7,0,2.0,1,1,16,240,0,1,21,1,0,0
28579,42.5,1,4,2,0,1.0,1,1,13,48,2,1,18,0,0,0
28580,32.5,1,4,1,0,1.0,1,1,NaN,104,5,1,15,364,0,0
28581,32.5,1,4,1,0,2.0,3,1,25,24,1,1,19,0,0,0
28582,57.5,0,4,3,0,2.0,4,1,20,60,2,1,18,0,0,0
28583,42.5,1,4,1,0,2.0,1,1,14,104,3,1,18,0,0,0
28584,32.5,1,1,1,1,1.0,4,1,15,104,2,1,18,156,0,0
28585,42.5,0,1,7,1,2.0,3,0,16,0,0,0,0,0,0,0
28586,70.0,0,2,1,1,3.0,4,1,20,12,0,0,0,0,0,0
28587,57.5,0,4,1,0,2.0,2,1,0,10,1,1,18,0,0,0
28588,32.5,0,4,1,0,2.0,2,1,0,0,0,0,0,0,0,0
28589,18.0,1,1,2,1,2.0,3,1,11,9,0,1,18,233,0,0
28590,16.0,1,2,7,0,3.0,99,0,0,0,0,0,0,0,0,0
28591,32.5,1,4,1,0,2.0,1,1,0,0,0,1,17,0,0,0
28592,22.5,1,4,1,0,2.0,3,1,13,72,0,1,17,260,1,0
28593,15.0,0,1,7,1,1.0,99,1,0,104,1,1,11,208,0,0
28594,70.0,1,2,1,0,2.0,4,1,0,60,2,0,0,0,0,0
28595,20.0,0,2,7,0,1.0,2,1,17,104,2,1,16,312,0,0
28596,20.0,1,1,1,0,1.0,2,0,15,0,0,0,0,0,0,0
28597,15.0,0,3,1,0,1.0,99,1,15,1,1,0,0,0,0,0
28598,24.5,1,2,2,0,1.0,1,1,20,52,3,1,18,0,0,0
28599,24.5,1,4,1,0,1.0,1,1,16,120,1,0,0,0,1,0
28600,24.5,0,1,5,0,2.0,2,1,20,1,0,0,0,0,0,0
28601,42.5,1,4,7,0,2.0,1,1,15,36,1,1,19,0,1,4
28602,17.0,0,2,6,0,3.0,99,0,0,0,0,0,0,0,0,0
28603,42.5,0,4,1,0,3.0,1,1,16,288,4,0,0,0,0,0
28604,32.5,1,4,6,0,1.0,1,1,0,0,0,1,14,0,0,0
28605,42.5,1,4,1,0,2.0,1,1,0,24,1,0,0,0,0,0
28606,32.5,1,4,1,0,1.0,1,1,0,144,3,1,14,0,0,0
28607,16.0,0,4,4,0,1.0,99,1,21,3,4,0,0,0,0,0
28608,70.0,1,4,1,0,1.0,1,1,0,360,2,0,0,0,1,0
28609,27.5,0,4,1,0,3.0,1,1,15,104,NaN,1,16,3,0,0
28610,17.0,1,3,1,0,3.0,99,1,19,52,NaN,1,16,NaN,0,0
28611,18.0,0,2,1,0,3.0,4,1,15,52,2,1,15,0,0,0
28612,18.0,1,2,7,1,2.0,3,0,0,0,0,0,0,0,0,0
28613,42.5,1,4,5,0,2.0,1,1,0,104,6,1,19,0,0,0
28614,32.5,0,2,2,0,1.0,4,1,15,36,1,0,0,0,0,0
28615,27.5,0,2,5,0,3.0,1,0,14,0,0,0,0,0,0,0
28616,70.0,1,2,2,0,1.0,4,1,21,104,0,1,15,0,0,0
28617,70.0,1,2,1,0,3.0,4,1,15,0,0,0,0,0,0,0
28618,20.0,0,1,6,1,2.0,4,1,0,180,10,1,15,0,0,0
28619,42.5,1,3,1,0,2.0,1,1,0,104,2,0,0,0,0,0
28620,18.0,0,4,1,0,2.0,4,1,15,336,2,1,16,52,0,0
28621,42.5,1,4,7,0,1.0,1,0,15,0,0,0,0,0,0,0
28622,42.5,0,4,5,0,3.0,4,0,21,0,0,0,0,0,0,0
