,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month
5661,16.0,0,4,7,0,2.0,99,0,20,0,0,1,14,4,0,0
5662,32.5,1,1,7,1,2.0,3,1,0,0,0,0,0,0,0,0
5663,57.5,1,1,7,1,2.0,1,1,0,0,0,1,14,0,0,0
5664,17.0,0,3,1,0,1.0,99,0,17,0,0,0,0,0,0,0
5665,42.5,0,4,1,0,2.0,2,1,18,24,2,0,0,0,0,0
5666,42.5,1,1,1,0,1.0,1,0,18,0,0,0,0,0,0,0
5667,27.5,0,2,1,0,1.0,1,1,0,0,0,0,0,0,0,0
5668,17.0,1,2,7,1,3.0,99,0,16,0,0,0,0,0,0,0
5669,20.0,0,2,1,0,1.0,2,1,18,0,0,1,18,0,0,0
5670,16.0,0,3,2,1,1.0,99,1,18,312,0,1,12,108,0,0
5671,27.5,0,3,7,0,3.0,4,0,16,0,0,0,0,0,0,0
5672,13.0,0,4,6,0,2.0,99,0,12,0,0,0,0,0,0,0
5673,24.5,0,2,2,1,1.0,1,1,14,52,2,1,15,0,0,0
5674,19.0,1,2,7,1,2.0,1,1,18,2,1,0,0,0,0,0
5675,42.5,1,4,1,0,1.0,1,1,13,208,1,1,18,0,0,0
5676,21.0,0,1,3,0,3.0,4,1,2,1,0,1,17,0,1,0
5677,42.5,1,4,7,1,2.0,1,1,18,104,5,1,17,0,0,0
5678,27.5,0,1,7,0,1.0,1,0,17,0,0,0,0,0,0,0
5679,18.0,1,1,2,1,1.0,3,0,0,0,0,0,0,0,0,0
5680,14.0,1,4,7,0,1.0,99,0,14,0,0,0,0,0,0,0
5681,57.5,1,3,6,0,1.0,1,1,16,0,0,1,16,0,0,0
5682,21.0,0,4,1,0,1.0,1,1,16,60,2,1,15,0,0,0
5683,22.5,1,4,2,0,2.0,2,1,0,30,1,1,18,104,0,0
5684,27.5,0,4,1,0,1.0,1,1,0,36,1,0,0,0,0,0
5685,32.5,1,2,7,0,3.0,1,0,18,0,0,0,0,0,0,0
5686,17.0,1,1,3,1,2.0,99,0,16,0,0,1,16,0,0,0
5687,27.5,1,4,1,0,2.0,1,1,0,208,2,1,18,1,1,0
5688,42.5,1,2,1,0,2.0,2,1,0,12,0,0,0,0,0,0
5689,27.5,0,4,5,0,1.0,4,0,0,0,0,0,0,0,0,0
5690,24.5,1,3,1,0,2.0,3,1,21,208,4,1,19,0,0,0
5691,32.5,0,4,1,0,2.0,1,1,14,364,4,1,17,0,0,0
5692,14.0,1,1,5,0,2.0,99,0,0,0,0,0,0,0,0,0
5693,27.5,1,4,7,0,2.0,1,1,0,36,5,0,0,0,0,0
5694,21.0,0,4,1,0,1.0,1,1,0,104,2,1,18,0,0,0
5695,13.0,0,1,1,1,1.0,99,0,0,0,0,0,0,0,0,0
5696,22.5,1,3,1,0,2.0,1,1,21,72,2,0,0,0,0,0
5697,27.5,1,2,1,0,1.0,1,0,0,0,0,0,0,0,0,0
5698,24.5,1,3,1,0,2.0,3,1,0,216,15,0,0,0,0,0
5699,27.5,0,2,1,0,2.0,1,1,18,52,2,1,17,0,1,3
5700,32.5,1,4,1,0,1.0,1,1,18,208,2,1,16,0,1,0
5701,24.5,0,4,1,0,1.0,1,1,0,104,2,1,21,1,0,0
5702,27.5,0,4,7,0,3.0,1,1,0,48,10,1,16,0,1,0
5703,13.0,1,3,5,0,2.0,99,0,21,0,0,0,0,0,0,0
5704,27.5,0,1,1,1,3.0,4,1,0,104,0,0,0,0,0,0
5705,24.5,0,2,1,0,2.0,1,1,0,0,0,1,19,12,1,5
5706,24.5,1,2,1,0,2.0,4,1,12,104,5,1,15,0,1,1
5707,42.5,0,2,1,0,2.0,1,1,21,12,1,1,17,0,0,0
5708,27.5,1,2,1,0,2.0,1,1,0,104,2,1,16,0,0,0
5709,18.0,0,2,6,0,2.0,4,0,10,0,0,0,0,0,0,0
5710,12.0,1,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0
5711,24.5,1,2,1,0,3.0,1,1,16,312,1,1,19,1,0,0
5712,27.5,1,3,7,0,3.0,1,1,NaN,9,1,0,0,0,0,0
5713,22.5,0,2,7,0,1.0,4,0,21,0,0,0,0,0,0,0
5714,22.5,1,4,1,1,1.0,3,0,17,0,0,0,0,0,0,0
5715,42.5,1,4,1,0,3.0,1,1,17,3,0,0,0,0,0,0
5716,27.5,1,2,1,1,1.0,1,1,18,60,2,1,21,260,1,0
5717,42.5,1,4,1,0,3.0,1,1,0,156,1,1,17,0,0,0
5718,57.5,0,4,1,0,3.0,4,0,8,0,0,1,52,1,0,0
5719,12.0,1,4,6,0,3.0,99,0,0,0,0,0,0,0,0,0
5720,22.5,0,4,1,0,2.0,2,1,0,156,2,1,15,324,1,0
5721,15.0,1,3,7,0,1.0,99,0,15,0,0,0,0,0,0,0
5722,12.0,1,4,1,0,3.0,99,0,13,0,0,0,0,0,1,1
5723,42.5,0,2,1,1,3.0,4,1,16,0,0,1,20,0,0,0
5724,27.5,0,2,7,0,3.0,4,1,0,36,0,0,0,0,0,0
5725,12.0,0,2,7,1,1.0,99,0,17,0,0,0,0,0,0,0
5726,27.5,0,2,2,0,1.0,1,0,18,0,0,0,0,0,0,0
5727,17.0,0,4,7,0,1.0,99,0,0,0,0,0,0,0,NaN,NaN
5728,42.5,1,2,7,0,1.0,1,1,16,24,3,0,0,0,0,0
5729,32.5,0,4,7,0,3.0,1,1,15,260,2,1,26,1,0,0
5730,57.5,1,4,7,0,3.0,1,1,21,0,0,1,13,0,0,0
5731,42.5,0,1,7,0,3.0,1,1,20,192,2,1,16,0,0,0
5732,16.0,0,4,1,0,2.0,99,1,10,3,1,0,0,0,0,0
5733,42.5,0,4,5,0,1.0,1,1,16,104,3,1,40,0,0,0
5734,22.5,0,1,4,1,1.0,4,1,17,0,0,0,0,0,0,0
5735,18.0,0,2,2,0,2.0,4,1,19,0,0,1,12,0,0,0
5736,13.0,1,2,1,0,1.0,99,0,18,0,0,0,0,0,0,0
5737,42.5,1,1,2,0,2.0,1,1,20,156,2,1,18,0,0,0
5738,14.0,1,3,7,0,2.0,99,0,18,0,0,0,0,0,0,0
5739,13.0,0,1,7,1,1.0,99,0,17,0,0,0,0,0,1,4
5740,70.0,1,4,1,0,2.0,1,0,NaN,0,0,0,0,0,0,0
5741,18.0,0,4,1,0,3.0,2,1,17,3,2,0,0,0,0,0
5742,42.5,1,4,2,0,3.0,1,1,12,48,2,0,0,0,0,0
5743,27.5,0,2,1,0,1.0,1,1,13,12,1,0,0,0,0,0
5744,42.5,0,4,1,0,1.0,1,1,21,2,0,0,0,0,0,0
5745,17.0,1,4,5,0,3.0,99,1,0,104,1,1,12,0,0,0
5746,42.5,0,3,1,0,2.0,1,1,18,48,2,0,0,0,0,0
5747,42.5,0,2,7,0,2.0,1,0,16,0,0,0,0,0,0,0
5748,18.0,0,2,7,0,2.0,3,1,10,2,3,1,14,0,0,0
5749,19.0,0,2,1,0,2.0,3,1,0,156,6,1,14,0,0,0
5750,70.0,0,1,2,1,3.0,4,1,18,0,0,0,0,0,0,0
5751,24.5,1,3,1,0,3.0,1,1,16,5,0,1,16,0,0,0
5752,27.5,0,3,1,0,3.0,1,1,20,10,1,0,0,0,1,0
5753,42.5,1,4,1,0,3.0,1,1,0,156,3,1,19,0,0,0
5754,15.0,0,4,7,0,2.0,99,1,18,47,0,1,14,60,0,0
5755,32.5,0,2,2,0,3.0,4,0,13,0,0,0,0,0,0,0
5756,42.5,0,1,1,0,2.0,1,1,15,7,0,1,18,240,0,0
5757,42.5,1,4,1,0,1.0,4,1,18,104,1,0,0,0,0,0
5758,14.0,1,1,7,1,1.0,99,0,21,0,0,0,0,0,0,0
5759,57.5,0,4,1,0,1.0,1,1,0,364,2,0,0,0,0,0
5760,42.5,0,4,1,0,1.0,1,1,17,0,0,1,20,0,1,0
5761,22.5,0,3,1,0,2.0,2,1,18,24,2,1,19,0,0,0
5762,12.0,0,2,1,0,1.0,99,0,13,0,0,0,0,0,0,0
5763,27.5,1,1,1,0,1.0,1,1,0,156,5,1,12,12,0,0
5764,32.5,0,2,7,0,1.0,1,1,0,12,0,0,0,0,0,0
5765,20.0,1,2,2,1,2.0,2,0,0,0,0,0,0,0,1,0
5766,42.5,0,4,1,0,1.0,1,1,15,208,2,1,21,0,0,0
5767,16.0,0,4,1,0,1.0,99,0,15,0,0,0,0,0,0,0
5768,12.0,0,4,1,0,3.0,99,0,17,0,0,0,0,0,0,0
5769,20.0,0,1,7,1,2.0,2,1,0,2,0,0,0,0,0,0
5770,42.5,1,4,1,0,1.0,1,1,0,156,4,1,44,2,0,0
5771,16.0,1,3,2,0,2.0,99,0,21,0,0,0,0,0,1,0
5772,17.0,1,2,1,0,2.0,99,1,15,36,8,1,15,156,0,0
5773,22.5,1,2,5,1,2.0,1,1,11,156,6,1,21,156,0,0
5774,14.0,0,2,1,0,2.0,99,0,14,0,0,0,0,0,1,0
5775,14.0,0,4,1,0,2.0,99,0,0,0,0,0,0,0,NaN,0
5776,70.0,1,4,5,0,1.0,4,1,0,52,2,0,0,0,0,0
5777,57.5,0,2,2,0,3.0,1,1,16,1,0,1,17,0,1,0
5778,32.5,0,1,1,1,1.0,1,1,15,36,4,0,0,0,0,0
5779,27.5,0,1,1,0,2.0,4,1,20,52,2,1,20,0,0,0
5780,20.0,1,2,7,0,1.0,2,0,0,0,0,0,0,0,0,0
5781,24.5,0,2,7,0,3.0,1,1,16,52,0,0,0,0,0,0
5782,13.0,0,1,1,1,1.0,99,0,13,0,0,0,0,0,0,0
5783,12.0,0,4,1,0,3.0,99,0,15,0,0,0,0,0,0,0
5784,32.5,1,2,1,0,1.0,1,1,12,0,0,0,0,0,0,0
5785,17.0,0,2,7,1,3.0,99,1,15,12,0,1,15,24,0,0
5786,42.5,0,2,7,0,1.0,1,1,14,2,0,0,0,0,0,0
5787,57.5,1,2,1,0,1.0,4,0,12,0,0,0,0,0,0,0
5788,13.0,1,2,1,0,1.0,99,0,18,0,0,0,0,0,0,0
5789,14.0,0,4,1,1,1.0,99,1,14,2,0,0,0,0,0,0
5790,22.5,0,2,1,0,2.0,1,1,0,60,4,1,16,2,0,0
5791,21.0,0,2,7,0,1.0,4,0,13,0,0,0,0,0,0,0
5792,20.0,1,3,5,0,1.0,2,1,10,4,0,1,18,0,0,0
5793,20.0,1,3,7,0,2.0,4,1,18,3,4,1,10,0,0,0
5794,42.5,0,3,1,0,3.0,1,1,20,104,3,1,21,0,0,0
5795,42.5,0,1,1,1,1.0,4,1,18,36,2,0,0,0,0,0
5796,27.5,1,2,7,1,3.0,1,1,6,12,24,1,12,0,1,0
5797,12.0,1,4,7,0,1.0,99,0,0,0,0,0,0,0,0,0
5798,21.0,1,3,1,0,1.0,2,1,17,72,2,1,19,48,0,0
5799,42.5,0,1,4,1,2.0,4,0,15,0,0,0,0,0,0,0
5800,20.0,0,2,3,0,1.0,2,1,18,0,0,1,17,0,0,0
5801,70.0,1,4,1,0,1.0,4,1,15,1,0,0,0,0,0,0
5802,16.0,0,4,1,0,1.0,99,1,24,5,0,1,16,1,0,0
5803,70.0,1,1,7,0,2.0,4,1,0,0,0,0,0,0,0,0
5804,42.5,1,2,1,0,2.0,1,1,15,108,1,1,18,0,0,0
5805,42.5,0,2,1,0,1.0,1,1,0,0,0,0,0,0,0,0
5806,15.0,0,4,1,0,2.0,99,1,18,12,0,1,12,0,0,0
5807,24.5,0,2,1,1,3.0,4,1,0,0,0,0,0,0,0,0
5808,13.0,1,2,2,1,2.0,99,1,17,228,0,1,11,208,NaN,NaN
5809,22.5,0,1,5,1,1.0,1,1,18,12,1,0,0,0,0,0
5810,42.5,0,4,1,0,1.0,1,1,0,1,0,0,0,0,0,0
5811,57.5,0,2,3,1,2.0,4,1,21,36,18,0,0,0,1,0
5812,14.0,1,1,1,1,2.0,99,1,21,36,1,0,0,0,0,0
5813,42.5,0,1,7,1,1.0,4,0,13,0,0,0,0,0,0,0
5814,70.0,0,1,1,1,1.0,4,1,0,0,0,0,0,0,0,0
5815,42.5,1,4,1,0,2.0,1,1,14,208,2,1,15,0,0,0
5816,20.0,1,4,1,0,3.0,1,0,0,0,0,0,0,0,0,0
5817,57.5,1,1,7,1,3.0,4,1,16,0,0,1,20,0,0,0
5818,19.0,0,1,2,1,1.0,1,0,0,0,0,0,0,0,0,0
5819,24.5,0,1,2,1,2.0,4,1,0,0,0,1,19,180,0,0
5820,16.0,1,1,7,1,2.0,99,0,16,0,0,0,0,0,0,0
5821,13.0,0,4,1,0,1.0,99,1,13,Not sure,0,0,0,0,0,0
5822,16.0,1,1,7,1,3.0,99,1,0,48,8,1,15,288,0,0
5823,22.5,1,2,7,0,3.0,1,1,18,12,2,0,0,0,0,0
5824,21.0,1,2,7,0,1.0,4,1,21,1,0,0,0,0,0,0
5825,15.0,1,4,7,0,2.0,99,0,21,0,0,0,0,0,0,0
5826,19.0,0,1,2,1,1.0,2,0,15,0,0,0,0,0,0,0
5827,16.0,0,2,2,1,1.0,99,1,20,7,0,0,0,0,0,0
5828,32.5,1,2,7,0,1.0,1,1,11,96,12,1,18,0,1,0
5829,42.5,0,2,2,0,2.0,1,1,21,0,0,1,19,0,0,0
5830,24.5,1,1,1,0,3.0,2,1,0,364,4,1,14,36,1,0
5831,16.0,1,4,1,0,1.0,99,1,NaN,3,NaN,0,0,0,0,0
5832,15.0,0,3,1,0,2.0,99,0,NaN,0,0,0,0,0,0,0
5833,70.0,0,2,1,1,2.0,4,0,21,0,0,0,0,0,0,0
5834,42.5,0,2,7,1,1.0,3,1,13,208,4,1,16,3,0,0
5835,21.0,1,1,1,0,3.0,2,1,16,144,4,1,21,4,0,0
5836,13.0,0,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0
5837,24.5,1,4,1,0,1.0,1,1,16,260,2,1,19,0,0,0
5838,42.5,0,3,2,1,2.0,3,1,0,120,5,0,0,0,0,0
5839,32.5,0,4,1,0,2.0,4,1,15,312,2,0,0,0,0,0
5840,57.5,1,1,2,1,2.0,4,1,21,312,0,1,14,2,1,0
5841,57.5,1,4,1,0,2.0,1,1,15,312,2,1,17,0,0,0
5842,57.5,1,4,7,0,2.0,1,1,17,Not sure,0,0,0,0,0,0
5843,13.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
5844,32.5,0,1,5,0,1.0,4,0,0,0,0,0,0,0,0,0
5845,42.5,0,2,7,1,1.0,4,0,13,0,0,0,0,0,0,0
5846,42.5,1,1,7,1,1.0,4,0,19,0,0,1,11,0,0,0
5847,13.0,0,4,1,0,1.0,99,0,22,0,0,0,0,0,0,0
5848,18.0,1,2,1,0,2.0,4,0,13,0,0,0,0,0,0,0
5849,18.0,0,1,2,0,2.0,4,0,13,0,0,0,0,0,0,0
5850,42.5,0,2,5,0,1.0,1,1,17,0,0,0,0,0,0,0
5851,42.5,0,4,2,0,2.0,1,1,14,8,1,0,0,0,0,0
5852,32.5,0,4,1,0,3.0,2,1,0,156,1,1,20,0,0,0
5853,14.0,1,1,1,0,2.0,99,0,17,0,0,0,0,0,0,0
5854,70.0,0,2,1,0,1.0,4,1,35,0,0,0,0,0,0,0
5855,57.5,1,4,1,0,1.0,1,1,10,208,2,1,14,0,0,0
5856,57.5,0,2,6,0,2.0,4,1,14,324,3,1,17,0,1,0
5857,15.0,1,2,7,1,3.0,99,0,14,0,0,0,0,0,0,0
5858,70.0,0,1,1,0,1.0,4,1,16,0,0,0,0,0,0,0
5859,42.5,1,4,1,0,1.0,1,1,0,12,3,1,12,0,1,3
5860,57.5,0,2,5,0,2.0,2,1,15,0,0,0,0,0,0,0
5861,20.0,1,4,1,0,2.0,1,1,21,208,3,1,18,0,0,0
5862,70.0,1,2,7,0,3.0,4,1,23,0,0,0,0,0,0,0
5863,24.5,1,1,7,0,1.0,1,1,15,208,2,1,18,0,0,0
5864,15.0,0,4,1,0,3.0,99,0,12,0,0,0,0,0,0,0
5865,42.5,1,3,1,0,2.0,1,1,9,0,0,1,15,0,0,0
5866,24.5,0,3,1,0,2.0,1,1,13,24,1,0,0,0,0,0
5867,32.5,0,1,2,0,3.0,3,1,17,48,2,0,0,0,0,0
5868,22.5,0,4,2,0,1.0,1,1,0,208,3,1,17,104,0,0
5869,42.5,0,1,2,1,1.0,3,1,19,0,0,0,0,0,0,0
5870,18.0,0,1,1,0,1.0,2,0,0,0,0,0,0,0,0,0
5871,22.5,0,4,1,0,1.0,1,1,16,25,2,1,17,0,0,0
5872,16.0,1,4,1,0,1.0,99,1,0,2,NaN,0,0,0,0,0
5873,17.0,0,2,7,0,3.0,99,1,12,0,0,0,0,0,0,0
5874,42.5,1,3,7,0,2.0,1,1,14,208,3,0,0,0,1,0
5875,42.5,0,2,7,0,1.0,1,1,7,0,0,0,0,0,0,0
5876,22.5,0,3,7,0,3.0,1,1,0,108,2,1,16,0,0,0
5877,42.5,1,1,1,1,3.0,4,0,6,0,0,0,0,0,0,0
5878,70.0,1,2,1,1,3.0,2,1,0,48,NaN,0,0,0,0,0
5879,24.5,1,1,7,0,3.0,1,1,19,0,0,1,16,0,0,0
5880,42.5,0,3,5,0,1.0,1,0,0,0,0,0,0,0,0,0
5881,70.0,0,2,2,0,2.0,4,0,18,0,0,0,0,0,0,0
5882,42.5,0,2,1,0,1.0,4,0,16,0,0,0,0,0,0,0
5883,32.5,0,2,6,0,3.0,4,1,18,0,0,1,11,0,1,0
5884,42.5,0,3,1,0,3.0,4,1,0,60,1,0,0,0,0,0
5885,12.0,0,2,2,0,1.0,99,0,7,0,0,0,0,0,0,0
5886,42.5,0,4,7,0,1.0,1,0,14,0,0,0,0,0,0,0
5887,27.5,1,4,1,0,1.0,1,1,0,156,4,1,17,358,0,0
5888,16.0,1,4,1,0,1.0,99,0,14,0,0,0,0,0,0,0
5889,18.0,1,2,2,1,2.0,4,1,22,2,1,0,0,0,0,0
5890,21.0,1,3,1,0,2.0,4,1,9,3,0,0,0,0,0,0
5891,17.0,1,3,2,0,2.0,99,1,15,1,0,0,0,0,0,0
5892,32.5,0,4,1,0,2.0,1,1,17,36,2,0,0,0,0,0
5893,42.5,0,1,2,1,1.0,4,0,21,0,0,0,0,0,0,0
5894,42.5,1,4,1,0,2.0,1,1,15,361,1,0,0,0,1,0
5895,20.0,1,2,7,0,2.0,1,1,17,0,0,0,0,0,0,0
5896,20.0,0,4,1,0,2.0,1,1,17,120,2,1,15,12,0,0
5897,42.5,0,2,1,0,1.0,2,1,22,10,0,1,20,0,0,0
5898,17.0,0,4,1,0,1.0,99,1,17,NaN,NaN,0,0,0,0,0
5899,24.5,0,2,1,1,3.0,4,1,0,0,0,0,0,0,0,0
5900,70.0,1,2,5,0,1.0,4,1,16,48,1,0,0,0,0,0
5901,32.5,1,2,1,0,1.0,1,1,17,84,7,1,14,364,1,0
5902,27.5,1,4,6,0,3.0,1,1,15,208,2,1,16,12,1,0
5903,32.5,1,2,1,1,3.0,1,1,16,0,0,1,10,0,1,0
5904,14.0,0,1,1,1,1.0,99,1,15,0,0,0,0,0,0,0
5905,32.5,0,1,1,1,3.0,4,0,13,0,0,0,0,0,0,0
5906,57.5,0,1,1,1,2.0,4,1,17,0,0,0,0,0,0,0
5907,15.0,1,4,1,0,2.0,99,1,0,4,0,0,0,0,0,0
5908,22.5,1,4,1,0,1.0,2,1,15,104,4,1,18,0,0,0
5909,20.0,0,2,1,0,3.0,4,1,0,260,3,0,0,0,0,0
5910,18.0,1,2,4,0,1.0,3,0,18,0,0,0,0,0,1,0
5911,13.0,0,2,2,0,3.0,99,0,16,0,0,0,0,0,0,0
5912,42.5,0,4,1,1,2.0,3,1,15,156,8,1,12,0,0,0
5913,13.0,0,1,7,1,1.0,99,0,22,0,0,0,0,0,0,0
5914,24.5,0,2,1,0,1.0,1,1,16,10,0,0,0,0,0,0
5915,32.5,1,2,1,0,1.0,1,1,0,48,1,0,0,0,0,0
5916,42.5,0,4,1,0,1.0,3,1,13,156,1,1,14,0,0,0
5917,19.0,0,4,1,0,1.0,2,0,14,0,0,0,0,0,0,0
5918,42.5,1,4,6,0,1.0,1,1,17,36,3,1,16,0,0,0
5919,42.5,0,3,5,0,2.0,1,1,16,120,NaN,0,0,0,0,0
5920,57.5,0,2,7,0,1.0,4,1,21,4,0,0,0,0,0,0
5921,15.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
5922,42.5,1,2,7,0,2.0,1,1,14,4,0,0,0,0,0,0
5923,42.5,0,4,1,0,2.0,1,1,0,60,2,0,0,0,0,0
5924,24.5,0,2,2,0,2.0,1,1,0,48,2,0,0,0,1,0
5925,13.0,1,3,1,0,3.0,99,0,13,0,0,0,0,0,0,0
5926,70.0,1,2,1,0,2.0,4,1,18,48,2,1,28,2,0,0
5927,21.0,0,1,7,1,2.0,1,1,10,8,NaN,0,0,0,0,0
5928,32.5,0,4,1,0,2.0,1,1,17,0,0,1,14,0,0,0
5929,42.5,1,2,6,0,3.0,1,1,0,12,3,1,15,364,0,0
5930,21.0,1,1,1,0,1.0,4,0,14,0,0,0,0,0,0,0
5931,57.5,1,4,1,0,1.0,1,1,17,364,5,1,18,0,0,0
5932,32.5,0,3,1,0,3.0,2,1,0,48,2,0,0,0,0,0
5933,57.5,1,4,1,0,1.0,1,1,12,156,2,0,0,0,0,0
5934,42.5,0,4,1,0,2.0,1,1,5,260,2,0,0,0,0,0
5935,22.5,0,3,6,0,3.0,1,1,16,24,0,0,0,0,0,0
5936,22.5,0,2,7,0,1.0,3,1,0,5,1,0,0,0,0,0
5937,70.0,0,2,1,0,1.0,4,1,0,260,1,0,0,0,0,0
5938,22.5,1,2,1,0,3.0,1,1,0,10,7,0,0,0,0,0
5939,32.5,0,4,1,0,1.0,2,1,18,48,1,1,19,0,0,0
5940,14.0,0,4,1,0,3.0,99,0,15,0,0,0,0,0,0,0
5941,15.0,0,4,1,0,3.0,99,1,16,NaN,NaN,0,0,0,0,0
5942,70.0,0,2,1,0,2.0,4,1,21,120,NaN,1,40,0,0,0
5943,20.0,0,3,1,0,1.0,2,1,15,25,1,1,16,48,0,0
5944,16.0,1,3,7,1,3.0,99,0,0,0,0,0,0,0,0,0
5945,12.0,1,2,1,0,3.0,99,0,21,0,0,0,0,0,NaN,NaN
5946,32.5,1,2,2,0,1.0,1,1,16,52,NaN,0,0,0,0,0
5947,32.5,0,1,2,1,1.0,4,1,0,3,1,0,0,0,0,0
5948,32.5,0,4,1,1,2.0,1,1,NaN,52,3,0,0,0,0,0
5949,32.5,1,2,1,0,2.0,2,1,15,0,0,1,17,120,0,0
5950,32.5,1,1,7,1,1.0,4,1,21,0,0,1,12,12,0,0
5951,24.5,0,2,1,0,3.0,1,1,15,24,0,1,15,0,0,0
5952,24.5,0,1,1,1,1.0,1,1,16,7,4,0,0,0,0,0
5953,57.5,0,2,1,0,2.0,1,0,0,0,0,0,0,0,0,0
5954,22.5,0,4,2,1,2.0,3,0,16,0,0,0,0,0,0,0
5955,22.5,1,2,1,0,1.0,1,1,15,96,3,1,21,0,0,0
5956,32.5,1,3,1,0,2.0,4,1,13,0,0,1,16,0,1,30
5957,14.0,1,1,7,1,1.0,99,0,0,0,0,0,0,0,0,0
5958,42.5,1,4,1,0,2.0,1,1,17,0,0,0,0,0,0,0
5959,32.5,0,3,2,0,1.0,1,1,18,13,1,1,19,0,0,0
5960,15.0,1,3,1,1,1.0,99,0,11,0,0,0,0,0,0,0
5961,57.5,1,2,1,0,2.0,1,1,15,260,NaN,1,17,24,1,0
5962,42.5,1,2,5,0,3.0,1,0,17,0,0,0,0,0,0,0
5963,12.0,1,4,1,0,3.0,99,0,19,0,0,0,0,0,0,0
5964,21.0,0,4,1,1,3.0,1,1,0,156,2,0,0,0,0,0
5965,22.5,1,2,1,0,1.0,1,1,0,12,2,0,0,0,0,0
5966,32.5,0,1,7,1,2.0,2,1,19,0,0,0,0,0,0,0
5967,18.0,0,2,6,0,1.0,2,1,12,24,1,1,16,208,0,0
5968,24.5,1,1,2,0,1.0,3,0,0,0,0,0,0,0,0,0
5969,27.5,0,3,1,0,2.0,1,1,17,208,2,0,0,0,0,0
5970,19.0,1,3,2,0,2.0,1,0,17,0,0,0,0,0,0,0
5971,42.5,0,4,1,0,3.0,1,1,17,12,1,0,0,0,0,0
5972,16.0,0,4,1,0,3.0,99,1,18,6,4,0,0,0,0,0
5973,32.5,1,3,5,0,2.0,1,1,16,36,1,0,0,0,0,0
5974,17.0,1,2,2,0,1.0,99,0,0,0,0,0,0,0,0,0
5975,27.5,0,1,1,1,1.0,1,1,16,4,0,1,14,208,0,0
5976,42.5,1,2,7,1,2.0,1,1,13,10,2,0,0,0,0,0
5977,32.5,0,3,1,0,3.0,2,0,0,0,0,0,0,0,0,0
5978,14.0,1,2,1,0,2.0,99,0,16,0,0,0,0,0,0,0
5979,16.0,0,1,2,1,3.0,99,1,0,3,NaN,1,14,12,0,0
5980,42.5,0,1,1,1,3.0,4,1,0,0,0,1,16,104,1,0
5981,17.0,0,2,2,1,2.0,99,1,13,NaN,NaN,0,0,0,0,0
5982,27.5,0,3,1,0,1.0,1,1,13,340,1,0,0,0,0,0
5983,16.0,0,2,1,0,3.0,99,0,23,0,0,0,0,0,0,0
5984,15.0,0,4,1,0,2.0,99,1,19,1,1,0,0,0,0,0
5985,15.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
5986,27.5,1,3,1,0,1.0,2,1,19,104,2,1,16,0,0,0
5987,15.0,1,3,7,1,1.0,99,0,0,0,0,0,0,0,0,0
5988,27.5,1,1,7,0,2.0,1,1,16,24,NaN,1,17,0,0,0
5989,16.0,0,2,7,1,1.0,99,0,16,0,0,0,0,0,0,0
5990,32.5,0,3,1,0,1.0,2,1,17,104,1,0,0,0,0,0
5991,42.5,0,3,1,0,3.0,1,1,21,120,1,0,0,0,0,0
5992,12.0,1,1,3,1,1.0,99,0,15,0,0,0,0,0,0,0
5993,42.5,0,2,5,0,2.0,1,1,4,3,0,0,0,0,0,0
5994,20.0,1,3,1,0,3.0,1,1,18,208,8,1,13,364,0,0
5995,17.0,1,2,2,0,2.0,99,1,21,0,0,0,0,0,0,0
5996,70.0,1,4,2,0,2.0,4,1,18,2,0,1,23,0,0,0
5997,17.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
5998,42.5,0,1,1,1,2.0,4,0,0,0,0,0,0,0,0,0
5999,18.0,1,1,7,0,1.0,4,1,18,60,2,1,16,24,0,0
6000,18.0,0,1,1,0,1.0,4,1,16,24,1,1,17,2,0,0
6001,42.5,0,4,1,0,3.0,1,1,10,104,2,1,20,0,0,0
6002,24.5,0,2,7,1,1.0,2,1,21,48,2,1,18,0,0,0
6003,12.0,0,2,2,0,2.0,99,0,13,0,0,0,0,0,0,0
6004,21.0,0,1,1,0,2.0,2,1,0,10,NaN,0,0,0,1,0
6005,22.5,0,2,6,1,1.0,1,1,0,52,4,0,0,0,0,0
6006,14.0,1,1,6,1,1.0,99,0,0,0,0,0,0,0,0,0
6007,27.5,0,4,1,0,2.0,4,1,0,52,1,0,0,0,0,0
6008,18.0,0,3,1,0,3.0,2,1,12,6,1,0,0,0,0,0
6009,32.5,1,2,1,1,1.0,4,1,16,36,12,1,13,144,1,0
6010,17.0,0,1,1,1,2.0,99,1,16,0,0,1,11,0,0,0
6011,57.5,0,1,1,1,1.0,2,1,15,52,3,1,18,33,0,0
6012,42.5,0,2,1,0,1.0,1,1,0,36,0,0,0,0,1,0
6013,21.0,0,2,7,1,1.0,1,1,17,18,2,1,20,127,0,0
6014,22.5,0,4,7,0,3.0,1,1,0,156,2,1,20,0,0,0
